TimeStamp,88:75:56:8f:3d:d0,20:3a:07:f9:39:c1,88:75:56:8f:3d:d5,20:3a:07:f9:39:c2,20:3a:07:f9:39:c4,20:3a:07:f9:39:c0,20:3a:07:42:45:11,88:75:56:8f:3d:d4,20:3a:07:42:45:10,88:75:56:8f:3d:d2,88:75:56:8f:3d:d1,20:3a:07:f9:39:c5,20:3a:07:42:45:14,20:3a:07:42:45:12,20:3a:07:42:45:15,20:3a:07:42:45:1b,20:3a:07:42:45:1f,20:3a:07:42:45:1d,20:3a:07:42:45:1a,20:3a:07:42:45:1c,20:3a:07:42:45:1e,0c:d9:96:ca:15:42,0c:d9:96:ca:15:45,0c:d9:96:ca:15:41,0c:d9:96:ca:15:44,0c:d9:96:ca:15:40,34:a8:4e:cc:26:f4,34:a8:4e:cc:26:f2,34:a8:4e:cc:26:f5,34:a8:4e:cc:26:f1,34:a8:4e:cc:26:f0,88:75:56:8f:3d:dd,88:75:56:8f:3d:de,c0:62:6b:86:c4:30,c0:62:6b:86:c4:32,c0:62:6b:86:c4:35,c0:62:6b:86:c4:34,f0:25:72:a2:eb:e4,f0:25:72:a2:eb:e0,f0:25:72:a2:eb:e2,c0:62:6b:86:c4:31,f0:25:72:a2:eb:e1,88:75:56:6b:6a:55,c0:62:6b:86:c4:3c,34:a8:4e:cc:26:fa,34:a8:4e:cc:26:fc,c0:62:6b:86:c4:3a,34:a8:4e:cc:26:fe,c0:62:6b:86:c4:3e,88:75:56:6b:6a:54,88:75:56:6b:6a:50,34:a8:4e:cc:26:fd,c0:62:6b:86:c4:3d,88:75:56:6b:6a:52,c0:62:6b:86:c4:3b,34:a8:4e:cc:26:fb,34:a8:4e:cc:26:ff,a0:cf:5b:44:84:50,c0:62:6b:86:c4:3f,a0:cf:5b:44:84:55,88:75:56:6b:6a:5b,88:75:56:6b:6a:5d,88:75:56:6b:6a:5f,88:75:56:6b:6a:51,f0:25:72:a2:eb:e5,88:75:56:6b:6a:5a,88:75:56:6b:6a:5c,88:75:56:6b:6a:5e,a0:cf:5b:44:84:51,a0:cf:5b:44:84:52,a0:cf:5b:44:84:54,64:d8:14:32:64:d4,64:d8:14:32:64:d0,64:d8:14:32:64:d5,64:d8:14:c0:60:05,88:75:56:8f:3d:df,88:75:56:8f:3d:db,a0:cf:5b:44:84:5b,a0:cf:5b:44:84:5d,a0:cf:5b:44:84:5a,a0:cf:5b:44:84:5c,a0:cf:5b:44:84:5e,a0:cf:5b:44:84:5f,34:a8:4e:ab:ce:a4,34:a8:4e:ab:ce:a2,e0:d1:73:5b:cd:d2,e0:d1:73:5b:cd:d0,e0:d1:73:5b:cd:d4,e0:d1:73:5b:cd:d1,e0:d1:73:5b:cd:d5,e0:d1:73:5b:cd:dd,e0:d1:73:5b:cd:df,e0:d1:73:5b:cd:dc,e0:d1:73:5b:cd:da,e0:d1:73:5b:cd:de,e0:d1:73:5b:cd:db,7c:95:f3:17:0f:4f,64:d8:14:60:de:42,7c:95:f3:17:0f:40,7c:95:f3:17:0f:45,7c:95:f3:17:0f:4e,64:d8:14:60:de:45,64:d8:14:60:de:41,7c:95:f3:17:0f:41,7c:95:f3:17:0f:42,64:d8:14:60:de:40,64:d8:14:60:de:44,7c:95:f3:17:0f:44,7c:95:f3:17:0f:4d,7c:95:f3:17:0f:4a,7c:95:f3:17:0f:4c,7c:95:f3:17:0f:4b,64:d8:14:60:de:4b,64:d8:14:60:de:4f,64:d8:14:60:de:4d,64:d8:14:60:de:4a,64:d8:14:60:de:4c,64:d8:14:60:de:4e,64:d8:14:ad:ad:04,64:d8:14:c0:60:00,64:d8:14:ad:ad:00,34:a8:4e:ab:ce:a0,34:a8:4e:ab:ce:a5,64:d8:14:ad:ad:02,64:d8:14:32:64:d2,64:d8:14:ad:ad:05,34:a8:4e:ab:ce:a1,64:d8:14:32:64:d1,64:d8:14:c0:60:01,34:a8:4e:ab:ce:aa,64:d8:14:ad:ad:01,34:a8:4e:ab:ce:af,34:a8:4e:ab:ce:ac,64:d8:14:c0:60:0e,64:d8:14:c0:60:0c,34:a8:4e:ab:ce:ad,64:d8:14:c0:60:04,64:d8:14:c0:60:02,34:a8:4e:ab:ce:ae,64:d8:14:c0:60:0b,64:d8:14:c0:60:0d,64:d8:14:c0:60:0f,64:d8:14:c0:60:0a,34:a8:4e:ab:ce:ab,88:75:56:8f:3d:da
1454508556793,-79,-73,-82,-72,-75,-73,,-79,-79,-81,-84,-75,-83,-82,-83,-88,,-88,,,-88,-79,-81,-79,-81,-83,-85,-87,-85,-85,-83,-90,-89,-89,,-88,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508557696,-79,-73,-86,-74,-74,-74,-80,-79,-79,-81,-84,-75,-83,-82,-83,-88,,-88,,-88,-87,-79,-80,-79,-81,-83,-85,-86,-85,-85,-83,-90,-89,-89,,-88,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508558600,-79,-73,-86,-71,-74,-72,-80,-79,-84,-83,-85,-74,-84,-83,-83,-88,,-88,,-88,-87,-80,-80,-80,-81,-80,-84,-86,-85,-85,-84,-90,-89,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508559504,-83,-74,-84,-73,-74,-73,-80,-83,-84,-83,-85,-74,-84,-83,-83,-88,,,,-88,-87,-76,-80,-80,-77,-77,-84,-86,-85,-84,-84,-90,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508560408,-83,-74,-86,-72,-74,-73,-85,-83,-84,-83,-86,-74,-84,-83,-83,,,,,-88,-87,-77,-78,-80,-77,-78,-85,-87,-85,-84,-84,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508561319,-83,-74,-86,-70,-74,-70,-85,-85,-85,-87,-84,-70,-87,-86,-83,,,,,-88,-87,-79,-78,-78,-77,-79,-85,-87,-87,-84,-83,,,-88,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508562282,-83,-74,-86,-69,-74,-69,-85,-85,-85,-86,-86,-69,-84,-85,-83,,,,,,,-79,-78,-79,-77,-79,-86,-87,-88,-84,-86,,,-88,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508563199,-83,-74,-86,-70,-74,-70,-85,-85,-85,-86,-86,-72,-82,-85,-83,,,,,,,-77,-78,-76,-77,-77,-86,-87,-85,-84,-89,,,-88,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508564108,,-72,-86,-72,-74,-72,-85,-86,-82,-86,-86,-72,-82,-85,-81,,,,,,,-72,-78,-76,-74,-72,-86,-87,-85,-85,-89,,,-88,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508565025,,-72,-86,-67,-68,-67,-82,-86,-82,-86,-86,-72,-82,-85,-81,,,,,,,-78,-78,-76,-74,-78,-86,-87,-85,-85,-89,,,,-88,-88,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508565947,,-72,-86,-66,-68,-66,-82,-86,-82,-86,-86,-72,-82,-83,-81,,,,,,-86,-75,-78,-77,-74,-75,-84,-84,-85,-85,-89,,,-84,-88,-85,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508566864,,-72,-86,-64,-68,-64,-82,-86,-81,-85,-85,-64,-82,-82,-81,,,,,,-86,-73,-78,-74,-74,-73,-84,-84,-84,-85,-83,,,-87,-88,-85,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508567778,,-67,-86,-67,-68,-67,-82,-83,-84,-83,-85,-64,,-82,-83,-86,-86,,,,-86,-75,-78,-74,-76,-75,-84,-84,-83,-85,-83,,,-87,-88,-85,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508568687,,-66,-83,-65,-68,-65,-82,-83,-84,-83,-85,-64,,-82,-84,-86,-86,,-85,-86,-86,-75,-71,-74,-70,-71,-84,-84,-83,-84,-83,,,-87,-88,-85,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508569585,,-66,-83,-67,-67,-67,-81,-83,-84,-83,-83,-64,,-80,-84,-86,-86,,-85,-86,-86,-75,-73,-74,-70,-71,-85,-84,-83,-84,-86,,,-86,-87,-85,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508570509,-82,-67,-83,-67,-67,-67,-81,-83,-84,-84,-83,-67,-83,-80,-84,-86,-87,-86,-85,-86,,-71,-73,-74,-71,-72,-85,-84,-86,-84,-86,,,-86,-87,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508571410,-82,-66,-84,-66,-67,-66,-81,-83,-84,-84,-83,-67,-83,-80,-81,-86,-84,-86,-84,-84,,-70,-73,,-71,-70,-85,-84,-86,-86,-86,,,-86,-87,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508572370,-82,-65,-84,-64,-67,-64,-81,-82,-84,-84,-83,-67,-83,-80,-78,-86,-86,-86,-87,-84,,-72,-73,,-74,-73,-85,-84,-86,-86,-86,,,-86,-87,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508573278,-82,-69,-83,-68,-67,-64,-80,-82,-84,-84,-83,-67,-83,-80,-78,-86,-86,-86,-87,-84,,-70,-70,,-72,-70,-85,-85,-86,-82,-86,,,-86,-85,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508574209,-82,-69,-83,-68,-65,-64,-86,-82,-84,-84,-86,-67,-83,-82,-78,-86,-86,-86,-87,-84,,-63,-70,-63,-72,-63,-84,-82,-86,-82,-84,,,-81,-85,-82,-82,-82,-83,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508575116,,-69,-83,-58,-58,-58,-86,-82,,,-84,-58,-81,-81,-78,,-86,,-87,-84,,-61,-70,-62,-72,-61,-85,-82,,-82,-83,,,-82,-85,-82,-82,-82,-86,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508576036,,-63,-83,-61,-58,-61,-86,-86,-82,-85,-84,-62,-81,-81,-82,,-86,,-87,,,-67,-70,-62,-70,-68,-85,-82,-87,-82,-83,,,-82,-85,-82,-82,-82,-86,-83,-82,-86,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508576961,,-61,-86,-60,-58,-61,-86,-88,-82,-85,-84,-62,-81,-81,-84,,,,,,,-60,-70,-62,-64,-60,-85,-82,-87,-85,-83,,,-82,-85,-82,-82,-82,-86,-83,-82,-86,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508577854,,-58,-86,-65,-58,-61,-86,-88,-82,-85,-84,-62,-81,-81,-84,,,,,,,-63,-64,-62,-64,-63,-85,-85,-87,-87,-83,,,-82,-86,-82,-87,-82,-86,-83,-85,-86,-88,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508578762,,-58,-86,-65,-58,-59,-86,-88,-86,-87,-88,-60,-86,-86,-84,,,,,,,-61,-64,-61,-64,-61,-83,-85,-84,-87,-84,,,-83,-86,-83,-87,,-88,,-85,-86,-88,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508579687,,-59,-87,-65,,-59,-86,-88,-86,-87,-88,-60,-86,-86,-84,,,,,,,-59,-64,-61,-60,-59,-83,-85,-84,-83,-84,,,-83,-86,-83,-87,,-88,,-83,-89,-88,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508580595,,-63,-87,-63,,-59,-86,-88,-86,-87,-88,-60,-86,-86,-85,,,,,,,-59,-60,-61,-59,-59,-83,-85,-84,-83,-84,,,-83,-82,-83,-87,,-88,-87,-83,-89,,-90,-88,-89,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508581510,,-63,-87,-64,-64,-65,-86,-88,-86,-87,-88,-60,-86,-85,-85,,,,,,,-58,-59,-61,-59,-59,-79,-80,-84,-83,-78,,,-85,-82,-83,-84,,-88,-86,-83,-89,,-90,-88,-89,-90,-87,-90,-87,-88,-88,-89,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508582468,,-63,-87,-62,-63,-65,-88,-88,-86,-87,-88,-60,-86,-85,-85,,,,,,,-54,-55,-61,-59,-54,-80,-80,-84,-85,-78,,,-85,-78,-83,-78,-87,-88,-86,-83,-89,,-90,-88,-86,-90,-88,-88,-85,-88,-88,-89,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508583386,,-63,-87,-62,-64,-64,-88,-88,,,-89,,,-85,-85,,,,,,,-50,-54,-50,-59,-50,-81,-80,,-85,-80,,,-80,-78,-76,-82,-88,-87,-86,-83,-89,,-90,-88,-86,-90,-89,-89,-87,-86,-88,-89,-86,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508584329,,-63,-87,-62,-64,-61,-88,,,-88,-87,-61,,-85,-85,,,,,,,-53,-54,-55,-59,-53,-81,-78,-80,-85,-79,,,-80,-78,-79,-82,-88,-86,-86,-83,,-87,-90,-88,-86,-90,-89,-89,-87,-87,-89,-89,-86,-88,-88,-89,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508585258,,,-87,-62,-64,-61,-88,,,-87,-87,-59,,-85,,,,,,,,-50,-54,-50,,-50,-81,-80,-81,-85,-79,,,-83,-78,-82,-82,-88,-90,-86,,,-86,,,-86,,-89,-89,-87,-85,-87,-90,-86,-88,-87,-86,-88,-90,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508586177,,,-87,-62,-64,-61,-88,-82,,-87,-87,-67,,-85,-87,,,,,,,-46,-54,-47,,-47,-81,-80,-76,-85,-79,,,-83,-78,-81,-82,-88,-90,,,,-82,,-88,-86,-87,-89,-89,-87,-85,-87,-90,-86,-89,-86,-89,-88,-89,-89,-88,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508587135,,-64,,,-64,-61,,-85,,-87,-87,-67,,-85,-85,,-86,,,,,-46,-54,-47,-47,-46,-81,-80,-76,,-79,,,-83,,-81,-82,-88,-90,,-79,-86,-82,-88,-85,-85,-87,-89,-89,-87,-85,-84,-90,-86,-89,-86,-84,-88,-89,-89,-88,-89,-89,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508588055,,-64,,,,-61,,-85,-87,-85,-85,-71,,-92,-85,,-86,,,,,-48,,-47,-47,-48,,-80,-78,,-77,,,-83,,-79,,,-90,,-79,-86,-84,-88,-85,-85,-87,,,,-85,-88,-90,,-86,-87,-86,-88,-88,-89,-90,-89,-89,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508589010,,-67,,,,-61,,-87,-87,-87,-85,-71,,-92,-85,,-86,,,,,-49,,-47,-50,-49,,-80,-78,-77,-77,,,-83,,-79,,,-90,,-76,-86,-84,-88,-86,-85,-88,,,,-85,-88,-90,,-86,-87,-87,,-88,-89,-90,-89,-88,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508589917,,-67,,,,,,-85,-87,-86,-85,-72,,-92,-85,,-86,,,,,-50,,-47,-50,-50,,,-79,-77,-77,,,,,-78,,,,,-75,-86,-88,-88,-90,-85,-88,,,,,-88,,,-90,-85,-88,,-90,,-90,-88,-88,-81,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508590839,,-71,,-71,-72,,,-85,-87,-86,-85,-72,,-92,-85,,-86,,,,,-47,-47,-47,-50,-47,,-80,-79,-80,-77,,,,-78,-78,-80,,,-89,-77,-86,-88,-90,-90,-87,-88,-89,-89,,,-88,,-86,-90,-85,-88,,-90,,-90,-88,-88,-84,-87,-85,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508591772,,-71,,-72,-73,-73,,-85,-87,-86,-85,-72,,-92,,,,,,,,-47,-56,-47,-50,-47,-78,-77,-79,-80,-77,,,-78,-79,-78,-78,-87,,-87,-77,-86,-88,-90,-90,-87,-88,-91,-88,-81,,-88,,-81,-90,-85,-88,,-90,,-90,-88,-88,-84,-87,-85,-87,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508592698,,-71,,-72,-73,-73,,-85,,-86,,-72,,,,,,,,,,-47,-52,,-50,-47,-83,-82,-79,-80,-81,,,-80,-80,-78,-80,-87,-85,-86,-77,-86,-88,-90,-90,-87,-88,-90,-88,-83,-82,-90,,-84,-90,-85,-88,,-90,,,-88,-88,-84,-87,-85,-85,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508593635,,-71,,-72,-77,-76,,-85,,-86,,-75,,,,,,,,,,-52,-52,-52,-50,-52,-79,-78,-79,-80,-80,,,-77,-80,-78,-77,-83,-83,-83,-77,,-88,-90,-90,-87,,-88,-88,-82,-82,-87,-89,-84,-90,-85,-88,,-90,,,-83,-83,-84,-84,-85,-85,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508594598,,-74,,-75,-74,-76,,,,,,-75,,,,,,,,,,-55,-55,-52,-54,-54,-79,-77,,-76,-80,,,-77,-75,-78,-76,-83,-83,-84,-74,-85,,-90,,-83,,-81,-89,-82,-82,-81,-89,-85,-90,,-82,,,,,-74,-74,-81,-84,-77,-75,-83,-87,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508595527,,-74,-87,-77,-77,-76,,,,,,-75,,,,,,,,,,-55,-55,-52,-54,-55,-74,-73,,-76,-80,,,-73,-75,-78,-73,-78,-78,-78,-74,-85,,-90,,-83,,-84,-89,-70,-82,-81,-87,-85,-90,,-82,-86,,,,-76,-76,-81,-84,-77,-76,-77,-87,-86,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508596469,,-74,-87,-77,-73,-73,,,,,-87,-75,,,,,,,,,,-60,-62,-61,-54,-60,-72,-71,,-76,-71,,,-76,-77,-78,-77,-79,-79,-79,-74,-85,,-90,,-83,,-85,-84,-66,-66,-83,-84,-67,-84,,-83,-86,,,,-77,-77,-81,-84,-77,-76,-76,-87,-88,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508597390,,-74,-87,-76,-76,-76,,,,,-88,-75,,,,,,,,,,-56,-58,-57,-54,-57,-69,-69,,-76,-68,,,-78,-77,-78,-77,-84,-84,-83,-74,-85,,-90,,-83,,-85,-88,-71,-72,-84,-88,-71,-84,,-84,-86,,,,-74,-74,-81,-84,-77,-76,-75,-87,-85,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508598314,,-74,-87,-76,-76,-74,,,,-87,-87,-74,,,,,,,,,,-59,-58,-60,-54,-60,-68,-69,-68,-76,-68,,,-76,-77,-76,-77,-84,-81,-81,-74,-85,-72,-90,,-83,,-85,-88,-71,-71,-80,-83,-71,-83,-81,-80,-87,-84,,,-76,-76,-81,-81,-77,-76,-76,-87,-85,-86,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508599236,,,-87,-76,-76,-74,,-87,,-85,-87,-79,,,,,,,,,,-63,-58,-64,,-63,-68,-69,-67,,-68,,,-76,-77,-82,-77,-84,-81,-81,,,-72,,,,-88,-85,-88,-71,-71,-75,-83,-71,-89,-79,-75,-87,-88,-87,-87,-76,-85,,-81,,-76,-76,,-85,-86,-87,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508600172,,-80,,-76,-76,-74,,-89,,-85,-87,-79,,,,,,,,,,-59,-58,-64,-60,-60,-68,-69,-75,-74,-68,,,-76,-77,-82,-77,-84,-81,-81,,,-72,,-81,-83,-88,-85,-88,-71,-71,-75,-83,-71,-89,-79,-82,-87,-88,-87,-83,-76,-83,,-81,,,-76,,-85,-86,-87,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508601097,,-85,,-76,-76,-74,,-89,,-85,-87,-79,,,,,,,,,,-65,-58,-64,-66,-65,-68,-69,-75,-76,-68,,,-76,,-82,-77,-84,-81,-81,-87,,-72,,-80,-79,-88,-85,-88,-71,-71,-78,-83,-71,-89,-79,-79,-87,-88,-87,-85,-76,-85,-77,-81,-86,,-76,,-85,-86,-87,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508602032,,-85,-87,-81,-81,-81,,-89,,-85,-87,-79,,,,,,,,,,-67,-72,-64,-66,-67,-78,-76,-75,-76,-68,,,-76,,-82,,,-81,-81,-87,,-72,,-80,-79,-88,-77,,-75,-71,-76,-83,-75,-89,-79,-76,-87,-88,-87,-85,-76,-85,-77,-81,-86,,-76,,,,-87,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508603001,,-86,-89,-81,-81,-81,,-89,,-85,,-79,,,,,,,,,,-68,-68,-64,-70,-68,-78,-71,-75,-72,-68,,,,,-82,,,,,-87,,-72,,-80,-82,-88,-84,,-75,,-82,,-76,-89,-79,-83,,-88,-87,-85,,-85,-77,,-85,-85,,,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508603909,,-87,-89,-81,-81,-81,,-89,,,,,,,,,,,,,,-67,-68,,-67,-67,-78,-71,-76,-72,,,,,,,,,,,-87,,-76,,-78,-82,,-84,,-75,,-78,,-76,,,-78,,,,-85,-86,-83,-77,,-85,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
