TimeStamp,e0:d1:73:a1:20:e0,cc:d5:39:24:a7:70,e0:d1:73:a1:20:e2,e0:d1:73:95:71:42,e0:d1:73:a1:20:e4,54:78:1a:24:67:c1,e0:d1:73:a1:20:ee,e0:d1:73:a1:20:eb,e0:d1:73:95:71:44,cc:d5:39:24:a7:75,e0:d1:73:95:71:40,cc:d5:39:9a:e4:81,84:78:ac:dc:d4:a5,e0:d1:73:a1:20:ed,54:78:1a:24:67:c0,54:78:1a:24:67:c5,cc:d5:39:24:a7:74,84:78:ac:dc:d4:a0,84:78:ac:dc:d4:a4,cc:d5:39:24:a7:72,e0:d1:73:a1:20:e5,54:78:1a:24:67:c4,84:78:ac:dc:d4:a1,e0:d1:73:95:71:45,54:78:1a:24:67:c2,e0:d1:73:a1:20:e1,cc:d5:39:24:a7:71,cc:d5:39:9a:e4:80,e0:d1:73:95:71:41,84:78:ac:dc:d4:a2,e0:d1:73:0f:2f:72,e0:d1:73:0f:2f:74,e0:d1:73:0f:2f:70,e0:d1:73:0f:2f:71,cc:d5:39:9a:e4:85,e0:d1:73:a1:20:ef,e0:d1:73:a1:20:ec,e0:d1:73:a1:20:ea,34:a8:4e:29:3d:90,84:78:ac:dc:d4:aa,cc:d5:39:9a:e4:84,cc:d5:39:9a:e4:82,e0:d1:73:d8:74:91,e0:d1:73:d8:74:90,e0:d1:73:d8:74:95,e0:d1:73:d8:74:94,20:3a:07:aa:41:34,20:3a:07:aa:41:35,20:3a:07:aa:41:30,20:3a:07:aa:41:31,e0:d1:73:d8:74:92,cc:d5:39:6a:49:e4,cc:d5:39:6a:49:e0,20:3a:07:aa:41:32,cc:d5:39:6a:49:e2,20:3a:07:aa:41:3e,20:3a:07:aa:41:3f,20:3a:07:aa:41:3b,20:3a:07:aa:41:3d,20:3a:07:aa:41:3c,cc:d5:39:6a:49:e5,20:3a:07:aa:41:3a,e0:d1:73:d8:74:9c,e0:d1:73:de:ac:11,e0:d1:73:de:ac:10,e0:d1:73:de:ac:14,e0:d1:73:de:ac:12,e0:d1:73:d8:74:9a,e0:d1:73:d8:74:9f,e0:d1:73:d8:74:9d,e0:d1:73:d8:74:9b,e0:d1:73:d8:74:9e,e0:d1:73:0f:2f:75,e0:d1:73:de:ac:15,e0:d1:73:bd:c9:a1,e0:d1:73:bd:c9:a5,e0:d1:73:bd:c9:a2,e0:d1:73:bd:c9:a0,e0:d1:73:bd:c9:a4,e0:d1:73:bd:c9:ac,e0:d1:73:bd:c9:ad,e0:d1:73:bd:c9:ab,e0:d1:73:bd:c9:af,e0:d1:73:bd:c9:aa,e0:d1:73:bd:c9:ae,20:3a:07:cd:9c:72,34:a8:4e:29:3d:91,34:a8:4e:29:3d:92,34:a8:4e:29:3d:95,20:3a:07:cd:9c:71,34:a8:4e:29:3d:94,cc:d5:39:51:6c:e4,cc:d5:39:51:6c:e5,cc:d5:39:51:6c:e1,cc:d5:39:7f:3c:45,cc:d5:39:7f:3c:44
1454082061162,,,,-73,,,,,-74,,-73,,,,,,,,,,,,,-72,,,,,-70,,-45,-46,-45,-51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,,-74,-73,-71,-72,-71,-86,-83,-82,-83,-84,-86,,,,,,,,,,,
1454082062038,,,,-73,,-87,,,-72,,-72,,,,,,,,,,,,,-71,,,,,-70,,-48,-46,-48,-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,,-74,-73,-74,-73,-74,-86,-83,-82,-83,-85,-82,,,,,,,,,,,
1454082062931,,,,-75,,-87,,,-72,,-72,,,,,-87,,,,,,,,-71,,,,,-73,,-45,-45,-45,-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,,-74,-73,-74,-73,-74,-86,-83,-82,-83,-82,-82,,,,,,,,,,,
1454082063825,,,,-75,,-87,,,-74,,-74,,,,,-87,,,,,,,,-74,,,,,-73,,-39,-45,-40,-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,,-74,-73,-74,-73,-74,-85,-81,-82,-81,-82,-81,,,,,,,,,,,
1454082064713,,,,-75,,-87,,,-74,,-74,,,,-87,-87,,,,,,,,-74,,,,,-71,,-44,-45,-44,-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,,-72,,-74,-73,-74,-85,-85,-83,-82,-82,-81,,,,,,,,,,,
1454082065607,,,,-75,,-87,,,-72,,-74,,,,-87,-87,,,,,,,,-74,,,,,-71,,-49,-45,-49,-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,,-72,,-73,-73,-73,-84,-84,-83,-85,-85,-81,,,,,,,,,,,
1454082066571,,,,-75,,,,,-74,,-74,,,,-87,-87,,,,,,,,-75,,,,,-71,,-53,-45,-54,-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,,-72,,-73,-73,-73,-86,-84,-83,-85,-85,-86,,,,,,,,,,,
1454082067460,,,,,,,,,-74,,-75,,,,-87,-87,,,,,,-86,,-75,,,-84,-87,-71,,-53,-45,-54,-55,,,,,,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,,-72,-74,-73,-73,-73,-86,-84,-83,-85,-85,-82,,,,,,,,,,,
1454082068356,,,,-72,,,,,-72,,-75,-87,,,-87,-85,,,,,,-86,,-75,,,-84,-87,-74,,-52,-52,-52,-55,,,,,,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,,-75,-74,-76,-73,-73,-86,-84,-83,-85,-85,-82,,,,,,,,,,,
1454082069279,,,,-72,,-84,,,-73,-87,-74,-87,,,,-85,,,,,,-86,,-73,,,-84,-87,-74,,-52,-52,-52,-53,,,,,,,-86,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,,-75,-71,-76,-73,-76,-84,-84,,-85,-85,-84,,,,,,,,,,,
1454082070177,,,,-72,,-84,,,-73,-87,-74,-87,,,,-85,,,,,,-87,,-76,,,-84,-87,-74,,-47,-52,-47,-47,,,,,,,-86,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,,-75,-73,-76,-73,-76,-84,-81,,-81,-85,-84,,,,,,,,,,,
1454082071094,,,,-75,,-84,,,-73,-87,-74,-87,,,,-88,,,,,,-87,,-76,,,-84,-87,-72,,-46,-46,-46,-47,-85,,,,,,-86,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,,-73,-73,-76,-73,-76,-84,-81,-85,-84,-84,-84,,,,,,,,,,,
1454082071987,,,,-71,,-84,,,-72,-87,-72,-87,,,,-88,,,,,,-87,,-76,,,,,-72,,-47,-46,-47,-47,-85,,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,,-73,-73,-76,-75,-75,-85,-81,-85,-84,-84,-84,,,,,,,,,,,
1454082072901,,,,-71,,-84,,,-72,-87,-72,,,,,-88,,,,,,-87,,-74,,,,,-72,,-50,-46,-50,-56,-85,,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,,-73,-71,-76,-75,-75,-85,-83,-85,-83,-84,-85,,,,,,,,,,,
1454082073806,,,,-73,,,,,-72,,-72,,,,,-88,,,,,,-87,,-74,,,,,-72,,-44,-44,-44,-56,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,,-71,-71,-76,-75,-75,-85,-83,-83,-86,-84,-85,,,,,,,,,,,
1454082074727,,,,-72,,,,,-72,,-72,,,,,-88,,,,,,,,-74,,,,,-72,,-45,-44,-46,-56,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,,-71,-71,-68,-68,-68,-83,-83,-83,-83,-85,-85,,,,,,,,,,,
1454082075666,,,,-74,,,,,-73,,-72,,,,,-87,,,,,,,,-74,,,,,,,-51,-51,-51,-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,,-73,-71,-71,-68,-68,-83,-83,-83,-83,-84,-85,,,,,,,,,,,
1454082076583,,,,-74,,,,,-73,,-74,,,,,-87,,,,,,,,-75,,,,,,,-47,-51,-47,-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,,-73,-73,-71,-72,-71,-81,-83,-83,-84,-84,-86,,,,,,,,,,,
1454082077481,,,,-74,,,,,-73,,-74,,,,,-87,,,,,,,,-71,,,,,,,-44,-51,-47,-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,,-73,-71,-71,-72,-71,-81,-83,-83,-83,-84,-84,,,,,,,,,,,
1454082078368,,,,-72,,,,,-72,,-74,,,,,-87,,,,,,,,-71,,,,,,,-44,-51,-49,-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,,-71,-71,-70,-72,-71,-85,-85,,-86,-84,-84,,,,,,,,,,,
1454082079286,,,,-72,,,,,-72,,-74,,,,,-87,,,,,,,,-74,,,,,,,-47,-51,-47,-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,,-71,-70,-70,-71,-71,-85,-89,,-86,-84,-88,,,,,,,,,,,
1454082080194,,,,-72,,,,,-72,,-74,,,,,-87,,,,-87,,,,-74,,,,,-74,,-52,-52,-52,-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,,-73,-70,-70,-71,-71,-85,-84,-83,-86,,-88,,,,,,,,,,,
1454082081115,,,,-74,,-88,,,-74,,,,,,,-85,,,,-87,,,,-74,,,,,-74,,-51,-52,-51,-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,,-76,-70,-77,-71,-77,-86,-84,-83,-84,-85,-88,,,,,,,,,,,
1454082082006,,,,-74,,-86,,,-72,,-73,-87,,,,-85,,,,-87,,,,-74,,,,,-74,,-50,-52,-50,-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,,-76,-70,-72,-71,-72,-89,-84,-83,-84,-85,-88,,,,,,,,,,,
1454082082933,,,,-74,,-86,,,-72,,-73,-87,,,-85,-85,,,,-87,,,,-74,,,,-87,-70,,-56,-57,-56,-48,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,,-76,-69,-72,-71,-72,-89,-86,-87,-84,-85,-88,,,,,,,,,,,
1454082083843,,,,-74,,-86,,,-72,,-73,-87,,,-85,-85,,,,-87,,,,,,,,-87,-71,,-56,-57,-57,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,,-73,-69,-72,,-72,-89,-85,-82,-85,-85,,,,,,,,,,,,
1454082084761,,,,-71,,-86,,,-71,,-70,-86,,,-85,-85,,,,,,,,,,,,-87,-71,,-53,-57,-53,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,,-73,-69,-72,,-72,-83,-85,-82,-84,-85,,,,,,,,,,,,
1454082085659,,,,-71,,-87,,,-71,,-72,-86,,,-85,,,,,,,,,-72,,,,-87,-71,,-55,-57,-54,-55,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,,-73,-69,-72,-74,-75,-83,-85,-82,-84,-85,-82,,,,,,,,,,,
1454082086548,,,,-71,,-87,,,-71,,-72,-86,,,-85,-87,,,,-86,,-87,,-72,,,,-88,-71,,-56,-57,-57,-55,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,,-74,-74,-72,-74,-75,-83,-82,-84,-85,-85,-82,,,,,,,,,,,
1454082087448,,,,-69,,-87,,,-71,,-72,-86,,,,-87,,,,-86,,-87,,-72,,,,-88,-71,,-57,-57,-57,-55,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,,-74,-74,-72,-74,-73,-84,-82,-84,-85,-88,-82,,,,,,,,,,,
1454082088349,,,,-69,,-87,,,-71,,-72,-86,,,,-87,,,,-86,,-87,,-68,,,,-88,-70,,-56,-57,-56,-56,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,,-74,-71,-72,-74,-73,-84,-80,-84,-80,-88,-80,,,,,,,,,,,
1454082089265,,,,-69,,-87,,,-70,,-72,,,,,-87,,,,-86,,-87,,-68,,-88,,-88,-68,,-57,-59,-57,-56,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,,-70,-71,-69,-74,-73,-84,-79,-84,-80,-80,-80,,,,,,,,,,,
1454082090179,-87,,,-70,-87,,,,-70,,-71,,,,,-87,,,,-86,,-87,,-68,,-88,,-88,-68,,-59,-59,-57,-56,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,,-70,-71,-77,-74,-75,-84,-79,-84,-80,-84,-80,,,,,,,,,,,
1454082091092,-87,,,-70,-87,,,,-70,,-71,,,,,,,,,,,-87,,-71,,-88,,-88,-68,,-59,-59,-58,-59,,,,,,,-87,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,,-70,-74,-77,-75,-75,-84,-79,,-80,-84,-87,,,,,,,,,,,
1454082092016,-87,,,-70,-87,,,,-70,,-71,,,,-86,,,,,,,-85,,-71,,-86,,-88,-72,,-58,-58,-58,-59,,,,,,,-87,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,,-73,-75,-77,-75,-75,-84,-86,-87,-86,-84,-87,,,,,,,,,,,
1454082092932,-87,,,-71,-87,,,,-70,,-71,,,,-87,-86,,,,,,-85,,-71,,-88,,-88,-70,,-61,-61,-60,-59,,,,,,,-87,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,,-76,-75,-77,-75,-75,-84,-84,-84,-85,-84,-87,,,,,,,,,,,
1454082093834,-87,,-88,-71,-86,-86,,,-70,,-71,-87,,,-87,-86,,,,,,-85,,-71,,-88,,-88,-70,,-62,-61,-64,-59,,,,,,,-87,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,,-76,-75,-74,-75,-74,-83,-84,-84,-84,-83,-87,,,,,,,,,,,
1454082094742,-86,,-88,-71,-86,-86,,,,,-70,-87,,,-87,-86,,,,,-86,-86,,-70,,-88,,-88,-70,,-62,-61,-63,-63,,,,,,,-87,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,,-76,-76,-74,-76,-74,-83,-84,-84,-84,-83,-86,,,,,,,,,,,
1454082095674,-86,,-88,-71,-86,-86,,,,,-70,-87,,,-87,-88,,,,,-86,-86,,-70,,-84,,,-72,,-64,-65,-64,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,,-74,-76,-74,-76,-74,-83,-87,-87,-88,-83,-86,,,,,,,,,,,
1454082096592,-86,,-86,-68,-86,-86,,,,,-70,-87,,,-87,-88,,,,,-86,-86,,-70,,-86,,,-69,,-62,-62,-62,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,,-76,-76,-74,-76,-74,-83,-86,-87,-88,-83,-86,,,,,,,,,,,
1454082097537,-86,,-83,-72,-83,-86,,,-71,,-70,-87,,,-87,-87,,,,,-86,-86,,-70,,-86,,,-69,,-65,-62,-65,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65,,-79,-76,-80,-76,-74,-84,-86,-87,-85,-82,-86,,,,,,,,,,,
1454082098448,-86,,-84,-72,-83,,,,-71,,-70,,,,-87,-88,,,,,-86,-86,,-70,,-86,,,-69,,-63,-62,-63,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,,-78,-76,-78,-76,,-89,-86,-87,-89,-86,-86,,,,,,,,,,,
1454082099367,,,-84,-72,-83,-87,,,-72,,-73,,,,-87,-88,,,,,-87,,,-75,,-86,,,-69,,-64,-62,-64,-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,,-78,,-77,,-77,-87,-86,-87,-89,-86,-89,,,,,,,,,,,
1454082100294,-86,,-84,-72,-83,-87,,,-72,,-71,,,,,-88,,,,,-86,-87,,-69,,-86,,,-69,,-64,-62,-64,-62,,,,,,,-86,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,,-78,-76,-77,-77,-77,-87,-86,-87,-89,-86,-88,,,,,,,,,,,
1454082101197,-86,,-84,-72,-83,-87,,,-72,,-71,,,,-88,-88,,,,,-83,-87,,-70,,,,,,,-65,,-64,-65,,,,,,,-88,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,,-78,-80,-77,-77,-77,-87,-87,,-89,-86,-86,,,,,,,,,,,
1454082102116,-86,,-87,-72,,-87,,,-72,,-71,,,,-88,-86,,,,,-83,-87,,-70,,-88,,,-73,,-63,-63,-63,-65,-86,,,,,,-88,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,,-80,-80,-77,-77,-77,-87,-87,-89,-88,-89,-86,,,,,,,,,,,
1454082103037,-84,,-84,-71,-84,-84,,,-71,,-71,,,,-88,-86,,,,,-83,-87,,-70,,-88,,,-73,,-66,-63,-66,-65,-86,,,,,,-88,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,,-80,-80,-81,-80,-80,-91,-87,-89,-88,-89,-86,,,,,,,,,,,
1454082103948,-87,,-84,-71,-84,-85,,,-71,,-73,,,,-88,-86,,,,,-88,-87,,-72,,-88,,,-73,,-65,-63,-65,-65,-86,,,,,,-88,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,,-80,-76,-81,-78,-79,-85,-87,-89,-88,-89,-86,,,,,,,,,,,
1454082104854,-87,,-84,-71,-84,-85,,,-71,,-73,,,,-88,-86,,,,,-84,,,-72,,-88,,-88,-73,,-66,-63,-65,-66,-86,,,,,,-88,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,,-80,-79,-81,-78,-79,-85,-88,-89,-88,-89,-86,,,,,,,,,,,
1454082105755,-87,,-83,-71,-83,-85,,,-71,,-73,-86,,,,-86,,,,,-84,,,-72,,-85,,-88,-72,,-65,-66,-65,-66,-86,,,,,,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65,,-82,-79,-80,-78,-79,-85,-88,-84,-84,-84,-86,,,,,,,,,,,
1454082106674,-83,,-83,-71,-84,-85,,,-71,,-71,-86,,,,,,,,,-84,,,-71,,-85,,-88,-72,,-66,-66,-66,-66,,,,,,,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,,-82,-79,-81,-80,-80,-86,-88,-84,-84,-84,-86,,,,,,,,,,,
1454082107573,-83,,-83,-71,-84,-85,,,-71,,-71,-86,,,-88,,,,,,-84,-87,,-72,,-85,,-88,-72,,-68,-66,-68,-70,,,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,,-82,-79,-81,-79,-80,-86,-87,-84,-84,-84,-88,,,,,,,,,,,
1454082108523,-83,,-83,-74,-84,-85,,,-71,,-71,-86,,,-88,-85,,,,,-84,-87,,-72,,-85,,-88,-74,,-67,-68,-67,-70,-85,,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67,,-82,-79,-81,-79,-80,-86,-87,-88,-88,-84,-88,,,,,,,,,,,
1454082109456,-83,,-83,-74,-84,-85,,,-71,,-71,-86,,,-83,-82,,,,,-84,-87,,-72,,-86,,,-74,,-66,-66,-66,-70,-84,,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67,,-81,-79,-81,-79,-80,-86,-89,-89,-91,-84,-88,,,,,,,,,,,
1454082110375,-83,-88,-87,-74,-84,-85,,,-71,,-71,,,,-83,-84,-89,,,,-84,-87,,-72,,-86,,,-74,,-66,-66,-67,-70,-87,,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67,,-80,-79,-81,-79,-80,-86,-89,-89,-89,,-88,,,,,,,,,,,
1454082111299,-86,-88,-84,-76,-85,-84,,,-75,,-75,-85,,,-83,-84,-89,,,,-84,-87,,-72,,-86,,,-74,,-66,-66,-67,-70,-87,,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,,-80,-79,-81,-79,-82,-88,-89,-89,-89,-88,-88,,,,,,,,,,,
1454082112201,-84,-86,-84,-76,-84,-84,,,-76,-86,-74,-82,,,-83,-84,-89,,,,,,,,,-86,,,-74,,-69,-66,-69,,-87,,,,,,,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,-80,,-82,-83,-82,-88,-89,-89,-89,-88,,,-87,,,,,,,,,
1454082113122,-84,-86,-84,-76,-84,-84,,,-76,-86,-74,-82,,,-82,-84,-89,,,,-86,-83,,-71,,-86,,-85,-74,,-67,-66,-67,-66,-84,,,,-86,,-86,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,-80,-78,-82,-83,-82,-88,-89,-89,-89,-88,-89,,-87,-88,,,,,,,,
1454082114040,-84,-86,-84,-76,-84,-84,,,-76,-86,-74,-82,,,-85,-84,-89,,,,-86,-83,,-71,,-86,,-85,-76,,-66,-67,-66,-66,-85,,,,-86,,-86,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,-77,-78,-82,-83,-82,-88,-90,-89,-89,-88,-89,,-87,-88,,,,,,,,
1454082114982,-84,-87,-85,-75,-85,-84,,,-74,-86,-74,-84,,,-85,-84,,,,-87,-86,-83,,-71,,-84,,-85,-76,,-67,-67,-67,-66,-85,,,,-86,,-86,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67,,-78,-78,-79,-83,-82,-88,-90,,-88,-88,-89,,-87,-88,-87,,,,,,,
1454082115930,-84,-87,-84,-74,-83,-84,,,-73,-86,-74,-81,,,-85,-86,,,,-87,-86,-83,,-71,,-85,,-85,-73,,-67,-67,-68,-66,-85,,,,-86,,-86,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68,,-81,-78,-83,-83,-82,-88,-90,-89,-88,-91,-89,,-87,-88,-87,,,,,,,
1454082116849,,-87,-84,-74,-83,,,,-73,,,-81,,,-86,-85,,,,-87,-86,-83,,-71,,-86,,-85,-76,,-64,-64,-64,-66,-80,,,,-89,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68,,-78,-78,-83,,,,-90,-89,-90,-91,-89,,,-88,-87,,,,,,,
1454082117779,-86,-87,-85,-77,-86,-86,,,-77,,-77,-81,,,-86,-85,,,,-87,,,,,,-86,,,-76,,-64,-64,-64,,-80,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64,,-78,,-82,,-81,-88,-90,-89,-88,-88,,,,,-87,,,,,,,
1454082118685,-85,-87,-85,-71,-85,-86,,,-71,,-71,-87,,,-86,-85,,,,-87,,,,,,-86,,,-76,,-68,-64,-68,,-80,,,,-89,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,-78,,-80,-81,-81,-90,-90,-89,-88,-89,,,,,-87,,,,,,,
1454082119634,-85,,-85,-71,-85,-86,,,-71,,-71,-87,,,-86,-85,,,,,-87,-86,,-74,,-86,,,-76,,-63,-64,-64,-64,-80,,,,-89,,-84,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,-78,-81,-80,-82,-81,-90,-88,-89,-88,-89,-89,,,,-87,,,,,,,
1454082120535,-88,,-85,-71,-85,-86,,,-71,,-71,-87,,,-86,-85,,,,,-87,-85,,-72,,-86,,-85,-76,,-65,-64,-65,-65,-80,,,,-89,,-85,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,-78,-80,-80,-79,-81,-90,-88,-89,-88,-89,-89,,,,-87,,,,,,,
1454082121461,-88,,-85,-71,-85,-86,,,-71,,-71,-87,,,-86,,,,,,-87,-85,,-72,,-86,,-85,-75,,-62,-62,-62,-65,-85,,,,,,-85,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,-80,-80,-80,-79,-81,-90,-88,,-89,-89,-89,,,,,,,,,,,
1454082122367,-88,,-85,-74,-85,,,,-71,,-71,-87,,,-86,-85,,,,,-87,-85,,-72,,-86,,-85,-76,,-62,-63,-64,-65,-87,,,,,,-85,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64,,-82,-80,-84,-79,-81,-90,-88,-90,-89,-89,-89,,,,,,,,,,,
1454082123270,-87,,,-73,-86,-84,,,-73,,-73,-86,,,-86,-85,,,,,-86,-85,,-74,,-86,,-85,-76,,-62,-63,-64,-64,-87,,,,,,-85,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,,-82,-80,-81,-81,-82,-89,-88,-90,-89,-89,-89,,,,,,,,,,,
1454082124172,-87,,,-76,-86,-84,,,-73,,-77,-86,,,-86,-85,,,,,-85,-85,,-77,,-86,,-85,-76,,-66,-63,-66,-67,-87,,,,,,-83,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,,-82,-82,-81,-81,-82,-89,-88,-89,-89,-89,-88,,,,,,,,,,,
1454082125073,-87,,-87,-69,-87,-84,,,-69,,-69,-86,,,-86,-86,,,,,-85,,,-77,,-87,,,-76,,-63,-64,-63,-67,-87,,,,,,-83,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,,-82,-82,-82,-81,-82,-89,-88,-89,-88,-89,-88,,,,,,,,,,,
1454082126018,-87,,-87,-75,-87,-84,,,-69,,-75,-86,,,,-86,,,,,-89,,,-75,,-87,,-85,-76,,-59,-64,-59,-59,-87,,,,,,-86,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,,-82,-82,-82,-82,-82,-89,-88,-89,-88,-89,-88,,-88,-88,,,,,,,,
1454082126920,-87,,-87,-73,-87,-84,,,-75,-86,-73,-84,,,,-86,,,,,-89,,,-75,,-87,,-85,,,-64,-64,-64,-59,,,,,,,-86,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67,,-82,-82,-80,-81,-81,-89,-88,-89,-88,-90,-88,,-88,-88,,,,,,,,
1454082127846,,,-87,-76,-87,-84,,,-75,-86,-76,-84,,,-87,-86,,,,-88,-89,-86,,-75,,-87,,-86,-76,,-60,-60,-60,-59,,,,,,,-86,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67,,-82,-82,-80,-81,-81,,-88,-88,-88,-90,-88,,-88,-88,,,,,,,,
1454082128808,-85,,-87,-68,-87,-84,,,-75,-86,-68,-84,,,-87,-86,,,,-88,-86,-86,,-69,,-87,,-86,-76,,-63,-60,-63,-63,,,,,,,-86,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67,,-82,-80,-80,-81,-81,,,-88,-88,-90,-88,,-88,-88,,,,,,,,
1454082129725,-85,,,-69,,-84,,,-75,-86,-69,-84,,,-87,,,,,-88,-85,-86,,-69,,-87,,-86,-70,,-59,-60,-59,-60,-87,,,,,,-86,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67,,,-80,-80,-81,-81,,-87,-88,,-90,-89,,-88,-88,,,,,,,,
1454082130630,-85,,,-70,,,,,-75,-86,-70,-84,,,-85,-85,,,,-88,-85,-86,,-69,,-87,,-86,-71,,-70,-70,-70,-60,-85,,,,,,-86,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67,,-78,-80,-80,-81,-81,,-89,-89,-87,-90,-89,,,,,,,,,,,
