,DLINK_D02A58,DLINK_D02A10,D-Link_DIR-823Pro,D-Link_DIR-823Pro,D-Link_DIR-823Pro,D-Link_DIR-823Pro,D-Link_DIR-823Pro,DLINK_D00EC0,D-Link_DIR-823Pro_5GHz,WHU-2018,D-Link_DIR-823Pro,D-Link_DIR-823Pro,DLINK_D02A98,D-Link_DIR-823Pro,DLINK_D02A30,D-Link_DIR-823Pro,D-Link_DIR-823Pro,D-Link_DIR-823Pro,D-Link_DIR-823Pro,WHU-2018,DLINK_D02A48,DLINK_D00ED8,D-Link_DIR-823Pro,DLINK_D02A28,D-Link_DIR-823Pro,D-Link_DIR-823Pro,D-Link_DIR-823Pro,D-Link_DIR-823Pro,D-Link_DIR-823Pro,D-Link_DIR-823Pro_5GHz,D-Link_DIR-823Pro,D-Link_DIR-823Pro,WHU-2018,WHU-2018,D-Link_DIR-823Pro_5GHz,WHU-2018,D-Link_DIR-823Pro_5GHz,DLINK_D02A18,WHU-2018,WHU-2018,D-Link_DIR-823Pro_5GHz,D-Link_DIR-823Pro_5GHz,DLINK_D02A60,D-Link_DIR-823Pro_5GHz,D-Link_DIR-823Pro,D-Link_DIR-823Pro,D-Link_DIR-823Pro,DLINK_D02A20,DLINK_D02A88,WHU-2018,DLINK_D00ED0,D-Link_DIR-823Pro,D-Link_DIR-823Pro,D-Link_DIR-823Pro,WHU-2018,D-Link_DIR-823Pro,D-Link_DIR-823Pro,DLINK_D02A38,D-Link_DIR-823Pro,D-Link_DIR-823Pro,DLINK_D00EB8,D-Link_DIR-823Pro,D-Link_DIR-823Pro,D-Link_DIR-823Pro,D-Link_DIR-823Pro,WHU-2018,D-Link_DIR-823Pro,D-Link_DIR-823Pro,WHU-2018,D-Link_DIR-823Pro_5GHz,DLINK_D00E98,D-Link_DIR-823Pro,D-Link_DIR-823Pro_5GHz,D-Link_DIR-823Pro,D-Link_DIR-823Pro,WHU-2018,D-Link_DIR-823Pro_5GHz,D-Link_DIR-823Pro,D-Link_DIR-823Pro,D-Link_DIR-823Pro_5GHz,whjx-gaofeng-13,WHU-2018,D-Link_DIR-823Pro,WHU-2018,D-Link_DIR-823Pro,D-Link_DIR-823Pro,WHU-2018,D-Link_DIR-823Pro,D-Link_DIR-823Pro,WHU-2018,D-Link_DIR-823Pro,D-Link_DIR-823Pro_5GHz,D-Link_DIR-823Pro,whu2011309,D-Link_DIR-823Pro,D-Link_DIR-823Pro,DLINK_D013A8,D-Link_DIR-823Pro,D-Link_DIR-823Pro,D-Link_DIR-823Pro,WHU-2018,D-Link_DIR-823Pro,D-Link_DIR-823Pro,WHU-2018,whu2011314,WHU-2018
1526456042116,-49,-54,-60,-50,-42,-59,-58,-54,-61,-57,-54,-69,-59,-78,-59,-58,-74,-54,-65,-76,-74,-73,-78,-76,-67,-77,-73,-67,-84,-80,-77,-83,-76,-200,-79,-85,-79,-73,-94,-80,-86,-80,-80,-79,-74,-63,-200,-78,-80,-95,-85,-82,-90,-80,-92,-81,-84,-82,-79,-84,-83,-95,-72,-96,-93,-89,-92,-93,-200,-200,-82,-200,-94,-70,-84,-96,-200,-200,-85,-95,-200,-200,-96,-200,-96,-200,-200,-79,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-73,-94,-200,-96,-200,-200,-200,-200
1526456044941,-42,-53,-60,-51,-42,-58,-55,-62,-61,-54,-56,-200,-56,-77,-58,-59,-72,-59,-67,-80,-200,-71,-77,-79,-71,-76,-72,-68,-200,-79,-77,-82,-75,-200,-79,-79,-78,-67,-94,-80,-87,-80,-79,-79,-75,-66,-200,-80,-85,-200,-79,-82,-91,-80,-92,-79,-82,-90,-77,-84,-82,-200,-71,-97,-93,-86,-92,-93,-200,-200,-81,-200,-96,-88,-84,-200,-200,-200,-94,-93,-200,-94,-97,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-86,-200,-73,-94,-89,-200,-96,-200,-200,-200
1526456045187,-42,-53,-60,-51,-42,-58,-55,-62,-61,-54,-56,-200,-56,-77,-58,-59,-72,-59,-67,-80,-200,-71,-77,-79,-71,-76,-72,-68,-200,-79,-77,-82,-75,-200,-79,-79,-78,-67,-94,-80,-87,-80,-79,-79,-75,-66,-200,-80,-85,-200,-79,-82,-91,-80,-92,-79,-82,-90,-77,-84,-82,-200,-71,-97,-93,-86,-92,-93,-200,-200,-81,-200,-96,-88,-84,-200,-200,-200,-94,-93,-200,-94,-97,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-86,-200,-73,-94,-89,-200,-96,-200,-200,-200
1526456047990,-48,-50,-61,-51,-43,-61,-47,-55,-62,-61,-58,-70,-60,-79,-57,-57,-69,-61,-66,-60,-76,-70,-76,-75,-73,-74,-74,-68,-86,-84,-200,-82,-78,-200,-81,-82,-77,-73,-97,-81,-88,-81,-79,-80,-75,-65,-200,-79,-85,-200,-80,-84,-92,-80,-95,-79,-82,-86,-77,-83,-86,-200,-72,-96,-93,-87,-94,-93,-200,-200,-82,-200,-96,-86,-84,-97,-200,-200,-84,-94,-98,-94,-95,-97,-200,-200,-200,-200,-75,-200,-200,-200,-200,-95,-200,-200,-86,-200,-200,-96,-89,-200,-96,-95,-97,-200
1526456048264,-48,-50,-61,-51,-43,-61,-47,-55,-62,-61,-58,-70,-60,-79,-57,-57,-69,-61,-66,-60,-76,-70,-76,-75,-73,-74,-74,-68,-86,-84,-200,-82,-78,-200,-81,-82,-77,-73,-97,-81,-88,-81,-79,-80,-75,-65,-200,-79,-85,-200,-80,-84,-92,-80,-95,-79,-82,-86,-77,-83,-86,-200,-72,-96,-93,-87,-94,-93,-200,-200,-82,-200,-96,-86,-84,-97,-200,-200,-84,-94,-98,-94,-95,-97,-200,-200,-200,-200,-75,-200,-200,-200,-200,-95,-200,-200,-86,-200,-200,-96,-89,-200,-96,-95,-97,-200
1526456051040,-43,-52,-61,-50,-43,-61,-48,-58,-60,-57,-57,-70,-58,-79,-60,-58,-72,-59,-61,-75,-76,-70,-78,-76,-73,-77,-74,-68,-86,-85,-200,-84,-79,-70,-80,-81,-78,-69,-89,-83,-92,-79,-83,-78,-75,-65,-200,-78,-85,-200,-80,-82,-91,-82,-95,-80,-82,-83,-81,-83,-83,-86,-72,-96,-94,-86,-94,-91,-200,-200,-82,-200,-96,-86,-83,-97,-200,-200,-83,-95,-98,-200,-95,-97,-90,-200,-97,-200,-200,-200,-200,-200,-200,-85,-200,-200,-86,-200,-200,-96,-200,-200,-200,-95,-97,-200
1526456051298,-43,-52,-61,-50,-43,-61,-48,-58,-60,-57,-57,-70,-58,-79,-60,-58,-72,-59,-61,-75,-76,-70,-78,-76,-73,-77,-74,-68,-86,-85,-200,-84,-79,-70,-80,-81,-78,-69,-89,-83,-92,-79,-83,-78,-75,-65,-200,-78,-85,-200,-80,-82,-91,-82,-95,-80,-82,-83,-81,-83,-83,-86,-72,-96,-94,-86,-94,-91,-200,-200,-82,-200,-96,-86,-83,-97,-200,-200,-83,-95,-98,-200,-95,-97,-90,-200,-97,-200,-200,-200,-200,-200,-200,-85,-200,-200,-86,-200,-200,-96,-200,-200,-200,-95,-97,-200
1526456054088,-48,-52,-61,-52,-42,-60,-46,-55,-60,-56,-58,-70,-59,-78,-57,-60,-72,-59,-64,-75,-74,-70,-78,-74,-69,-76,-73,-68,-200,-84,-200,-84,-79,-70,-80,-81,-78,-68,-95,-82,-91,-79,-73,-79,-75,-65,-84,-77,-79,-200,-200,-83,-88,-81,-93,-81,-82,-84,-81,-86,-85,-86,-72,-200,-94,-88,-94,-91,-200,-200,-82,-200,-200,-84,-82,-97,-200,-200,-83,-97,-98,-200,-94,-97,-94,-200,-97,-200,-200,-200,-200,-200,-200,-97,-200,-200,-200,-200,-200,-200,-84,-200,-200,-95,-97,-200
1526456054337,-48,-52,-61,-52,-42,-60,-46,-55,-60,-56,-58,-70,-59,-78,-57,-60,-72,-59,-64,-75,-74,-70,-78,-74,-69,-76,-73,-68,-200,-84,-200,-84,-79,-70,-80,-81,-78,-68,-95,-82,-91,-79,-73,-79,-75,-65,-84,-77,-79,-200,-200,-83,-88,-81,-93,-81,-82,-84,-81,-86,-85,-86,-72,-200,-94,-88,-94,-91,-200,-200,-82,-200,-200,-84,-82,-97,-200,-200,-83,-97,-98,-200,-94,-97,-94,-200,-97,-200,-200,-200,-200,-200,-200,-97,-200,-200,-200,-200,-200,-200,-84,-200,-200,-95,-97,-200
1526456057139,-43,-53,-62,-52,-42,-60,-48,-53,-60,-57,-54,-200,-58,-78,-57,-56,-70,-59,-59,-75,-80,-70,-76,-75,-70,-77,-74,-68,-200,-84,-200,-83,-75,-200,-81,-83,-78,-68,-92,-81,-91,-78,-68,-79,-74,-69,-84,-77,-86,-200,-75,-82,-88,-81,-93,-79,-84,-82,-73,-83,-86,-86,-76,-200,-94,-86,-94,-92,-200,-200,-82,-200,-200,-86,-82,-200,-200,-200,-85,-97,-200,-200,-92,-200,-94,-200,-97,-200,-76,-200,-200,-200,-200,-97,-200,-200,-200,-200,-200,-94,-84,-200,-200,-200,-200,-98
1526456057383,-43,-53,-62,-52,-42,-60,-48,-53,-60,-57,-54,-200,-58,-78,-57,-56,-70,-59,-59,-75,-80,-70,-76,-75,-70,-77,-74,-68,-200,-84,-200,-83,-75,-200,-81,-83,-78,-68,-92,-81,-91,-78,-68,-79,-74,-69,-84,-77,-86,-200,-75,-82,-88,-81,-93,-79,-84,-82,-73,-83,-86,-86,-76,-200,-94,-86,-94,-92,-200,-200,-82,-200,-200,-86,-82,-200,-200,-200,-85,-97,-200,-200,-92,-200,-94,-200,-97,-200,-76,-200,-200,-200,-200,-97,-200,-200,-200,-200,-200,-94,-84,-200,-200,-200,-200,-98
1526456060187,-41,-53,-59,-52,-42,-61,-48,-52,-60,-61,-54,-65,-59,-78,-57,-54,-72,-53,-63,-76,-77,-68,-76,-77,-72,-76,-75,-69,-200,-83,-200,-82,-78,-86,-80,-82,-78,-67,-96,-80,-92,-79,-78,-79,-75,-65,-84,-76,-86,-200,-77,-83,-200,-81,-92,-75,-83,-82,-73,-83,-87,-200,-73,-200,-92,-86,-200,-94,-200,-200,-82,-97,-200,-87,-82,-95,-200,-200,-96,-97,-200,-200,-92,-200,-98,-200,-97,-79,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-70,-94,-84,-200,-200,-200,-200,-98
1526456060436,-41,-53,-59,-52,-42,-61,-48,-52,-60,-61,-54,-65,-59,-78,-57,-54,-72,-53,-63,-76,-77,-68,-76,-77,-72,-76,-75,-69,-200,-83,-200,-82,-78,-86,-80,-82,-78,-67,-96,-80,-92,-79,-78,-79,-75,-65,-84,-76,-86,-200,-77,-83,-200,-81,-92,-75,-83,-82,-73,-83,-87,-200,-73,-200,-92,-86,-200,-94,-200,-200,-82,-97,-200,-87,-82,-95,-200,-200,-96,-97,-200,-200,-92,-200,-98,-200,-97,-79,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-70,-94,-84,-200,-200,-200,-200,-98
