TimeStamp,e0:d1:73:a1:20:e0,e0:d1:73:a1:20:e2,e0:d1:73:a1:20:e5,e0:d1:73:a1:20:e1,cc:d5:39:9a:e4:85,e0:d1:73:a1:20:e4,54:78:1a:24:67:c1,54:78:1a:24:67:c2,e0:d1:73:a1:20:ef,54:78:1a:24:67:c4,e0:d1:73:a1:20:ec,e0:d1:73:a1:20:ea,cc:d5:39:9a:e4:84,cc:d5:39:9a:e4:80,84:78:ac:dc:d4:a1,cc:d5:39:9a:e4:82,54:78:1a:24:67:c0,cc:d5:39:24:a7:71,84:78:ac:dc:d4:a4,84:78:ac:dc:d4:a2,54:78:1a:24:67:c5,54:78:1a:24:67:cc,cc:d5:39:24:a7:74,54:78:1a:24:67:ca,54:78:1a:24:67:cf,cc:d5:39:24:a7:72,54:78:1a:24:67:ce,54:78:1a:24:67:cd,cc:d5:39:24:a7:70,cc:d5:39:24:a7:75,54:78:1a:24:67:cb,e0:d1:73:0f:2f:75,cc:d5:39:9a:e4:81,cc:d5:39:6a:49:e4,20:3a:07:aa:41:31,cc:d5:39:6a:49:e2,20:3a:07:aa:41:32,20:3a:07:aa:41:30,e0:d1:73:d8:74:94,34:a8:4e:ae:31:70,e0:d1:73:d8:74:92,20:3a:07:aa:41:3d,20:3a:07:aa:41:3e,20:3a:07:aa:41:35,20:3a:07:aa:41:3c,e0:d1:73:d8:74:90,e0:d1:73:d8:74:95,cc:d5:39:49:c0:95,20:3a:07:aa:41:3a,cc:d5:39:49:c0:90,cc:d5:39:49:c0:94,e0:d1:73:d8:74:91,cc:d5:39:49:c0:91,cc:d5:39:49:c0:92,20:3a:07:aa:41:34,20:3a:07:aa:41:3f,20:3a:07:aa:41:3b,cc:d5:39:15:29:64,1c:e6:c7:03:56:20,e0:d1:73:de:ac:14,e0:d1:73:de:ac:10,e0:d1:73:de:ac:12,e0:d1:73:95:71:42,e0:d1:73:d8:74:9c,e0:d1:73:d8:74:9f,e0:d1:73:d8:74:9e,e0:d1:73:d8:74:9d,e0:d1:73:a1:20:ee,e0:d1:73:a1:20:eb,e0:d1:73:a1:20:ed,e0:d1:73:d8:74:9a,e0:d1:73:95:71:45,e0:d1:73:95:71:40,e0:d1:73:95:71:44,e0:d1:73:de:ac:11,e0:d1:73:de:ac:15,e0:d1:73:0f:2f:71,e0:d1:73:bd:c9:a1,e0:d1:73:bd:c9:a0,e0:d1:73:0f:2f:70,e0:d1:73:95:71:4a,e0:d1:73:bd:c9:a2,e0:d1:73:0f:2f:72,e0:d1:73:0f:2f:7f,e0:d1:73:0f:2f:7b,e0:d1:73:0f:2f:7e,e0:d1:73:95:71:41,e0:d1:73:0f:2f:7d,e0:d1:73:0f:2f:7c,e0:d1:73:95:71:4b,e0:d1:73:95:71:4c,e0:d1:73:95:71:4e,e0:d1:73:95:71:4f,e0:d1:73:bd:c9:a4,e0:d1:73:95:71:4d,e0:d1:73:0f:2f:74,e0:d1:73:0f:2f:7a,e0:d1:73:de:ac:1f,e0:d1:73:bd:c9:ab,e0:d1:73:de:ac:1a,e0:d1:73:de:ac:1e,e0:d1:73:bd:c9:aa,e0:d1:73:bd:c9:ac,e0:d1:73:bd:c9:ae,e0:d1:73:bd:c9:af,e0:d1:73:bd:c9:ad,e0:d1:73:bd:c9:a5,e0:d1:73:de:ac:1b,e0:d1:73:de:ac:1c,34:a8:4e:29:3d:95,cc:d5:39:15:29:62,e0:d1:73:de:ac:1d
1454081936831,-82,,-83,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,-78,,,-73,,-75,-77,-89,,,-78,-80,-73,-88,-86,,,-87,,,-71,,,-76,-78,-88,,,-84,-72,-72,-78,,,,,,,,,-78,-79,-78,-73,-75,-77,-84,-82,-79,-87,-83,-76,-82,-82,-83,-79,-82,-85,-86,-86,-87,-87,-84,-86,,,,,,,,,,,,,,,,,
1454081939177,-82,,-83,,,-82,,,,,-85,,,,,,,,,,,,,,,,,,,,,-78,,,-73,,-75,-77,-89,,,,,-73,-88,-86,,,-87,,,,,,-76,,-88,,,,-75,-74,-74,,,,,,,,,-78,-75,-78,-73,-75,-77,-82,-83,-69,-83,-84,-68,-75,-77,-75,-75,-75,-77,-83,-83,-83,-83,-84,-83,-68,-75,,,,,,,,,,,,,,,
1454081941521,-81,,-83,,,-79,,,,,-85,,,,,,,,,,,,,,,,,,,,,-78,,,-73,,-83,-82,-89,,,,,-73,-88,-86,,,-87,,,,,,-83,,-88,,,-77,-75,-74,-74,,,,,,,,,-78,-67,-68,-75,-75,-67,-82,-80,-69,-76,-80,-68,-75,-75,-74,-75,-75,-74,-76,-76,-76,-76,-83,-78,-68,-74,-92,,,,,,,,,,,,,,
1454081943881,-81,,-83,-81,,-79,,,,,-85,,,,,,,,,,,,,,,,,,,,,,,,-73,,-83,-82,,,,,,-73,-88,,,,-87,,,,,,-83,,-88,,,-77,-73,-74,-71,,,,,,,,,-78,-67,-68,-75,-74,-67,-82,-81,-70,-76,-80,-68,-74,-75,-74,-70,-75,-73,-76,-76,-76,-76,-83,-78,-68,-74,-89,-90,-90,-90,,,,,,,,,,,
1454081946221,-81,-82,-83,-81,,-80,,,,,-85,,,,,,,,,,,,,,,,,,,,,-68,,,,,-83,-82,,,,,,-73,-88,,,,-87,,,,,,-83,,,,,-77,-73,-66,-71,,,,,,,,,-69,-68,-67,-67,-74,-67,-82,-79,-70,-72,-78,-68,-70,-71,-70,-70,-70,-71,-72,-71,-72,-72,-79,-72,-68,-71,-91,-90,-90,-90,-89,-89,-92,,,,,,,,
1454081948564,-82,-82,-83,-84,,-80,,,,,-85,,,,,,,,,,,,,,,,,,,,,-68,,,,,-83,-82,,,,,,-73,,,,,,,,,,,-83,,,,,-77,-73,-66,-59,,,,,,,,,-69,-68,-67,-67,-80,-67,-74,-79,-62,-68,-78,-61,-69,-68,-68,-58,-69,-69,-68,-67,-68,-68,-79,-68,-61,-69,-91,-90,-90,-90,-89,-89,-92,-86,-86,,,,,,
1454081950907,-85,-86,-83,-84,,-80,,,,,,,,,,,,,,,,,,,,,,,,,,-68,,,,,-83,-82,,,,,,,,,,,,,,,,,-83,,,,,-82,-81,-79,-59,,,,,,,,,-61,-60,-67,-67,-80,-60,-74,-71,-62,-68,-78,-61,-67,-68,-68,-58,-68,-69,-66,-68,-67,-67,-71,-66,-61,-69,-91,-90,-90,-90,-89,-89,-88,-86,-86,-71,,,,,
1454081953252,-81,-82,,-81,,-80,,,,,,,,,,,,,,,,,,,,,,,,,,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-81,-79,-58,,,,,,,,,-61,-60,-60,-72,-80,-60,-73,-71,-59,-68,-74,-61,-70,-67,-70,-58,-72,-69,-66,-68,-67,-67,-71,-66,-58,-69,-91,-90,-90,-90,-89,-89,-88,-86,-86,-71,,,,,
1454081955598,-80,-80,,-81,,-80,,,-87,,,,,,,,,,,,,,,,,,,,,,,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,-74,-73,-58,,,,,,,,,-61,-60,-60,-72,-80,-61,-73,-71,-59,-64,-74,-61,-68,-67,-66,-58,-68,-68,-65,-64,-64,-64,-71,-64,-58,-68,-91,,,-90,-89,-89,-86,-86,-86,-75,,,,,
1454081957937,-81,-81,,-81,,-84,,,-87,,,,,,,,,,,,,,,,,,,,,,,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,-74,-73,-63,,,,,,,,,-61,-60,-63,-72,-80,-61,-70,-71,-63,-68,-70,-61,-69,-71,-69,-58,-69,-69,-69,-68,-68,-68,-69,-68,-58,-69,,,,,-89,,-86,-86,-86,-75,,,,,
1454081960283,-83,-83,,-82,,-84,,,-87,,,,,,,,,,,,,,,,,,,,,,,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-80,-73,-63,,,,,,,,,-61,-60,-63,-72,-81,-61,-70,-71,-63,-71,-70,-60,-72,-72,-73,-57,-71,-72,-71,-71,-71,-70,-69,-70,-59,-73,,-89,,,-89,,-86,-86,-86,-71,,,,,
1454081962623,-84,-83,,-82,,-84,,,-88,,,,,,,,,,,,,,,,,,,,,,,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-80,-73,-63,,,,,,,,,,-58,-59,-72,-81,-61,-70,,-63,-70,-70,-60,-74,-75,-73,-57,-76,-73,-72,-68,-69,-71,-69,-70,-59,-73,,-89,,,-90,-89,-86,-86,-86,-71,,,,,
1454081964964,-84,-83,,-78,,-84,,,-88,,,,,,,,,,,,,,,,,,,,,,,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-80,-73,-63,,,,,,,,,,-58,-59,,-81,-61,-78,,-71,-74,-70,-71,-78,-76,-78,-63,-79,-77,-77,-75,-73,-75,-69,-74,-70,-75,,-89,,,-90,-89,-86,,-86,-71,,,,,
1454081967310,-78,-78,-78,-78,,-84,,,-87,,,,,,,,,,,,,,,,,,,,,,,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-80,,-63,,,,,,,,,-66,-65,-59,,-81,-70,-78,-81,-71,-77,-70,-71,-79,-77,-77,-63,-79,-79,-78,-75,-75,-77,-78,-75,-70,-77,,-89,,,-90,-89,,,-86,-77,,,,,
1454081969652,-73,-74,-78,-74,,-84,,,-87,,,,,,,,,,,,-89,,,,,,,,,,,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-80,,-68,,,,,-83,,,,-66,-65,-59,,-81,-70,-83,-81,-73,-77,-70,-71,-77,-77,-81,-67,-78,-79,-75,-76,-77,-78,-78,-77,-73,-78,,-89,,,-90,-89,,,-86,-77,,,,,
1454081971988,-72,-72,-73,-74,,-84,,,-87,-87,-85,-85,,,,,,,,,-89,,,,,,,,,,,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68,,,,,-83,,,,-66,-65,-59,,,-70,-83,-81,-73,-78,-70,-70,-81,-81,-79,-67,-80,-82,-79,-78,-78,-79,-78,-80,-73,-82,,,,,-90,-89,,,,-77,,,,,
1454081974325,-72,-72,-73,-74,,-72,-84,,-87,-87,-85,-85,,,,,,,,,-89,,,,,,,,,,,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,,,,,-83,-83,-81,,-66,-69,-72,,,-70,-83,-81,-73,-81,-83,-70,-83,-84,-79,-67,-85,-82,-80,-82,-79,-79,-81,-80,-73,-82,,,,,,,,,,-77,,,,,
1454081976669,-70,-71,-73,-71,,-72,-84,,-87,-87,-84,-85,,,,,-84,,,,-89,,,,,,,,,,,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,,,,,-84,-83,-81,,-66,-69,-72,,,-70,-83,-81,-73,-81,-83,-76,-83,-81,-82,-71,-85,-82,-83,-82,-82,-85,-81,-83,-77,-82,,,,,,,,,,-77,,,,,
1454081979012,-69,-68,-69,-71,,-72,-80,,-78,-87,-84,-85,,,,,-84,,,,-89,,,,,,,,,,,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,,,,,-84,-79,-81,,-72,-69,-72,,,-76,-83,-84,-73,-79,-83,-76,-86,-83,-82,-71,-83,-83,-79,-79,-80,-81,-84,-79,-77,-83,,,,,,,,,,,,,,,
1454081981354,-69,-64,-69,-64,,-72,-80,,-78,-87,-84,-85,,,,,-84,,,,,,,,,,,,,,,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,,,-80,-79,-81,,-72,-69,-72,,,-76,-81,-84,-76,-81,-83,-76,-82,-80,-82,-71,-82,-82,-82,-80,-84,-81,-84,-80,-77,-82,,,,,,,,,,,,,,,
1454081983694,-69,-64,-67,-64,,-72,-80,-82,-78,-81,-84,-83,,,,,-81,,,,,,,,,,,,,,,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,,,-80,-79,-81,,-71,-69,-72,,,-74,-81,-88,-76,-81,-83,-76,-82,-82,-82,-71,-82,-82,-79,-83,-84,-79,-84,-80,-77,-82,,,,,,,,,,-89,,,,,
1454081986042,-69,-68,-67,-64,,-71,-81,-82,-78,-81,-84,-83,,,,,-81,,,,,,,,,,,,,,,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,,,,-80,-82,-83,,-71,-73,-75,,,-74,-81,-88,-76,-81,-84,-76,-82,-82,-84,-71,-85,-82,-81,-82,-83,-83,-84,-82,-77,-82,,,,,,,,,,-89,,,,,
1454081988370,-69,-68,-67,-64,,-71,-81,-81,-78,-81,,-86,,,,,-81,,,,,,,,,,,,,,,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,,,,-80,-82,-83,,-74,-73,-75,,,-74,-81,-88,-76,-85,-84,-74,-82,-84,-82,-74,-85,-83,-85,-84,-83,-86,-84,-84,,-82,,,,,,,,,,-87,,,,,
1454081990719,-75,-68,-71,-64,,-75,-81,-82,,-81,,-86,,,,,-81,,,,,,,,,,,,,,,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,,,,-80,-86,-86,,-73,-73,-75,,,-74,-81,-86,-76,-81,-84,-74,-80,-81,-81,-74,-80,-79,-82,-82,-83,-82,-85,-83,,-79,,,,,,,,,,-87,,,,,
1454081993072,-75,-68,-71,-72,,-75,-81,-82,,-81,,-86,,,,,-82,,,,-82,,,,,,,,,,,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,,,,,-85,-86,-86,,-73,-73,-75,,,-74,-81,-86,-74,-77,-84,-75,-77,-81,-77,-74,-78,-80,-78,-80,-73,-80,-85,-79,-75,-78,,,,,,,,,,-87,,,,,
1454081995433,-74,-68,-75,-72,,-72,-84,-83,,-81,,-86,,,,,-82,,,,-82,,,,,,,,,,,-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-71,,,,,-85,-86,-86,,-69,-69,-70,,,-72,-81,-81,-74,-73,-84,-75,-80,-80,-76,-74,-79,-80,-78,-74,-73,-72,-84,-72,-75,-79,,,,,,,,,,-87,,,,,
1454081997776,-74,,-75,-73,,-72,-84,-83,,-81,,-86,,,,,-82,,,,-82,,,,,,,,,,,-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-87,-71,,,,,-85,-86,-86,,-69,-69,-70,,-84,-72,-81,-81,-74,-71,-84,-72,-79,-73,-76,-65,-78,-77,-72,-71,-70,-71,-84,-71,-71,-77,,,,,,,,,,-79,,,,,
1454082000100,-75,,-74,-73,,-76,-84,-86,-86,,,,,,,,-82,,,,-82,,,,,,,,,,,-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-87,-71,,,,,-85,-86,-86,,-67,-67,-67,,-84,-72,-81,-78,-74,-73,-79,-72,-82,-79,-82,-65,-81,-78,-74,-72,-74,-74,-79,-73,-71,-77,,,,,,,-92,,,-79,,,,,
1454082002428,-75,-73,-74,-73,,-72,-84,-86,-86,,,,,,,,-82,,,,-84,,,,,,,,,,,-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-87,-67,,,,,-85,,,,-67,-67,-67,,-84,-72,-81,-78,-73,-77,-79,-72,-85,-78,-78,-65,-85,-78,-78,-75,-77,-75,-79,-76,-71,-81,,,,,,,-92,,,-79,,,,,
1454082004772,-75,-73,-74,-73,,-72,-84,-86,-86,,,,,,,,,,,,-84,,,,,,,,,,,-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-87,-67,,,,,-85,,,,-67,-67,-67,,-84,-72,-81,-78,-73,-73,-79,-69,-79,-78,-75,-63,-79,-74,-72,-73,-74,-73,-79,-72,-69,-77,,-90,,,,,-92,-92,-92,-79,,,,,
1454082007120,-75,-73,-74,-73,,-73,-84,-83,-86,,,,,,,,,,,,-84,,,,,,,,,,,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,-67,,,,,-85,,,,-67,-67,-69,-91,-84,-70,-81,-80,-73,-75,-80,-69,-79,-78,-78,-63,-79,-78,-77,-74,-79,-77,-81,-76,-69,-75,,-90,,,,,-92,-92,-92,-79,,,,,
1454082009491,-75,-73,-74,-73,,-73,-84,-83,-86,,,,,,,,-81,,,,-80,,,,,,,,,,,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67,,,,,-85,,,,-67,-67,-69,-91,,-70,-78,-80,-67,-73,-80,-66,-73,-72,-73,-62,-74,-74,-69,-69,-71,-73,-81,-72,-66,-72,,-90,-87,-86,,,-92,-89,-90,,-86,-89,,,
1454082011824,-86,-73,-74,-73,,-73,-84,-83,,,,,,,,,-81,,,,-80,,,,,,,,,,,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,,,,,-85,,,,-67,-62,-61,-79,,-70,-78,-80,-66,-65,-72,-66,-65,-64,-65,-62,-64,-66,-66,-66,-66,-67,-73,-66,-66,-68,,-90,-87,-86,-85,-86,,-87,-86,,-86,-89,,,
1454082014164,-86,,-74,-82,,-73,-84,-83,,,,,,,,,-81,,,,-80,,,,,,,,,,,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,,,,,,,,,-67,-62,-61,-79,-85,-70,-72,-80,-59,-64,-72,-58,-66,-68,-66,-55,-66,-66,-63,-66,-62,-65,-73,-65,-59,-68,,-85,-87,-86,-85,-86,,-80,-81,,-86,-89,,,
1454082016512,-86,,-91,-82,,-73,-84,-83,,,,,,,,,-81,,,,-80,,,,,,,,,,,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,-81,-59,,,,,,,,,-67,-57,-61,-79,-85,-62,-72,-68,-59,-68,-72,-58,-67,-65,-65,-55,-66,-64,-62,-70,-67,-64,-69,-65,-59,-64,,-85,-87,-86,-85,-86,-82,-80,-81,-68,-86,-89,,,
1454082018851,-86,-83,-91,-84,,,,,,,,,,,,,-81,,,,-80,,,,,,,,,,,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,-81,-55,,,,,,,,,,-57,-61,-79,-85,-62,-72,-68,-57,-65,-72,-58,-66,-65,-67,-53,-64,-66,-63,-66,-69,-64,-69,-65,-59,-65,,-82,-87,-86,-84,-86,-82,-82,-82,-68,-86,-89,,,
1454082021196,-86,-83,-91,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,-82,-80,-55,,,,,,,,,-56,-57,-61,-79,-85,-54,-72,-66,-57,-63,-72,-58,-62,-61,-62,-53,-62,-62,-65,-63,-64,-66,-69,-65,-59,-62,,-82,,,-84,-86,-83,-82,-82,-67,,,,,
1454082023545,,-83,-91,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,-82,-80,-56,,,,,,,,,-56,-57,-56,-85,-85,-54,-71,-66,-54,-65,-71,-58,-62,-61,-62,-53,-62,-64,-65,-63,-65,-64,-69,-64,-59,-63,,-82,,,-81,-82,-83,-81,-82,-67,,,,,
1454082025881,,-83,-91,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-82,-82,-56,,,,,,,,,-56,-57,-56,-85,,-57,-71,-66,-54,-63,-71,-54,-58,-59,-60,-53,-58,-59,-63,-63,-63,-64,-69,-64,-59,-59,,-82,,,-81,-82,-80,-79,-78,-72,,,,,
1454082028211,,-83,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-82,-82,-58,,,,,,,,,-56,-60,-59,-85,,-57,-71,-67,-54,-67,-67,-54,-54,-55,-55,-53,-54,-55,-66,-69,-67,-68,-67,-68,-59,-55,,-82,,,-85,-81,-80,-80,-81,-72,,,,,
1454082030556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-82,-82,-61,,,,,,,,,-56,-60,-59,-85,,-57,-66,-67,-57,-68,-67,-56,-51,-51,-51,-62,-51,-52,-69,-69,-71,-70,-67,-72,-58,-52,,-81,,,-80,-81,-80,-80,-81,-72,,,,,
1454082032898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-82,-82,-61,,,,,,,,,-59,-61,-59,-85,,-56,-66,-65,-57,-69,-67,-56,-52,-52,-53,-62,-53,-54,-70,-69,-70,-71,-64,-70,-58,-53,,-81,,,-80,-81,-78,-79,-79,-65,,,,,
1454082035237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-82,-82,-62,,,,,,,,,-59,-61,-61,-85,,-56,-66,-65,-52,-69,-65,-56,-50,-50,-49,-62,-51,-53,-68,-69,-70,-68,-64,-68,-54,-53,,-81,,,-81,-81,-78,-81,-80,-65,,,,,
1454082037567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,,,-62,,,,,,,,,-63,-61,-61,-85,,-52,-66,-65,-52,-73,-65,-55,-58,-58,-57,-62,-59,-59,-69,-69,-72,-69,-64,-68,-54,-60,,-77,,,-81,-81,-75,-77,-77,-68,,,,,
1454082039909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,,,-62,,,,,,,,,-63,-62,-62,,,-49,-66,-65,-52,-73,-65,-55,-59,-60,-60,-62,-60,-59,-71,-72,-73,-69,-64,-70,-54,-62,,-77,,,-81,-80,-79,-79,-79,-68,,,,,
1454082042235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,,,-58,,,,,,,,,-63,-62,-62,,,-49,-66,-65,-52,-70,-65,-54,-62,-60,-62,-60,-62,-60,-71,-72,-70,-71,-64,-70,-51,-60,,-74,,,-81,-80,-79,-76,-76,-68,,,,,
1454082044563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,,,-58,,,,,,,,,-63,-62,-62,,,-49,-66,-65,-52,-69,-65,-50,-60,-57,-58,-63,-60,-60,-75,-72,-71,-72,-64,-71,-48,-60,,-74,,,-81,-80,-79,-76,-75,-60,,,,,
1454082046910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,,,-58,,,,,,,,,-63,-62,-61,,,-50,,-61,-52,-72,-63,-50,-60,-58,-57,-63,-56,-57,-73,-74,-71,-71,-61,-71,-48,-57,,-74,,,,-79,-78,-77,-77,-60,,,,,
1454082049233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64,,,,,,,,,-63,-62,-61,,,-50,-65,-61,-48,-72,-63,-48,-56,-54,-55,-64,-55,-53,-75,-73,-74,-72,-61,-72,-47,-54,,-82,,,,-79,-78,-81,-82,-60,,,,,
1454082051578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64,,,,,,,,,-63,-62,-61,,,-42,-65,-61,-48,-74,-63,-43,-50,-54,-50,-64,-50,-49,-76,-73,-74,-75,-61,-75,-42,-49,,-80,,,,-79,-78,-80,-80,-63,,,,,
1454082053920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,,,,,,,,,-63,-63,-64,,,-42,-65,-61,-48,-75,-61,-43,-43,-45,-43,-64,-44,-43,-74,-74,-77,-79,-61,-77,-42,-42,,-80,,,-75,-76,-78,-75,-76,-63,,,,,
1454082056252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,,,,,,,,,-63,-63,-64,,,-42,-67,-61,-48,-73,-61,-47,-44,-47,-45,-64,-45,-45,-72,-76,-74,-72,-61,-73,-46,-43,,-81,,,-75,-76,-78,-79,-80,-63,,,,,
1454082058592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,,,,,,,,,,-67,-64,,,-41,-67,-67,-48,-74,-61,-47,-46,-47,-47,-64,-46,-49,-73,-76,-78,-73,-67,-73,-46,-47,,-81,,,-75,-76,-79,-79,-79,-65,,,,,
1454082060938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65,,,,,,,,,,-67,-64,,,-41,-67,-67,-49,-78,-65,-47,-54,-55,-55,-64,-54,-53,-77,-79,-77,-76,-67,-77,-46,-55,,-81,,,-81,-81,-79,-83,-83,-65,,,,,
1454082063281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65,,,,,,,,,-68,-67,-64,,,-52,-67,-67,-49,-78,-65,-50,-55,-54,-56,-64,-54,-57,-80,-79,-81,-80,-67,-81,-46,-55,,-81,,,-81,-81,-83,-83,-83,-65,,,,,
1454082065616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,,,,,,,-68,-70,-69,,,-52,-67,-67,-49,-81,-69,-50,-50,-49,-51,-64,-50,-52,-80,-83,-82,-81,-70,-81,-46,-53,,-81,,,-85,-85,-83,-83,-83,-65,,,,,
1454082067950,,,,,-88,,,,,,,,,-87,,,-85,,,,-85,,,,,,,,,,,-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,,,,,,,-68,-70,-69,,,-52,-72,-67,-49,-82,-69,-49,-55,-57,-56,-71,-54,-56,-82,-81,-82,-84,-70,-81,-50,-56,,,,,-85,-85,-83,-88,-87,-65,,,,,
1454082070289,,,,,-88,,,,,-86,,,,-87,,,-85,-82,,,-85,,,,,,,,,-83,,-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,,,,,,,-68,-70,-69,,,-52,-72,-78,-49,-86,-69,-49,-55,-57,-56,-71,-54,-56,-83,-84,-82,-84,-77,-82,-50,-56,,,,,-85,-85,-83,-88,-87,-76,,,,,
1454082072637,,,,,-88,,,,,-86,,,,-87,,,-85,-82,,,-85,,,,,,,,,-83,,-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,,,,,,,-68,-70,-70,,,-52,-71,-78,-47,-86,-72,-49,-54,-53,-54,-71,-54,-53,-80,-84,-82,-80,-77,-80,-50,-53,,,,,-83,-84,-83,-84,-87,-76,,,,,
1454082074981,,,,,-88,,,,,-86,,,,-87,,,-85,-82,,,-85,,,,,,,,,-83,,-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,,,,,,,-70,-70,-70,,,-43,-71,-70,-47,-82,-72,-45,-49,-49,-50,-71,-51,-52,-80,-78,-80,-82,-77,-79,-50,-49,,,,,-83,-84,-87,-84,-88,-69,,,,,
1454082077322,,,,,-88,,,,,-86,,,,-87,,,-85,-82,,,-85,,,,,,,,,-83,,-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,,,,,,,-70,-73,-71,,,-43,-71,-70,-48,-78,-69,-45,-53,-53,-53,-71,-53,-53,-80,-78,-76,-78,-70,-76,-50,-53,,,,,-83,-84,-87,-84,-84,-69,,,,,
