TimeStamp,88:75:56:8f:3d:d0,88:75:56:8f:3d:d5,88:75:56:8f:3d:d4,20:3a:07:f9:39:c0,20:3a:07:f9:39:c5,20:3a:07:f9:39:c4,20:3a:07:f9:39:c2,20:3a:07:f9:39:c1,0c:d9:96:ca:15:42,0c:d9:96:ca:15:40,0c:d9:96:ca:15:44,0c:d9:96:ca:15:41,0c:d9:96:ca:15:45,0c:d9:96:ca:15:4a,0c:d9:96:ca:15:4e,0c:d9:96:ca:15:4c,0c:d9:96:ca:15:4f,0c:d9:96:ca:15:4b,0c:d9:96:ca:15:4d,20:3a:07:f9:39:cb,20:3a:07:f9:39:cd,20:3a:07:f9:39:ca,20:3a:07:42:45:10,20:3a:07:42:45:14,20:3a:07:42:45:12,20:3a:07:f9:39:ce,20:3a:07:f9:39:cf,20:3a:07:f9:39:cc,20:3a:07:42:45:15,34:a8:4e:cc:26:f1,20:3a:07:42:45:1b,20:3a:07:42:45:1f,34:a8:4e:cc:26:f0,88:75:56:8f:3d:d2,20:3a:07:42:45:1d,20:3a:07:42:45:11,34:a8:4e:cc:26:f2,20:3a:07:42:45:1c,88:75:56:8f:3d:d1,34:a8:4e:cc:26:f5,20:3a:07:42:45:1e,34:a8:4e:cc:26:f4,c0:62:6b:86:c4:3c,c0:62:6b:86:c4:3a,c0:62:6b:86:c4:3f,c0:62:6b:86:c4:35,c0:62:6b:86:c4:30,c0:62:6b:86:c4:3d,c0:62:6b:86:c4:31,88:75:56:6b:6a:5a,c0:62:6b:86:c4:32,c0:62:6b:86:c4:3b,34:a8:4e:cc:26:ff,34:a8:4e:cc:26:fd,c0:62:6b:86:c4:34,c0:62:6b:86:c4:3e,34:a8:4e:cc:26:fa,34:a8:4e:cc:26:fc,f0:25:72:a2:eb:e1,88:75:56:6b:6a:5e,34:a8:4e:cc:26:fb,88:75:56:6b:6a:54,88:75:56:6b:6a:5d,f0:25:72:a2:eb:ea,f0:25:72:a2:eb:eb,88:75:56:6b:6a:51,f0:25:72:a2:eb:ef,f0:25:72:a2:eb:ec,88:75:56:6b:6a:5c,f0:25:72:a2:eb:e0,f0:25:72:a2:eb:e4,f0:25:72:a2:eb:e2,a0:cf:5b:44:84:52,88:75:56:6b:6a:55,88:75:56:6b:6a:50,88:75:56:6b:6a:52,34:a8:4e:cc:26:fe,88:75:56:6b:6a:5f,88:75:56:6b:6a:5b,a0:cf:5b:44:84:55,f0:25:72:a2:eb:ed,a0:cf:5b:44:84:54,f0:25:72:a2:eb:e5,a0:cf:5b:44:84:5e,a0:cf:5b:44:84:51,a0:cf:5b:44:84:50,a0:cf:5b:44:84:5c,a0:cf:5b:44:84:5d,a0:cf:5b:44:84:5f,a0:cf:5b:44:84:5a,a0:cf:5b:44:84:5b,f0:25:72:a2:eb:ee,e0:d1:73:5b:cd:d4,e0:d1:73:5b:cd:d2,e0:d1:73:5b:cd:d1,e0:d1:73:5b:cd:d0,e0:d1:73:5b:cd:dc,e0:d1:73:5b:cd:d5,e0:d1:73:5b:cd:dd,e0:d1:73:5b:cd:da,e0:d1:73:5b:cd:db,e0:d1:73:5b:cd:de,e0:d1:73:5b:cd:df,7c:95:f3:17:0f:4b,7c:95:f3:17:0f:4d,7c:95:f3:17:0f:4a,64:d8:14:60:de:45,64:d8:14:60:de:40,64:d8:14:60:de:42,64:d8:14:60:de:44,7c:95:f3:17:0f:44,7c:95:f3:17:0f:42,7c:95:f3:17:0f:45,64:d8:14:60:de:41,7c:95:f3:17:0f:4c,7c:95:f3:17:0f:40,7c:95:f3:17:0f:4f,64:d8:14:60:de:4a,7c:95:f3:17:0f:41,64:d8:14:60:de:4d,64:d8:14:60:de:4f,64:d8:14:60:de:4b,64:d8:14:60:de:4e,64:d8:14:32:64:db,64:d8:14:60:de:4c,64:d8:14:32:64:d1,34:a8:4e:ab:ce:a4,34:a8:4e:ab:ce:a0,64:d8:14:32:64:d0,64:d8:14:32:64:d4,64:d8:14:ad:ad:0f,64:d8:14:ad:ad:01,34:a8:4e:ab:ce:a2,64:d8:14:32:64:d2,64:d8:14:ad:ad:02,64:d8:14:ad:ad:0e,64:d8:14:32:64:d5,34:a8:4e:ab:ce:a5,64:d8:14:ad:ad:0b,64:d8:14:c0:60:0a,64:d8:14:32:64:de,34:a8:4e:ab:ce:af,64:d8:14:ad:ad:05,34:a8:4e:ab:ce:ab,64:d8:14:32:64:dc,64:d8:14:c0:60:00,64:d8:14:ad:ad:0d,64:d8:14:c0:60:02,64:d8:14:32:64:dd,34:a8:4e:ab:ce:ad,64:d8:14:ad:ad:00,64:d8:14:ad:ad:04,64:d8:14:c0:60:0b,64:d8:14:32:64:da,64:d8:14:32:64:df,64:d8:14:c0:60:04,64:d8:14:c0:60:01,34:a8:4e:ab:ce:a1,64:d8:14:c0:60:05,64:d8:14:c0:60:0f,64:d8:14:c0:60:0e,64:d8:14:c0:60:0c,64:d8:14:ad:ad:0a,64:d8:14:ad:ad:0c,34:a8:4e:ab:ce:ae,7c:95:f3:17:0f:4e,20:3a:07:42:45:1a,88:75:56:8f:3d:de,88:75:56:8f:3d:dd,88:75:56:8f:3d:db,88:75:56:8f:3d:df,88:75:56:8f:3d:da
1454508578704,,-85,,-65,-64,,-69,-68,-72,-69,-68,-68,-69,-78,-77,-82,-80,-83,-84,-73,-72,-71,-78,-84,-78,-72,-72,-72,-79,-86,,,-85,-83,,-78,,,-82,-87,,-84,-85,-85,-86,-77,-78,-89,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508581061,,-85,,-60,-60,,-69,-68,-72,-69,-68,-72,-69,-78,-73,-82,-78,-78,-78,-69,-65,-61,-85,-84,-83,-64,-65,-64,-79,-86,,,-84,,,-78,,,,-83,,-84,-85,-85,-86,-82,-78,-89,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508583403,,,,-60,-60,,-61,-62,-72,-68,-66,-72,-67,-72,-74,-71,-74,-78,-74,-68,-66,-61,-85,-84,-83,-64,-67,-62,-79,-86,,,-84,,,-78,,,,-83,,-84,-85,-85,-86,-82,-78,-89,-82,-88,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508585747,,,,-60,-63,,-61,-62,-59,-68,-66,-59,-67,-63,-62,-61,-60,-63,-61,-72,-70,-76,-85,-84,-83,-71,-71,-72,-79,-86,,,-79,,,-78,-76,,,-78,,-84,,,-91,-78,-78,-89,-82,-88,-82,-88,-90,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508588074,,,,-60,-63,,-66,-62,-59,-54,-66,-59,-52,-58,-60,-57,-56,-58,-57,-77,-74,-77,-85,,-83,-74,-77,-68,-79,-81,,,-79,,,-78,-78,,,-78,,-78,,,-91,-78,,-89,-82,-88,-78,-88,-90,-90,-77,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508590423,,,-77,-60,-63,,-66,-68,-51,-51,-53,-59,-52,-62,-58,-59,-56,-58,-56,-76,-74,-74,-85,,-83,-74,-76,-71,,-81,,,-75,,,,-75,,,-78,,-78,,,-91,-78,,-89,-77,-88,-78,-88,-90,-90,-77,-90,-85,-86,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508592764,,,-77,-65,-63,-66,-66,-68,-51,-51,-53,-51,-52,-51,-53,-53,-51,-58,-51,-80,-74,-75,,,,-73,-77,-79,,-81,,,-75,,,,-79,,,-78,,-78,,,-91,-79,-82,-89,-77,-88,-78,-88,-90,-90,-82,-90,-85,-86,-83,-88,-89,-86,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508595140,,,-77,-65,-63,-66,-67,-68,-51,-47,-48,-51,-52,-59,-59,-62,-59,-57,-59,-78,-78,-79,,,,-81,-79,-80,,-79,,,-75,,,,-79,,,-78,,-78,-84,-84,-85,-79,-82,-84,-75,-85,-74,-88,-90,-90,-82,-90,-85,-86,-81,-88,-89,-86,-86,-85,-85,-82,-87,-88,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508597484,,,-77,-73,-63,-66,-67,-68,-51,-47,-48,-51,-49,-64,-69,-66,-65,-68,-65,-82,-86,-79,,,,-81,-82,-80,,-79,,,-75,,,,-79,,,,,-78,-84,-84,-85,-79,-75,-84,-75,-85,-72,,,-90,-74,-86,-85,-86,-81,-81,-89,-82,-86,-85,-85,-82,-87,-88,-89,-83,-84,-83,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508599832,,,-77,-73,-63,-66,-67,-68,-61,-47,-59,-51,-49,-64,-61,-65,-61,-68,-61,-81,-83,-81,,,,-82,-81,-82,,-79,,,-75,,,,-79,,,-77,,,-87,-86,-88,-79,-75,-84,-79,-84,-72,,-88,-90,-74,-86,-90,-86,-81,-81,-89,-82,-86,-85,-85,-82,-87,-88,-89,-83,-84,-83,-88,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508602191,,,,-74,-63,-76,-73,-68,-61,-47,-59,-51,-54,-72,-65,-69,-69,-68,-70,-85,-83,-84,,,,-86,-83,-83,,-79,,,-78,,,,-81,,,-77,,,-87,-86,-88,-79,-76,-84,-79,-84,-76,,-88,-88,-77,-86,-90,,-81,-85,-89,-80,-86,-85,-85,-82,-87,-88,-89,-85,-84,-83,-88,-79,-80,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508604538,,,,-74,-82,-76,-73,-68,-60,-47,-59,,-54,-70,-73,-69,-73,-70,-74,-85,-83,-84,,,,-86,-83,-83,,-79,,,-78,,,,-81,,,-75,,,-87,-86,-88,-88,-76,-84,-86,-84,-76,,-91,-88,-77,-86,-90,,-81,-85,,-80,,-85,-85,-82,-87,-88,-89,-85,-84,-83,-88,-78,-80,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508606881,,,,-80,-82,-82,-73,,-60,,-59,,-68,-70,-78,-75,-81,-76,-77,-85,-83,-84,,,,-86,-83,-83,,,,,-78,,,,-69,,,-75,,,-87,-86,-88,-88,-76,-84,-86,-84,-76,,-91,-88,-77,-86,-90,,,-82,,-81,,,,,,,,-85,-84,-83,-88,-78,-80,-79,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508609222,,,,-80,-82,-82,-73,,-72,-74,-71,,-68,-82,-81,-81,-86,-81,-83,-85,-83,-84,,,,-86,-83,-83,,-80,,,-78,,,,-69,,,-77,,,-87,-86,-88,-88,-76,,-86,-84,-76,,-91,-88,-77,,-86,-87,,-82,,-81,,,,-80,,,,-85,,,,-78,-80,-79,-85,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508611568,,,,-80,-82,-82,-73,,-72,-74,-71,-81,-68,-81,-81,-80,-81,-81,-83,-85,,-84,,,,-86,-83,-83,,-80,,,-81,,,,-75,,,-77,,-79,,,,-88,-76,,-86,,-76,,-91,-87,-77,,-86,-87,,-82,,-81,,,,-80,,,,-85,,,,-78,-81,-79,-85,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508613909,,,,-80,-82,-82,,,-72,-78,-78,-81,-68,-83,-81,-84,-87,-81,-83,,,,,,,,,,,-79,,,-81,,,,-75,,,-77,,-79,,,,-88,,,-86,,,,-91,-87,,,-87,-87,,-82,,-81,,,,-79,,,,,,,,-78,-81,-79,-85,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508616239,,,,-80,,-82,,,-72,-78,-78,-76,-68,-83,-85,-84,-85,-82,-86,,,,,,,,,,,-79,,,-81,,,,-75,,,-79,,-79,,,,,,,,,,,,-89,,,-87,-87,,-82,,-81,,,,-79,,,,,,,,-82,-76,-79,-85,-89,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508618567,,,,,,,,,-72,-78,-78,-76,-80,-83,-84,-86,-85,-83,-83,,,,,,,,,,,-79,,,-81,,,,-79,,,-79,,-79,,,,,,,,,,,,-89,,,-87,-87,,,,,,,,-79,,,,,,,,-82,-76,-81,,-89,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508620887,,,,,,,,,-86,-80,-81,-76,-80,-83,-84,-86,-85,-83,-83,,,,,,,,,,,-79,,,-81,,,,-79,,,-79,,-79,,,,,,,,,,,,-89,,,-87,,,,,,,,,-83,,,,,,,,-82,-76,-81,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508623220,,,,,,,,,-80,-80,-78,-76,-80,-83,-84,-86,-85,-83,-83,,,,,,,,,,,-79,,,-81,,,,-79,,,-79,,,,,,,,,,,,,,-89,,,-90,,,,,,,,,-83,,,,,,,,-88,-76,-81,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508625546,,,,,,,,,-80,-80,-78,-82,-80,-83,-84,-86,-85,-86,-83,,,,,,,,,,,,,,-81,,,,-79,,,-79,,-79,,,,,,,,,,,,-89,,,-90,,,,-87,-89,,,,-83,,,,,,,,-88,-86,-81,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508627872,,,,,,,,,-80,-82,-78,-82,-84,,-84,-86,-85,-86,-89,,,,,,,,,,,-82,,,,,,,-83,,,,,-79,,,,,,,,,,,,,,,-90,,,,-87,-89,,,,-87,,,,,,,,-88,-86,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508630205,,,,,,,,,-80,-86,-85,-82,-84,,-84,,,-86,-89,,,,,,,,,,,-82,,,,,,,-83,,,,,-79,,,,,,,,,,,,,,,-90,,,,-87,-89,,,,-87,,,,,,,,-88,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508632527,,,,,,,,,-80,-86,-85,-84,-84,,-84,,,-86,-89,,,,,,,,,,,-82,,,-83,,,,-83,,,-84,,-83,,,,,,,,,,,,,,,-90,,,,-88,-89,,,,-87,,,,,,,,-88,-86,,,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508634861,,,,,,,,,,-86,-85,-84,-83,,-84,,,-86,-89,,,,,,,,,,,-82,,,-80,,,,-83,,,-84,,-83,,,,,,,,,,,,,,,,,,,-88,-89,,,,-87,,,,,,,,,-86,,,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508637198,,,,,,,,,-82,-82,-82,-84,-83,-89,,,,,-89,,,,,,,,,,,-82,,,-80,,,,-83,,,-84,,-83,,,,,,,,,,,,,,,-86,-88,,,-88,,,,,-87,,,-89,,,,,,,,,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508639529,,,,,,,,,-82,-82,-82,-83,-83,-89,,,,,,,,,,,,,,,,,,,-79,,,,,,,-80,,-83,,,,,,,,,,,-88,-88,,,-86,-88,,,-86,,-88,,,,,,-89,,,,,-84,-86,,,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508641858,,,,,,,,,-82,-82,-82,-83,-81,-89,,,,,,,,,,,,,,,,,,,-79,,,,,,,-80,,-83,,,,,,,,,,,-88,-88,,,-86,-88,,,-86,-83,-88,,,,,,-89,,,,,-84,-86,,-89,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508644197,,,,,,,,,-82,-81,-81,-83,-81,-89,,,,,,,,,,,,,,,,-80,,,-79,,,,,,,-80,,-83,,,,,,,,,,,-88,-88,,,-86,-88,,,-86,-83,-88,,,,,,-89,,,,,-84,-86,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508646525,,,,,,,,,-82,-81,-81,-80,-81,-89,-81,,,,-84,,,,,,,,,,,-80,,,-80,,,,,,,-84,,,,,,,,,,,,,-84,-85,,,-86,-88,,,-85,-83,-88,,,,,,-89,,,,,-84,-83,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508648855,,,,-84,,,,,-82,-81,-81,-80,-79,-82,-81,-83,-81,-79,-82,,,,,,,,,,,-80,,,-79,,,,-75,,,-84,,-78,,,,,,,,,,,-87,-87,,,,,,,-85,-79,-88,,,,,,,,,,,-84,-79,-79,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508651198,,,,-84,,,,,-82,-78,-78,-80,-79,-81,-81,-83,-79,-81,-82,,,,,,,,,,,-74,,,-79,,,,-75,,,-84,,-78,,,,,,,,,,,-87,-87,,,-87,-87,,,-85,-79,,,,,,,-89,,,,,,-79,-79,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508653545,,,,-84,,,,,-82,-78,-78,-74,-79,-83,-81,-85,-83,-81,-82,,,,,,,,,,,-74,,,-77,,,,-75,,,-77,,-78,,,,,,,,,,,-90,-89,,,-87,-87,,,-90,-79,-89,,,,,,-89,,,,,,-78,-79,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508655888,,,,-84,,,,,,-78,-77,-74,-78,-83,-85,-85,-87,-85,-84,,,,,,,,,,,-74,,,-77,,,,-75,,,-77,,-78,,,,,,,,-88,,,-90,-89,,,-87,-87,,,-90,-79,-89,,,,,,-89,,,,,,-78,-79,-87,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508658249,,,,-84,,,,,-67,-78,-77,-74,-78,-83,-83,-84,-84,-84,-84,,,,,,,,,,,-74,,,-76,,,,-75,,,-77,,-78,,,,,,,,-88,,,-85,-85,,,-87,-87,,,-85,-79,-89,,,,,,-89,,,,,-74,-78,-79,-87,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508660576,,,,,,,,,-67,-75,-75,-74,-76,-85,-86,-83,-86,-83,-84,,,,,,,,,,,-73,,,-76,,,,,,,-77,,,,,,,,,,-84,,,-85,-85,,,-87,-87,,,-85,,-89,,,-81,,,-82,,,,,-74,-78,-81,-87,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508662900,,,,-83,,,-85,-83,-75,-75,-75,-74,-76,-77,-86,-78,-77,-78,-79,,,,,,,,,,,-73,,,-76,,,,,,,-77,,,,,,,,,,-84,,,-87,-86,,,-86,-87,,,-89,,-89,,,-81,,,-82,,,,,-78,-78,-81,-87,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508665245,,,,-84,,,-85,-83,-75,-75,-75,-66,-76,-79,-80,-79,-77,-78,-79,,,-85,,,,-86,,-84,,-73,,,-74,,,,,,,-75,,-73,,,,,-89,,,-84,,,-86,-85,,,-86,-87,,,-85,-79,,,,-81,,,-82,,,,,-77,-78,-81,-87,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508667591,,,,-83,,,-84,-83,-75,-68,-68,-66,-68,-76,-72,-75,-73,-74,-73,-85,-82,-82,,,,-83,-87,-84,,-76,,,-74,,,,,,,-75,,-73,,,,,-89,,-80,-77,-84,,-86,-86,,,-86,-86,,,-85,-79,,,,-81,,,-78,,,,,-77,-78,-81,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508669933,,,,-83,-80,,-84,-83,-75,-68,-68,-66,-68,-74,-72,-73,-73,-74,-73,-82,-84,-80,,,,-82,-83,-82,,-76,,,-69,-90,,,,,,-67,,-73,,,-89,-79,-89,-89,-80,-77,-84,-89,-85,-84,,,-86,-86,,,-85,-79,-78,,,-81,,,-78,,,,,-70,-72,-81,,-75,-77,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508672278,,-86,,-83,-80,-79,-84,-83,-75,-74,-68,-66,-72,-78,-73,-74,-75,-72,-76,-82,-84,-84,,,,-82,-83,-82,,-70,,,-69,-90,,,-68,,,-67,,-73,,,-89,-79,-89,-89,-80,-77,-84,-89,-86,-86,-82,-90,-86,-86,,-85,-85,-73,-78,,-90,,-87,,-79,,,-85,,-70,-72,-71,-87,-75,-77,-85,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508674629,,-86,,-83,-80,-79,-84,-83,-65,-74,-65,-66,-72,-75,-74,-76,-75,-75,-74,-82,-84,-84,,,,-82,-83,-82,,-70,,,-69,-90,,,-68,,,-72,,-73,,,-87,-73,-89,-89,-74,-77,-84,-89,-86,-86,-82,-90,-86,-86,-84,-85,-85,-73,-82,,-90,,-87,,-79,,,-85,,-75,-72,-71,-87,-81,-82,-84,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508676985,,-86,,-83,-80,-80,-84,-83,-65,-74,-65,,-72,-79,-79,-80,-80,-78,-82,-82,-84,-84,,,,-82,-83,-82,,-70,,,-69,-90,,,-75,,,-72,,-78,,,-83,-73,,-83,-74,-77,-79,-89,-86,-86,-81,-83,-86,-86,-84,-85,-85,-77,-82,,-90,,-87,,-79,-87,-87,-85,,-75,-72,-77,-87,-81,-82,-84,-88,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508679330,,-86,,,-80,-80,,,-73,-74,-65,-73,-72,-80,-82,-80,-79,-82,-80,-82,-84,-84,,,,-82,-83,-82,,-70,,,-84,-90,,,-75,,,-81,,-78,,-88,-88,-77,,-83,-74,,-79,-89,-86,-86,-81,-83,,-86,-84,-85,-85,-77,-82,-89,-90,,-87,,-79,-87,-87,-85,,-76,-72,-77,-87,-84,-82,-84,-88,-83,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508681668,,-86,,,,-80,,,-73,-74,-65,-73,-75,-84,-82,-80,-79,-82,-80,,,-84,,,,,,,,-70,,,-84,,,,-75,,,-81,,-82,,-88,-88,-77,-74,-85,-74,,-76,,-86,-86,-76,-87,,-86,-84,-85,,-77,-82,-83,-90,,-83,,-79,-87,-87,-85,-83,-76,,-76,-87,-84,-82,-84,-88,-82,-86,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
