TimeStamp,88:75:56:8f:3d:d0,88:75:56:8f:3d:d5,88:75:56:8f:3d:d4,20:3a:07:f9:39:c0,20:3a:07:f9:39:c5,20:3a:07:f9:39:c4,20:3a:07:f9:39:c2,20:3a:07:f9:39:c1,0c:d9:96:ca:15:42,0c:d9:96:ca:15:40,0c:d9:96:ca:15:44,0c:d9:96:ca:15:41,0c:d9:96:ca:15:45,0c:d9:96:ca:15:4a,0c:d9:96:ca:15:4e,0c:d9:96:ca:15:4c,0c:d9:96:ca:15:4f,0c:d9:96:ca:15:4b,0c:d9:96:ca:15:4d,20:3a:07:f9:39:cb,20:3a:07:f9:39:cd,20:3a:07:f9:39:ca,20:3a:07:42:45:10,20:3a:07:42:45:14,20:3a:07:42:45:12,20:3a:07:f9:39:ce,20:3a:07:f9:39:cf,20:3a:07:f9:39:cc,20:3a:07:42:45:15,34:a8:4e:cc:26:f1,20:3a:07:42:45:1b,20:3a:07:42:45:1f,34:a8:4e:cc:26:f0,88:75:56:8f:3d:d2,20:3a:07:42:45:1d,20:3a:07:42:45:11,34:a8:4e:cc:26:f2,20:3a:07:42:45:1c,88:75:56:8f:3d:d1,34:a8:4e:cc:26:f5,20:3a:07:42:45:1e,34:a8:4e:cc:26:f4,c0:62:6b:86:c4:3c,c0:62:6b:86:c4:3a,c0:62:6b:86:c4:3f,c0:62:6b:86:c4:35,c0:62:6b:86:c4:30,c0:62:6b:86:c4:3d,c0:62:6b:86:c4:31,88:75:56:6b:6a:5a,c0:62:6b:86:c4:32,c0:62:6b:86:c4:3b,34:a8:4e:cc:26:ff,34:a8:4e:cc:26:fd,c0:62:6b:86:c4:34,c0:62:6b:86:c4:3e,34:a8:4e:cc:26:fa,34:a8:4e:cc:26:fc,f0:25:72:a2:eb:e1,88:75:56:6b:6a:5e,34:a8:4e:cc:26:fb,88:75:56:6b:6a:54,88:75:56:6b:6a:5d,f0:25:72:a2:eb:ea,f0:25:72:a2:eb:eb,88:75:56:6b:6a:51,f0:25:72:a2:eb:ef,f0:25:72:a2:eb:ec,88:75:56:6b:6a:5c,f0:25:72:a2:eb:e0,f0:25:72:a2:eb:e4,f0:25:72:a2:eb:e2,a0:cf:5b:44:84:52,88:75:56:6b:6a:55,88:75:56:6b:6a:50,88:75:56:6b:6a:52,34:a8:4e:cc:26:fe,88:75:56:6b:6a:5f,88:75:56:6b:6a:5b,a0:cf:5b:44:84:55,f0:25:72:a2:eb:ed,a0:cf:5b:44:84:54,f0:25:72:a2:eb:e5,a0:cf:5b:44:84:5e,a0:cf:5b:44:84:51,a0:cf:5b:44:84:50,a0:cf:5b:44:84:5c,a0:cf:5b:44:84:5d,a0:cf:5b:44:84:5f,a0:cf:5b:44:84:5a,a0:cf:5b:44:84:5b,f0:25:72:a2:eb:ee,e0:d1:73:5b:cd:d4,e0:d1:73:5b:cd:d2,e0:d1:73:5b:cd:d1,e0:d1:73:5b:cd:d0,e0:d1:73:5b:cd:dc,e0:d1:73:5b:cd:d5,e0:d1:73:5b:cd:dd,e0:d1:73:5b:cd:da,e0:d1:73:5b:cd:db,e0:d1:73:5b:cd:de,e0:d1:73:5b:cd:df,7c:95:f3:17:0f:4b,7c:95:f3:17:0f:4d,7c:95:f3:17:0f:4a,64:d8:14:60:de:45,64:d8:14:60:de:40,64:d8:14:60:de:42,64:d8:14:60:de:44,7c:95:f3:17:0f:44,7c:95:f3:17:0f:42,7c:95:f3:17:0f:45,64:d8:14:60:de:41,7c:95:f3:17:0f:4c,7c:95:f3:17:0f:40,7c:95:f3:17:0f:4f,64:d8:14:60:de:4a,7c:95:f3:17:0f:41,64:d8:14:60:de:4d,64:d8:14:60:de:4f,64:d8:14:60:de:4b,64:d8:14:60:de:4e,64:d8:14:32:64:db,64:d8:14:60:de:4c,64:d8:14:32:64:d1,34:a8:4e:ab:ce:a4,34:a8:4e:ab:ce:a0,64:d8:14:32:64:d0,64:d8:14:32:64:d4,64:d8:14:ad:ad:0f,64:d8:14:ad:ad:01,34:a8:4e:ab:ce:a2,64:d8:14:32:64:d2,64:d8:14:ad:ad:02,64:d8:14:ad:ad:0e,64:d8:14:32:64:d5,34:a8:4e:ab:ce:a5,64:d8:14:ad:ad:0b,64:d8:14:c0:60:0a,64:d8:14:32:64:de,34:a8:4e:ab:ce:af,64:d8:14:ad:ad:05,34:a8:4e:ab:ce:ab,64:d8:14:32:64:dc,64:d8:14:c0:60:00,64:d8:14:ad:ad:0d,64:d8:14:c0:60:02,64:d8:14:32:64:dd,34:a8:4e:ab:ce:ad,64:d8:14:ad:ad:00,64:d8:14:ad:ad:04,64:d8:14:c0:60:0b,64:d8:14:32:64:da,64:d8:14:32:64:df,64:d8:14:c0:60:04,64:d8:14:c0:60:01,34:a8:4e:ab:ce:a1,64:d8:14:c0:60:05,64:d8:14:c0:60:0f,64:d8:14:c0:60:0e,64:d8:14:c0:60:0c,64:d8:14:ad:ad:0a,64:d8:14:ad:ad:0c,34:a8:4e:ab:ce:ae,7c:95:f3:17:0f:4e,20:3a:07:42:45:1a,88:75:56:8f:3d:de,88:75:56:8f:3d:dd,88:75:56:8f:3d:db,88:75:56:8f:3d:df,88:75:56:8f:3d:da
1454508807608,,,,,,,,,,,,-85,,-81,-82,-81,-82,-83,-80,,,,,,,,,,,,,,,,,,,,,,,,,-90,-87,-72,-73,-87,-75,,-77,-87,,,-77,,,,-86,,,,,-84,,,-86,-86,,-76,-86,-72,-70,,,,,,,-68,-87,-71,-72,-84,-67,-66,-84,-84,-83,-85,-84,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508809950,,,,,,,,,-77,-77,,-85,-77,-81,-83,-82,-83,-83,-85,,,,,,,,,,,,,,,,,,,,,,,,-86,-90,-88,-72,-73,-87,-75,,-76,-87,,,-76,,,,-86,,,,,-84,,,-86,-86,,-80,-86,-83,-77,,,,,,,-68,-87,-71,-72,-84,-67,-66,-84,-84,-83,-85,-84,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508812295,,,,,,,,,-81,-77,,-82,-77,-81,-87,-87,-83,-85,-86,,,,,,,,,,,,,,,,,,,,,,,,-86,-90,-82,-68,-73,-82,-75,,-76,-82,,,-76,,,,-86,,,,,-81,-84,,-85,-83,,-80,-86,-83,-77,,,,,,,-75,-84,-71,-79,-84,-67,-66,-84,-86,-83,-85,-84,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508814641,,,,,,,,,-81,-80,,-82,-78,-86,-87,-87,-87,-86,-86,,,,,,,,,,,,,,,,,,,,,,,,-86,-90,-81,-68,-73,-81,-75,,-75,-82,,,-76,-81,,,-86,,,,,-85,-82,,-83,-84,,-80,,-83,-74,,,,,,,-75,-84,-76,-79,-84,-67,-66,-84,-86,-83,-85,-84,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508816984,,,,,,,,,-79,-80,-77,-78,-78,-86,-87,-87,-87,-86,-86,,,,,,,,,,,,,,,,,,,,,,,,-86,-80,-78,-71,-73,-79,,,-75,-82,,,-76,-81,,,,,,,,-84,-82,,-79,-80,,-80,,-83,-74,,,,,,,-75,-81,-76,-82,,,-66,-79,-78,-77,-80,-84,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508819331,,,,,,,,,-79,-80,-77,-78,-80,-86,-87,-87,-87,-86,-89,,,,,,,,,,,,,,,,,,,,,,,,-86,-80,-79,-71,-72,-80,,,-71,-82,,,-72,-81,,,,,,,,-78,-81,,-79,-76,,-77,-78,-78,-62,,,,,,,-75,-79,-64,-82,,,-61,-79,-78,-77,-80,-75,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508821675,,,,,,,,,-79,-80,-77,-78,-80,-85,-87,-89,-87,-86,-89,,,,,,,,,,,,,,,,,,,,,,,,-80,-77,-76,-71,-72,-76,-62,,-71,-82,,,-72,-81,,,,,,,,-76,-78,,-78,-76,,-77,-78,-78,-62,,,,,,,-75,-77,-64,-82,,-65,-61,-78,-80,-79,-80,-75,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508824023,,,,,,,,,-79,-80,-77,-78,-80,-85,-85,-89,-84,-86,-87,,,,,,,,,,,,,,,,,,,,,,,,-80,-77,-74,-67,-66,-74,-62,,-71,-76,,,-64,-81,,,,,,,,-80,-80,,-74,-76,,-75,-76,-78,-62,,,,,,,-63,-74,-65,-77,,-65,-65,-78,-83,-83,-80,-82,-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508826362,,,,,,,,,-83,-86,-84,-78,-80,-85,-85,-89,-85,-86,-87,,,,,,,,,,,,,,,,,,,,,,,,-73,-73,-71,-67,-66,-71,-54,,-71,-76,,,-64,,,,-66,,,,,-78,-76,,-76,-74,,-75,-76,-78,-62,,,,,,,-63,-75,-65,-77,,-79,-65,-78,-83,-83,-88,-82,-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508828712,,,,,,,,,-83,-86,-84,,-80,-85,-85,-89,-85,-86,-87,,,,,,,,,,,,,,,,,,,,,,,,-73,-73,-63,-60,-62,-63,-54,,-71,-64,,,-64,,,,-66,,,,,-70,-67,,-66,-66,,-63,-76,-78,-62,,,,,,,-75,-67,-65,-65,,-79,-65,-78,-83,-83,-88,-90,-67,-84,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508831065,,,,,,,,,-83,-82,-82,,,-85,-85,-89,-85,-86,-87,,,,,,,,,,,,,,,,,,,,,,,,-61,-61,-60,-60,-62,-60,-46,,-46,-64,,,-64,-61,,,-57,,,,,-64,-66,,-66,-65,,-63,-76,-53,-80,,,,,,,-75,-65,-65,-65,-87,-77,-65,-86,-85,-85,-88,-90,-62,-84,-78,-77,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508833415,,,,,,,,,-83,-82,-82,-81,,,-85,-89,-85,-89,-87,,,,,,,,,,,,,,,,,,,,,,,,-61,-61,-56,-45,-46,-56,-46,,-46,-56,,,-64,-61,,,-57,,,,,-66,-66,,-66,-68,,-60,-76,-53,-80,,,,,,,-75,-65,-65,-62,-87,-77,-65,-86,-86,-86,-88,-89,-63,-73,-73,-77,-71,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508835761,,,,,,,,,-83,-82,-82,-81,,,,-89,-85,-89,,,,,,,,,,,,,,,,,,,,,,,,,-65,-65,-64,-45,-46,-64,-48,,-48,-56,,,,-61,,,-47,,,,,-55,-54,,-58,-56,,-60,,-46,-80,,,,,,,-75,-56,,-62,-87,-77,,-86,-86,-86,-88,-89,-54,-73,-73,-72,-71,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508838102,,,,,,,,,,-82,-82,-86,,,,-89,-85,-89,,,,,,,,,,,,,,,,,,,,,,,,,-65,-65,-66,-49,-50,-66,-48,,-48,-64,,,,-61,,,-47,,,,,-63,-59,,-61,-60,,-58,,-46,-80,,,,,,,-76,-60,,-63,-87,-77,-75,-86,-86,-86,,-89,-58,-73,-71,-72,-71,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508840445,,,,,,,,,,-82,-82,-86,,,,-89,-85,-89,,,,,,,,,,,,,,,,,,,,,,,,,-66,-65,-67,-49,-50,-67,-48,,-51,-64,,,-52,-69,,,-47,,,,,-64,-62,,-65,-64,,-58,-57,-56,-69,,,,,,,-76,-64,-68,-63,-87,-70,-75,-86,-84,-83,,-89,-63,-73,-70,-72,-71,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508842791,,,,,,,,,-86,-82,,-85,,,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,-66,-72,-70,-50,-50,-70,-48,,-51,-70,,,-52,-69,,,-47,,,,,-61,-63,,-63,-60,,-58,-57,-56,-69,,,,,,,-73,-63,-68,-58,,-70,-75,,-84,-86,,-89,-61,-73,-68,-72,-69,-89,-70,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508845134,,,,,,,,,-86,-82,,-85,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,-72,-70,-50,-51,-70,-48,,-50,-70,,,-51,-69,,,-47,,,,,-69,-66,,-66,-66,,-60,-59,-59,-73,,,,,,,-73,-66,-73,-58,-81,-70,-75,,-80,-82,,,-65,,-66,-67,-67,-90,-70,-89,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508847474,,,,,,,,,-86,,,-85,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,-73,-73,-50,-51,-73,-55,,-50,-70,,,-51,-69,,,-64,,,,,-67,-67,,-66,-69,,-60,-59,-59,-73,,,,,,,-73,-66,-73,-58,-81,-70,-75,,-84,-86,,,-68,,-66,-67,-67,-90,-66,-89,-89,-88,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508849820,,,,,,,,,-86,,,-85,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,-73,-74,-51,-52,-74,-55,,-50,-74,,,-52,-69,,,-64,,,,,-67,-66,,-66,-69,,-67,-66,-59,-73,,,,,,,-73,-64,-76,-68,-81,-70,-75,,-89,-86,,,-67,-67,-66,-67,-68,-90,-66,-89,-87,-88,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508852169,,,,,,,,,-86,,,-85,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,-71,-71,-51,-52,-71,-58,,-50,-74,,,-52,-69,,,-66,,,,,-67,-70,,-68,-69,,-67,-66,-59,-73,,,,,,,-73,-72,-76,-68,-81,-75,-75,,-89,-86,-91,,-67,-67,-66,-73,-68,-90,-66,-89,-87,-88,-90,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508854509,,,,,,,,,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,-71,-75,-56,-56,-75,-58,,-50,-73,,,-56,-69,,,-66,,,,,-67,-71,,-73,-68,,-71,-70,-59,-73,,,,,,,-77,-74,-77,-72,-81,-75,-77,,-89,-86,-91,,-71,-67,-66,-73,-66,-90,-66,-89,-87,-88,-90,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508856857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,-71,-73,-56,-56,-72,-61,,-62,-73,,,-56,-76,,,-66,,,,,-74,-72,,-72,-73,,-71,-70,,-82,,,,,,,-77,-72,-77,-72,,-79,-77,,-89,-86,-91,,-71,-67,-66,-67,-66,,-66,-84,-87,-85,-90,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508859216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,-71,-75,-62,-63,-75,-61,,-62,-76,,,-56,-76,,,-66,,,,,-70,-73,,-75,-73,,-69,-70,,-82,,,,,,,-77,-76,-77,-68,,-79,-77,,-89,,-91,,-73,-66,-66,-67,-66,-86,,-84,-87,-85,-89,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508861560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,-78,-75,-62,-63,-75,-64,,-63,-76,,,-56,-76,,,-69,,,,,-72,-73,,-74,-73,,-69,-70,-71,-82,,,,,,,-77,-74,-77,-68,,-86,-77,,,,-91,,-73,-66,-66,-67,-66,-86,,-81,-87,-85,-89,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508863906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,-78,-80,-62,-64,-80,-64,,-63,-80,,,-56,-76,,,-69,,,,,-76,-79,,-74,-76,,-68,-70,-71,-82,,,,,,,-77,-74,-77,-72,,-86,-77,,,,,,-73,-65,-66,-67,-66,-84,,-81,-87,-85,-86,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508866268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-78,-80,-62,-64,-80,-66,,-64,-80,,,-65,-78,,,-72,,,,,-79,-80,,-78,-77,,-68,,-72,-82,,,,,,,,-79,,-72,,-86,,,,,,,-76,-65,,-62,-66,-84,,-78,,-78,-86,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508868609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-78,-76,-67,-68,-76,-66,,-64,-77,,,-65,-78,,,-72,,,,,-77,-76,,-77,-77,,-71,,-72,,,,,,,,,-79,,-72,,-86,,,,,,,-77,-66,-66,-62,-65,-81,,-81,,-78,-82,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508870953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76,-78,-76,-67,-68,-76,-66,,-64,-77,,,-65,-77,,,-75,,,,,-70,-72,,-71,-72,,-71,,-76,,,,,,,,,-71,,-72,,-86,,,,,,,-71,-66,-66,-59,-65,-81,,-79,,-78,-82,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508873298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76,,-81,-65,-68,-80,-66,,-64,-81,,,-65,-77,,,-75,,,,,-71,-73,,-74,-76,,-71,,-76,,,,,,,,,-73,,-72,,,-91,,,,,,-75,-61,-66,-59,-61,-81,-59,-72,,-78,-73,-72,-86,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508875641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,-84,-65,-68,-83,-66,,-67,-81,,,-67,-82,,,-75,,,,,-75,-76,,-74,-76,,-71,,-76,,,,,,,,,-75,,-72,,,-91,,,,,,-75,-61,-54,-55,-61,-81,-59,-68,-70,-67,-73,-68,-86,-85,-85,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508877987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-86,-84,-69,-68,-83,-66,,-67,-84,,,-67,-82,,,-75,,,,,-79,-76,,-78,-77,,-71,,-76,,,,,,,,,-76,,-77,,,-91,,,,,,-78,-61,-54,-55,-53,-81,-52,-71,-70,-67,-73,-70,-86,-85,-85,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508880327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-86,-84,-69,-69,-83,-66,,-68,-84,,,-68,-82,,,-75,,,,,-80,-80,,-77,-77,,-77,-78,-76,,,,,,,,,-76,,-77,,,-91,,,,,,-78,-50,-49,-48,-53,-72,-52,-72,-71,-67,-73,-72,-86,-85,-85,-83,-82,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508882673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-86,-84,-69,-69,-84,-73,,-68,-84,,,-68,-82,,,-75,,,,,-77,-78,,-77,-77,,-77,-78,,,,,,,,,,-76,,-77,,,-91,,,,,,-78,-50,-49,-48,-53,-72,-44,-72,-71,-71,-73,-72,-86,-85,-85,-83,-82,-86,-85,-89,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508885019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-86,-84,-69,-69,-80,-73,,-68,-79,,,-68,-82,,,-75,,,,,-81,-78,,-79,-77,,-74,-74,,,,,,,,,,-79,,-77,,,,,,,,,-80,-46,-45,-48,-47,-68,-44,-68,-70,-71,-73,-68,,,-85,-86,-82,-86,-85,-89,-87,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508887362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-83,-84,-69,-69,-82,-69,,-68,-79,,,-68,-82,,,-76,,,,,-81,-82,,-81,-81,,-74,-74,,,,,,,,,,-79,,-77,,,,,,,,,-80,-46,-45,-47,-47,-68,-44,-67,-70,-67,-73,-66,,,,-86,-81,-83,-83,-87,-87,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508889702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-83,-87,-74,-73,-84,-69,,-68,-85,,,-68,-82,,,-76,,,,,-81,-78,,-79,-81,,-74,-74,,,,,,,,,,-79,,-77,,,,,,,,,-82,-44,-45,-47,-43,-71,-44,-70,-70,-67,-69,-70,,,,-86,-81,-83,-83,-87,-87,-86,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508892046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-83,-86,-74,-73,-85,-73,,-73,-85,,,-72,-87,,,-76,,,,,-81,-80,,-80,-82,,-74,-79,-81,,,,,,,,,-79,,-77,,,,,,,,,-82,-44,-45,-43,-43,-71,-44,-74,-70,-72,-69,-74,,,-88,-84,-84,-83,-84,-87,-87,-86,-82,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508894391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-83,-86,-73,-73,-86,-73,,-73,-85,,,-72,-87,,,-76,,,,,-81,-82,,-81,-82,,-74,-79,-81,,,,,,,,,-82,,-77,,,,,,,,,-82,-44,-45,-43,-46,-71,-46,-70,-70,-72,-69,-70,-86,,-88,-84,-84,-83,-84,-87,,-86,-82,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508896751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-83,-86,-73,-73,-86,-73,,-74,-85,,,-74,-87,,,-76,,,,,-83,-86,,-83,-83,,,-79,-81,,,,,,,,,-82,,-77,,,,,,,,,-83,-44,-55,-56,-46,-75,-46,-78,-81,-72,-69,-78,-86,,-81,-82,-83,-83,-84,-87,,-83,-82,-82,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508899094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,-86,-73,-73,-86,-73,,-74,-85,,,-74,-87,,,,,,,,-86,-86,,-83,-83,,,-79,-81,,,,,,,,,-84,,-81,,,,,,,,,-86,-55,-55,-56,-53,-75,-51,-70,-81,-72,-68,-70,-82,-81,-81,-82,-83,,-84,,,-83,-72,-82,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508901440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,-86,-73,,-86,-73,,-69,-85,,,-70,-88,,,,,,,,-85,-85,,-83,-83,,,-85,-84,,,,,,,,,-87,,-81,,,,,,,,,-86,-55,-56,-58,-53,-71,-51,-70,-72,-72,-68,-70,-82,-72,-72,-78,-83,-75,-84,,-82,-80,-72,-72,-82,-71,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508903807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-92,-91,-73,,-86,,,-69,-85,,,-70,-88,,,,,,,,-85,-85,,-83,-83,,,-85,-84,,,,,,,,,-87,,-84,,,,,,,,,-86,-55,-56,-58,-52,-71,-51,-70,-72,,-72,-70,-76,-72,-72,-78,-74,-71,,,-74,-80,-71,-72,-82,-76,-86,-73,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508906148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-92,-91,,,,,,-77,-85,,,-70,-88,,,-81,,,,,-85,-85,,-83,-83,,,-85,-84,,,,,,,,,-87,,-84,,,,,,,,,-86,-55,-56,-54,-52,-71,-51,-74,-72,-76,-72,-74,-76,-72,-76,-70,-69,-68,-68,-77,-74,-76,-71,-76,-76,-77,-76,-73,-82,-76,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
