TimeStamp,34:a8:4e:ce:92:60,34:a8:4e:90:14:80,34:a8:4e:ce:92:62,34:a8:4e:90:14:82,88:75:56:ef:bc:a0,34:a8:4e:9f:90:90,88:75:56:ef:bc:a2,34:a8:4e:9f:90:9f,34:a8:4e:2f:30:7d,34:a8:4e:9f:90:9d,34:a8:4e:2f:30:70,34:a8:4e:2f:30:7f,34:a8:4e:9f:90:92,34:a8:4e:2f:30:72,34:a8:4e:90:14:8f,34:a8:4e:85:47:50,34:a8:4e:ce:92:6f,34:a8:4e:90:14:8d,34:a8:4e:ce:92:6d,34:a8:4e:85:47:52,88:75:56:82:92:70,20:3a:07:0b:be:90,34:a8:4e:26:96:b0,20:3a:07:06:d4:bf,88:75:56:82:92:72,20:3a:07:0b:be:92,34:a8:4e:26:96:b2,20:3a:07:06:d4:bd,34:a8:4e:85:47:5d,20:3a:07:ee:63:80,20:3a:07:8b:b4:a0,88:75:56:82:92:7f,20:3a:07:8b:b4:af,34:a8:4e:26:96:bf,20:3a:07:8b:b4:a2,20:3a:07:7a:6d:a2,88:75:56:82:92:7d,34:a8:4e:26:96:bd,20:3a:07:7a:6d:a0,20:3a:07:ee:63:8f,20:3a:07:7a:6d:af,34:a8:4e:65:4d:1f,34:a8:4e:65:4d:1d,20:3a:07:ee:63:8d,20:3a:07:06:d4:b2,34:a8:4e:ae:44:1f,20:3a:07:8b:b4:ad,34:a8:4e:ae:44:1d,88:75:56:0f:66:f2,34:a8:4e:67:e6:c2,20:3a:07:06:d4:b0,88:75:56:0f:66:f0,20:3a:07:16:3f:f0,34:a8:4e:47:99:ff,20:3a:07:ee:63:82,34:a8:4e:47:99:fd,20:3a:07:16:3f:f2,20:3a:07:16:3f:ff,88:75:56:0f:66:ff,34:a8:4e:65:4d:12,34:a8:4e:85:47:5f,20:3a:07:16:3f:fd,34:a8:4e:67:e6:c0,34:a8:4e:ae:44:12,88:75:56:0f:66:fd,34:a8:4e:84:8a:3f,34:a8:4e:84:8a:30,34:a8:4e:84:8a:32,34:a8:4e:84:8a:3d,20:3a:07:fd:63:b0,20:3a:07:fd:63:b2,88:75:56:04:8b:10,cc:d5:39:94:84:90,34:a8:4e:ae:44:10,88:75:56:04:8b:12,34:a8:4e:4e:19:82,34:a8:4e:65:4d:10,88:75:56:04:8b:1d,34:a8:4e:4e:19:80,cc:d5:39:94:84:9f,cc:d5:39:94:84:92,88:75:56:04:8b:1f,34:a8:4e:4e:19:8f,34:a8:4e:4e:19:8d,cc:d5:39:94:84:9d,34:a8:4e:67:e6:cd,34:a8:4e:47:99:f2,20:3a:07:0b:be:9d,20:3a:07:0b:be:9f,34:a8:4e:67:e6:cf,34:a8:4e:47:99:f0,88:75:56:46:e4:12,88:75:56:46:e4:10,58:bf:ea:98:e5:f0,58:bf:ea:98:e5:f2,34:a8:4e:cd:1f:bf,34:a8:4e:cd:1f:be,34:a8:4e:cd:1f:b1,34:a8:4e:cd:1f:b0,34:a8:4e:91:cf:90,88:75:56:46:e4:1f,88:75:56:46:e4:1d,88:75:56:ca:c3:d2,34:a8:4e:c2:a0:1f,88:75:56:ca:c3:df,88:75:56:ca:c3:dd,58:bf:ea:98:e5:fd,34:a8:4e:c2:a0:10,88:75:56:ca:c3:d0,88:75:56:e8:08:2f,34:a8:4e:c2:a0:1d,88:75:56:e8:08:2d,88:75:56:e8:08:22,58:bf:ea:98:e5:ff,88:75:56:b6:5e:a0,20:3a:07:b7:c1:af,88:75:56:e8:08:20,20:3a:07:59:25:d0,20:3a:07:1a:df:90,88:75:56:b6:5e:af,20:3a:07:54:5c:80,34:a8:4e:c2:a0:12,88:75:56:b6:5e:a2,20:3a:07:1a:df:9d,20:3a:07:3f:95:bf,20:3a:07:fd:63:bf,88:75:56:b6:5e:ad,20:3a:07:59:25:d2,20:3a:07:3f:95:bd,20:3a:07:1a:df:9f,20:3a:07:3f:95:b0,20:3a:07:54:5c:82,20:3a:07:54:5c:8d,20:3a:07:54:5c:8f,88:75:56:2c:fb:70,20:3a:07:59:25:df,20:3a:07:fd:63:bd,20:3a:07:1a:df:92,88:75:56:2c:fb:72,20:3a:07:59:25:dd,88:75:56:2c:fb:7d,88:75:56:2c:fb:7f,24:01:c7:87:30:50,34:a8:4e:61:47:72,20:3a:07:23:4b:1d,34:a8:4e:61:47:70,20:3a:07:23:4b:10,34:a8:4e:0e:8f:90,20:3a:07:3f:95:b2,20:3a:07:ee:25:20,34:a8:4e:61:47:7d,34:a8:4e:0e:8f:92,20:3a:07:ee:25:2f,20:3a:07:ee:25:2d,24:01:c7:87:30:5d,20:3a:07:ee:25:22,34:a8:4e:61:47:7f,24:01:c7:87:30:52,24:01:c7:87:30:5f,34:a8:4e:0e:8f:9d,34:a8:4e:e0:0e:e0,34:a8:4e:0e:8f:9f,34:a8:4e:e0:0e:e2,24:01:c7:0b:62:62,88:75:56:bf:20:40,88:75:56:bf:20:4f,88:75:56:bf:20:42,88:75:56:bf:20:4d,34:a8:4e:fb:84:f0,24:01:c7:0b:62:60,24:01:c7:0b:62:6f,34:a8:4e:fb:84:ff,34:a8:4e:fb:84:f2,24:01:c7:0b:62:6d,34:a8:4e:fb:84:fd,cc:d5:39:2e:38:d2,cc:d5:39:2e:38:d0,cc:d5:39:9f:83:82,cc:d5:39:f5:2f:d2,cc:d5:39:bf:82:50,58:97:1e:ea:c3:e0,58:97:1e:ea:c3:e2,20:3a:07:14:48:a2,20:3a:07:23:4b:1f,20:3a:07:23:4b:12,20:3a:07:14:48:a0,20:3a:07:14:48:ad,20:3a:07:14:48:af,20:3a:07:7a:6d:ad,20:3a:07:b7:c1:ad,20:3a:07:b7:c1:a0,20:3a:07:b7:c1:a2,34:a8:4e:fc:b5:70,cc:d5:39:a1:3d:8d,cc:d5:39:a1:3d:8f,20:3a:07:46:f5:1f,20:3a:07:46:f5:1e,cc:d5:39:a1:3d:80,34:a8:4e:91:cf:9f,cc:d5:39:a1:3d:82,34:a8:4e:91:cf:9e,cc:d5:39:f5:2f:df,24:01:c7:29:38:b2,24:01:c7:3d:63:02,c0:62:6b:b6:2b:02,c0:62:6b:b6:2b:00,34:a8:4e:91:cf:91,88:75:56:e6:13:f0,34:a8:4e:fc:b5:71,88:75:56:e6:13:f1,88:75:56:ef:bc:af,5c:fc:66:cf:ac:62,e0:d1:73:64:87:c2,20:3a:07:46:f5:11,20:3a:07:46:f5:10,cc:d5:39:bf:82:52,cc:d5:39:9f:83:80,1c:e6:c7:78:65:22,24:01:c7:9b:0e:40,34:db:fd:2e:66:70
1454964526378,-77,,-74,,,-80,,,-52,-86,-45,-52,-83,-52,,-46,-89,,,-45,-67,-51,-74,-89,-69,-56,-72,-88,-55,-80,,-82,,-80,,,-78,-82,,,,,,,,,,,,,,,,,-77,,,,,,-55,,,,,-71,-65,-62,-71,-72,,,,,,,,,,,,,,,,,,-71,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,,,,,-84,-82,,-78,,-79,,,,,-80,,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,-75,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964529562,-76,,-75,,,-80,,-87,-50,-90,-61,-50,-83,-58,,-45,-89,,-89,-46,-75,-55,-80,-89,-76,-56,-78,-88,-50,,,-82,,-84,,,-78,-83,,,,,,,,,,,,,,,,,-79,,,,,,-50,,,,,-71,-58,-58,-71,-64,-65,,,,,,,,,,,,,,,,,-65,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,,,,,-84,-83,,,,-79,,,,,-80,,,,,,-83,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964532771,-81,,-81,,,,,-87,-56,-90,-61,-56,-81,-56,,-37,,,-89,-36,-75,-47,-73,,-76,-56,-72,-85,-43,,,,,-84,,,,-83,,,,,,,,,,,,,,,,,-72,,,,,,-43,,,,,-75,-59,-63,-74,-64,-61,,,,,,,,,,,,,,,,,-64,-64,,,,,,,,,,,,,,,,,,,,,,,,-81,,-79,,,,,,,,,,,-83,,,,,,,,,-79,,-78,,-78,,-76,-76,,-72,,,-83,,,,-80,-83,,,,,-79,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964535989,-81,,-81,,,,,,-60,-90,-63,-61,-81,-58,,-35,,,,-32,,-49,-73,-86,,-50,-72,-86,-37,-73,,,,-86,,,,-89,,-82,,,,-83,,,,,,,,,,,-73,,,,,,-37,,,,,-79,-59,-56,-79,-60,-58,,,,,,,,,,,,,,,,,-73,-71,,,,,,,,,,,,,,,,,,,,,,,,-81,,-79,,,,,,,,,,,-78,,,,,,,,,-73,,-79,,-78,,-85,-84,,-74,-85,-74,-77,-84,,,,-83,,,,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964539182,,,-77,,,-82,,,-54,,-59,-54,-81,-59,,-35,,,,-40,,-51,,-86,,-50,,-86,-43,-73,,,,-89,,,,-89,,-82,,,,-86,-82,,,,,,,,,,-73,,,,,,-43,,,,,-81,-59,-56,-79,-53,-58,,,,,,,,,,,,,,,,,-66,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,,,,,,,,,-73,,-78,,,,-83,-85,,-74,-85,-74,-73,-84,,,-79,,,,,,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964542397,-81,,-77,,,-79,,,-54,,-59,-54,-81,-57,,-43,,,,-42,,-46,-82,,-80,-50,,,-51,,,,,-89,,,,,,-77,,,,-77,-82,,,,,,,,,,-69,,,,,,-51,,,,,-84,-68,-71,-88,-46,-48,,,,,,,,,,,,,,,,,-60,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,,,,,,,,,-76,,-72,,-75,,-78,-78,,-74,,-74,-81,,,,-81,,,,,,-81,,,,,-88,,,,,,,,,,,,,,,,,,,,,,,-74,,,,,,,,,,,,,,,,,,,,,,,,,,-91,,,,,,,,,
1454964545643,-81,,,,-77,-79,,,-59,,-63,-59,,-57,,-50,,,,-47,,-46,-82,,-80,-49,,,-51,-74,,,,,,,,,,-82,,,,-77,-79,,,,,,,,,,-69,,,,,,-51,,,,,-84,-68,-72,-88,-52,-49,,,,,,,,,,,,,,,,,-60,-61,,,,,,,,,,,,,,,,,,,,,-86,,-86,,,,,,,,,,,,,,-80,,,,,,,,,-72,,-80,,-75,,-77,-77,,,,-77,-81,-84,,,-84,-83,,,,,-83,,,-85,,-88,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,-91,,,,,,,,,
1454964548808,-80,,,,-77,,,,-60,,-63,-60,,,,-51,,,,-54,,-44,,-81,,-47,,-85,-56,-74,,,,,,,,,,-82,,,,-86,-79,,,,,,,,,,-72,,,,,,-56,,,,,,-74,-73,-92,-52,-57,,,,,,,,,,,,,,,,,-64,-64,,,,,,,,,,,,,,,,,,,,,-89,,-87,-79,,,,,,,,,,,,,-83,,,,,,,,,-73,,-83,,-75,,-78,-79,,-78,,-77,,-84,,,-84,-83,,,,,-83,,,-85,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964551973,-80,,,,,,,,-63,,-64,-62,,,,-54,,,,-57,,-40,,-85,,-40,,-84,-61,,,,,,,,,,,,,,,-86,-80,,,,,,-80,,,,-83,,,,,,-61,,,,,,-77,-74,-92,-55,-57,,-80,,,,,,,,-80,,,,,,,-49,-49,,,,,,,,,,,,,,,,,,,,,-89,,-89,-79,,,,-72,,,,,,,,,-85,,,,,,,,,-70,,-84,,-70,,-82,-79,,-78,,-76,,-82,,,-77,,,,,,-77,,,-91,,-70,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964555142,,,,,,,,,-62,,-64,-63,,-61,,-54,,,,-55,,-36,,-85,,-36,,-84,-66,,,,,,,,,,,-86,,,,-87,-80,,,,,,-80,,,,-83,,,,,,-66,,,,,,-77,-74,,-61,-61,-85,-78,,,,,,,,-77,,,,,,,-52,-52,,,,,,,,,,,,,,,,,,,,,-85,,-84,,,-77,,-70,,,,,,-78,,,-86,,,,,,,,,-70,,-84,,-76,,-82,-79,,-76,,-76,,-82,,,-77,,,,,,-89,,,-91,,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964558382,,,,,,,,,-84,,,-63,,-61,,-77,,,,-55,,-36,,-78,,-36,,,-77,,,,,,,,,,,-86,,,,-85,,,,,,,-80,,,,-78,,,,,,-78,,,,,,-84,,,-66,-67,-84,-68,,,,,,,,-68,,,,,,,-69,-69,,,,,,,,,,,,,,,,,,,,,-85,,-84,,,-77,,-70,,,,,,-78,,,-86,,,,,,,,,,,,,-76,,,-79,,-76,,-76,,,,,,,,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964561578,,,,,,,,,-86,,,-84,,,,-72,,,,,,,,-77,,-50,,-77,-81,-74,,,,,,,,,,-87,,,,-83,-70,,,,,,-71,,,,-75,,,,,,-81,,,,,,-84,,,-71,-70,-70,-66,,-71,,,,,,-66,,,,-87,,,-69,-69,,,,,,,,,,,,,,,,,,,,,,,,,,-77,,,,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964564790,,,,,,,,,-86,,,-86,,,,-74,,,,-73,,-55,,-82,,-53,,-83,-87,-74,,,,,,,,,,-85,,,,-86,-70,,,,,,-80,,,,-71,,,,,,-87,,,,,,,,,-71,-70,-73,-66,,-71,,,,,-90,-68,-81,,,-89,,,-73,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964567995,,,,,,,,,-87,,,-86,,,,-74,,,,-74,,-52,,-82,,-51,,-83,-77,-74,,,,,,,,,,-85,,,,-86,,,,,,,-76,,,,-71,,,,,,-78,,,,,,,,,-75,-70,-75,-70,,-76,,,,,-90,-71,-81,,,-84,,,-71,-71,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,,,,,-83,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964571186,,,,,,,,,-83,,,-84,,,,-74,,,,-74,,-52,,-80,,-51,,-80,-77,-74,,,,,,,,,,-90,,,,-90,,,,,,,-77,,,,-71,,,,,,-78,,,,,,,,,-75,-69,-76,-71,,-75,,,,,,-71,,,,-86,,,-72,-72,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964574414,,,,,,,,,-83,,,-85,,,,,,,,,,-51,,-76,,-52,,-78,-85,-72,,,,,,,,,,-87,,,,-85,-76,,,,,,-75,,,,-73,,,,,,-86,,,,,,,,,,-77,-70,-71,,-71,,,,,,-68,,,,-86,,,-64,-65,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964577697,,,,,,,,,,,,-83,,,,-77,,,,-74,,-51,,-76,,-52,,-79,-84,-72,,,,,,,,,,-85,,,,-85,-76,,,,,,-75,,,,-73,,,,,,-85,,,,,,,,,,-77,-70,-65,,-71,,,,,,-65,-87,,,,,,-68,-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964580913,,,,,,,,,-76,,,-75,,,,-73,,,,-74,,-51,,-81,,-51,,-82,-74,,,,,,,,,,,-86,,,,,-71,,,,,,-75,,,,-77,,,,,,-74,,,,,,,,,-74,-73,-73,-68,,-73,,,,,,-67,-87,,,-90,,,-60,-60,,,,,,,,,,,,,,,,,,,,,-89,,,,,,,,,,,,,-80,,,-87,,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964584092,,,,,,,,,-60,,-63,-61,,,,-73,,,,-50,,-43,,-81,,-43,,-82,-56,-73,,,,,,,,,,-86,,,,-85,-71,,,,,,-78,,,,-72,,,,,,-57,,,,,,-78,,,-57,-56,-73,-79,,-73,,,,,,-82,,,,-90,,,-55,-55,,,,,,,,,,,,,,,,,,,,,-82,,-82,-77,,,,-74,,,,,,-79,,,-83,,,,,,,,,,,-84,,-74,,-74,-74,,,,,,,,,-76,,,,,,-76,,,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964587265,,,,,,,,,-63,,-63,-63,,-63,,-57,,,,-55,,-34,,-78,,-43,,-75,-65,-73,,,,,,,,,,,,,,-87,,,,,,,-80,,,,-80,,,,,,-65,,,,,,-78,-78,,-57,-66,,-79,,,,,,,,-82,,,,,,,-49,-49,,,,,,,,,,,,,,,,,,,,,-82,,-86,-77,,-78,,-74,,,,,,-79,,,-83,-88,,,,,,,,-68,,-88,,-68,,-75,-75,,-73,,,,,,,-73,,,,,,-73,,,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,-86,,,,,,,
1454964590420,,,,,,,,,-57,,,-57,,-64,,-52,,,,-55,,-32,,-71,,-33,,-71,-61,,,,,,,,,,,,,,,-87,,,,,,,-80,,,,-80,,,,,,-61,,,,,,-78,-78,,-67,-66,,,,,,,,,,-81,,,,,,,-34,-34,,,,,,,,,,,,,,,,,,,,,-80,,-86,-64,,-77,,-66,,,,,,-77,,,,-88,,,,,,,,-65,,-88,,-68,,-68,-68,,-70,,-71,,,,,-71,,,,,,-71,,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,-86,,,,,,,
1454964593586,,,,,,,,,-64,,,-64,,-64,,-52,,,,-57,,-37,,-71,,-38,,-71,-60,-79,,,,,,,,,,,,,,,-66,,,,,,-68,,,,-79,,,,,,-61,,,,,,,,,-75,-68,,,,,,,,,,-81,,,,,,,-44,-44,,,,,,,,,,,,,,,,,,,,,-71,,-71,-66,,-77,,-66,,,,,,-81,,,,,,,,,,,,-65,,-88,,-65,,-64,-64,,-73,,-70,,,,,-71,,,,,,-71,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964596764,-81,,-78,,,,,,-60,,,-61,,-62,,-53,,,,-57,,-37,,-57,,-37,,-56,-61,-75,,,,,,,,,,,,,,,-66,,,,,,-65,,,,-76,,,,,,-62,,-80,,,,-81,-84,,-75,-68,,,,,,,,,,,,,,,,,-50,-51,,,,,,,,,,,,,,,,,,,,,-72,,-73,-60,,-80,,-66,,,,,,-81,,,,,-82,,,-78,,,,-61,,-88,,-63,,-59,-60,,-67,,-70,,-71,,,-67,,,,,,-67,,,-80,,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964599947,-81,,-78,,,,,,-77,,,-77,,-69,,-65,,,,,,-43,,-57,,-41,,-57,-72,-75,,,,,,,,,,,,,,,-56,,,,,-78,-58,,,,-76,,,,,,-73,,-80,,,,-81,-86,,-70,-72,,,,,,,,,,,,,,,,,-64,-64,,,,,,,,,,,,,,,,,,,,,-67,,-67,-58,,-80,,-59,,,,,,,,,,,-83,,,-78,-86,,,-50,,,,-48,,-75,-74,,-67,,-62,,-65,-82,,-75,-64,,,,,-79,,,-89,,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964603110,,,,,,,,,-82,,,-77,,-81,,-72,,,,,,-43,-84,-56,,-45,,-56,-81,-71,,,,-88,,,,-87,,,,-74,,,-56,,,,,-74,-58,,,,-70,,,,,,-73,,-76,,,,,-86,,-78,-78,,,,,,,,,,,,,,,,,-71,-71,-91,,,,,,,,,,,,,,,,,,,,-74,,-80,-65,,,,-65,,,,,,-82,,,,,-83,,,-78,-86,,,-65,,,,-48,,-73,-73,,,,-62,,-65,-82,,-88,-64,,,,,-83,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964606227,,,,,,,,,-82,,,,,-81,,-76,,,,-73,,-54,-84,-50,,-45,,-50,-81,-71,,,,-88,,,,-87,,,,-74,-89,-84,-51,,,,,-74,,,,-90,-69,-87,,,,,-86,,-69,,,,,,,-78,-84,,,,,,-81,,,,,,,,,,,-73,-73,-91,,-80,-79,,,,,,,,,,,,,,,,,-74,,-83,-71,,,,-70,,,,,,-82,,,,,,,,,,,,-65,,,,,,-77,-77,,,,-71,,,,,-71,,,,,,-71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964609336,,,,,,,,-84,,-89,,-88,-81,-81,,-76,,,,-80,,-56,-83,-48,,,,-48,,-68,,,,,,,,,,-79,,-85,-82,-79,-51,,,,,,-47,,,-87,-66,-89,,,,-77,-86,,-67,-80,,,,,,,-84,,,,,,-79,,,,,,,,,,,-73,-74,-88,,-74,-79,,,,,,,,,,,,,,,,,,,-83,-74,,,,-70,,,,,,,,,,,,,,,,,,-55,,,,-56,,-78,-79,,-69,,-71,,,,,-83,,,,,,-71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964612500,,,,,,,,-81,-85,-81,,-88,-81,-81,,,,,,-80,,-62,-79,-43,,-65,-78,-42,-89,-61,,,,-87,,,,-87,,-83,,-83,-83,-82,-49,,,,,,-47,,,-84,-64,-82,,,,-76,,,-60,-75,,,,,,,,-76,,,-78,,-77,,,,,,,,,,,-83,-83,-81,,-75,,,,,,,,,,,,,,,,,,-86,,-85,-76,,,,-74,,,,,,,,,,,,,,,,,,-71,,,,-56,,-77,-77,,-69,,,,,,,-87,,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964615686,,,,,,,,-79,-85,-77,,-88,-75,,,,,,,,,-58,-79,-37,,-65,-78,-37,-89,-61,,,,-86,,,,-87,,-82,,-77,-75,-80,-49,,,,,-59,-39,,,-79,-61,-82,,,,-74,-89,,-60,-75,,,,,,,,-76,,-77,-75,,-74,-88,,,,,,,,-73,,-81,-81,-73,,-77,-81,,,,,,,,,,,,,,,,,-91,,-91,-75,,,,-74,,,,,,,,,,,,,,,,,,-71,,,,,,-76,-75,,,,-80,,,,,-87,,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964618848,,,,,,-73,,-79,-87,-79,,,-74,-85,,,,,,-79,,-60,,-28,,-60,-78,-28,,-57,,,,-79,,,,-87,,-74,,-75,-75,-74,-41,-84,,,,-59,-41,,,-77,-58,-75,,,,-65,-89,,-54,-67,,,,,,,,-69,,-67,-75,,-65,-87,,,,,,,,-73,,-77,-81,-73,-80,-76,-75,,,,,,,,,,,,,,,,,-91,,-91,-77,,,,-75,,,,,,,,,,,,,,,,,,-71,,,,-72,,-79,-79,,-70,,-71,,,,,,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964621980,,,,,,-61,,-67,-87,-66,,-86,-62,-85,,,,,,-79,,-60,-68,-30,,-62,-78,-29,-91,-48,,,,-76,,,,-75,,-61,,-69,-69,-60,-40,-82,,-84,,-50,-41,,-80,-71,-52,-70,,,,-65,,,-51,-67,,,,,,,,-70,,-67,-69,,-65,-86,,,,-85,,,,-70,-74,-82,,-70,-72,-76,-76,,,,,,,,,,,,,,,,,,,,-77,,,,-75,,,,,,,,,,,,,,,,,,-75,,,,-72,,-83,-83,,-70,,-71,,,,,,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964625179,,,,,,-62,,-75,,-75,,-86,-67,-80,,,,,,,,,-61,-47,,-57,,-46,-91,-51,,,,-62,,,,-62,,-64,,-63,-72,-64,-42,-71,,-71,,-59,,,-79,-71,-49,-71,,,,-64,,,-51,-63,,,,,,,,-67,,,-65,,,-86,,,,-82,,,,-66,-74,-85,,-64,-73,-73,-76,,,,,,,,,,,,,,,,,,,,-80,,,,-80,,,,,,,,,,,,,,,,,,-76,,,,,,-88,-83,,-81,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964628337,,,,,,-63,,-81,,-81,,,-65,-80,,,,,,,,-68,-73,-56,,-71,-70,-56,,-51,,,,-77,,,,-73,,-67,,-54,-54,-67,-46,-65,,-64,,-50,-47,,-79,-63,-57,-63,,,,-56,,,,-62,,,,,,,,-73,,-59,-75,,-55,,,,,-82,,,,-66,-71,-85,,-64,-71,-73,-82,-76,-78,,,,,,,,-78,,,,,-77,-78,,,,-80,,,,-78,,,,,,,,,,,,,,,,,,-80,,,,-79,,-82,-82,,-81,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964631516,,,,,,-63,,-80,,-79,,,-78,,,,,,,,,-81,-73,-62,,-71,-78,-62,,-71,,,,-82,,,,-84,,-75,,-50,-50,-75,-58,-62,,-62,,-50,-60,,,-59,-70,-60,,,,-59,,,,-53,,,,,,,,-80,,-54,-75,,-53,,,,,,,,,-58,-71,,,-57,-59,-79,-82,-76,-84,,,,,,,,-76,,,,,-77,-76,,,,,,,,-78,,,,,-79,,,,,,,,,,,,,-77,,,,-75,,-77,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,,,,,,,,,,,,,,,,,,,,,-80,,,,,,
