TimeStamp,34:a8:4e:ce:92:60,34:a8:4e:90:14:80,34:a8:4e:ce:92:62,34:a8:4e:90:14:82,88:75:56:ef:bc:a0,34:a8:4e:9f:90:90,88:75:56:ef:bc:a2,34:a8:4e:9f:90:9f,34:a8:4e:2f:30:7d,34:a8:4e:9f:90:9d,34:a8:4e:2f:30:70,34:a8:4e:2f:30:7f,34:a8:4e:9f:90:92,34:a8:4e:2f:30:72,34:a8:4e:90:14:8f,34:a8:4e:85:47:50,34:a8:4e:ce:92:6f,34:a8:4e:90:14:8d,34:a8:4e:ce:92:6d,34:a8:4e:85:47:52,88:75:56:82:92:70,20:3a:07:0b:be:90,34:a8:4e:26:96:b0,20:3a:07:06:d4:bf,88:75:56:82:92:72,20:3a:07:0b:be:92,34:a8:4e:26:96:b2,20:3a:07:06:d4:bd,34:a8:4e:85:47:5d,20:3a:07:ee:63:80,20:3a:07:8b:b4:a0,88:75:56:82:92:7f,20:3a:07:8b:b4:af,34:a8:4e:26:96:bf,20:3a:07:8b:b4:a2,20:3a:07:7a:6d:a2,88:75:56:82:92:7d,34:a8:4e:26:96:bd,20:3a:07:7a:6d:a0,20:3a:07:ee:63:8f,20:3a:07:7a:6d:af,34:a8:4e:65:4d:1f,34:a8:4e:65:4d:1d,20:3a:07:ee:63:8d,20:3a:07:06:d4:b2,34:a8:4e:ae:44:1f,20:3a:07:8b:b4:ad,34:a8:4e:ae:44:1d,88:75:56:0f:66:f2,34:a8:4e:67:e6:c2,20:3a:07:06:d4:b0,88:75:56:0f:66:f0,20:3a:07:16:3f:f0,34:a8:4e:47:99:ff,20:3a:07:ee:63:82,34:a8:4e:47:99:fd,20:3a:07:16:3f:f2,20:3a:07:16:3f:ff,88:75:56:0f:66:ff,34:a8:4e:65:4d:12,34:a8:4e:85:47:5f,20:3a:07:16:3f:fd,34:a8:4e:67:e6:c0,34:a8:4e:ae:44:12,88:75:56:0f:66:fd,34:a8:4e:84:8a:3f,34:a8:4e:84:8a:30,34:a8:4e:84:8a:32,34:a8:4e:84:8a:3d,20:3a:07:fd:63:b0,20:3a:07:fd:63:b2,88:75:56:04:8b:10,cc:d5:39:94:84:90,34:a8:4e:ae:44:10,88:75:56:04:8b:12,34:a8:4e:4e:19:82,34:a8:4e:65:4d:10,88:75:56:04:8b:1d,34:a8:4e:4e:19:80,cc:d5:39:94:84:9f,cc:d5:39:94:84:92,88:75:56:04:8b:1f,34:a8:4e:4e:19:8f,34:a8:4e:4e:19:8d,cc:d5:39:94:84:9d,34:a8:4e:67:e6:cd,34:a8:4e:47:99:f2,20:3a:07:0b:be:9d,20:3a:07:0b:be:9f,34:a8:4e:67:e6:cf,34:a8:4e:47:99:f0,88:75:56:46:e4:12,88:75:56:46:e4:10,58:bf:ea:98:e5:f0,58:bf:ea:98:e5:f2,34:a8:4e:cd:1f:bf,34:a8:4e:cd:1f:be,34:a8:4e:cd:1f:b1,34:a8:4e:cd:1f:b0,34:a8:4e:91:cf:90,88:75:56:46:e4:1f,88:75:56:46:e4:1d,88:75:56:ca:c3:d2,34:a8:4e:c2:a0:1f,88:75:56:ca:c3:df,88:75:56:ca:c3:dd,58:bf:ea:98:e5:fd,34:a8:4e:c2:a0:10,88:75:56:ca:c3:d0,88:75:56:e8:08:2f,34:a8:4e:c2:a0:1d,88:75:56:e8:08:2d,88:75:56:e8:08:22,58:bf:ea:98:e5:ff,88:75:56:b6:5e:a0,20:3a:07:b7:c1:af,88:75:56:e8:08:20,20:3a:07:59:25:d0,20:3a:07:1a:df:90,88:75:56:b6:5e:af,20:3a:07:54:5c:80,34:a8:4e:c2:a0:12,88:75:56:b6:5e:a2,20:3a:07:1a:df:9d,20:3a:07:3f:95:bf,20:3a:07:fd:63:bf,88:75:56:b6:5e:ad,20:3a:07:59:25:d2,20:3a:07:3f:95:bd,20:3a:07:1a:df:9f,20:3a:07:3f:95:b0,20:3a:07:54:5c:82,20:3a:07:54:5c:8d,20:3a:07:54:5c:8f,88:75:56:2c:fb:70,20:3a:07:59:25:df,20:3a:07:fd:63:bd,20:3a:07:1a:df:92,88:75:56:2c:fb:72,20:3a:07:59:25:dd,88:75:56:2c:fb:7d,88:75:56:2c:fb:7f,24:01:c7:87:30:50,34:a8:4e:61:47:72,20:3a:07:23:4b:1d,34:a8:4e:61:47:70,20:3a:07:23:4b:10,34:a8:4e:0e:8f:90,20:3a:07:3f:95:b2,20:3a:07:ee:25:20,34:a8:4e:61:47:7d,34:a8:4e:0e:8f:92,20:3a:07:ee:25:2f,20:3a:07:ee:25:2d,24:01:c7:87:30:5d,20:3a:07:ee:25:22,34:a8:4e:61:47:7f,24:01:c7:87:30:52,24:01:c7:87:30:5f,34:a8:4e:0e:8f:9d,34:a8:4e:e0:0e:e0,34:a8:4e:0e:8f:9f,34:a8:4e:e0:0e:e2,24:01:c7:0b:62:62,88:75:56:bf:20:40,88:75:56:bf:20:4f,88:75:56:bf:20:42,88:75:56:bf:20:4d,34:a8:4e:fb:84:f0,24:01:c7:0b:62:60,24:01:c7:0b:62:6f,34:a8:4e:fb:84:ff,34:a8:4e:fb:84:f2,24:01:c7:0b:62:6d,34:a8:4e:fb:84:fd,cc:d5:39:2e:38:d2,cc:d5:39:2e:38:d0,cc:d5:39:9f:83:82,cc:d5:39:f5:2f:d2,cc:d5:39:bf:82:50,58:97:1e:ea:c3:e0,58:97:1e:ea:c3:e2,20:3a:07:14:48:a2,20:3a:07:23:4b:1f,20:3a:07:23:4b:12,20:3a:07:14:48:a0,20:3a:07:14:48:ad,20:3a:07:14:48:af,20:3a:07:7a:6d:ad,20:3a:07:b7:c1:ad,20:3a:07:b7:c1:a0,20:3a:07:b7:c1:a2,34:a8:4e:fc:b5:70,cc:d5:39:a1:3d:8d,cc:d5:39:a1:3d:8f,20:3a:07:46:f5:1f,20:3a:07:46:f5:1e,cc:d5:39:a1:3d:80,34:a8:4e:91:cf:9f,cc:d5:39:a1:3d:82,34:a8:4e:91:cf:9e,cc:d5:39:f5:2f:df,24:01:c7:29:38:b2,24:01:c7:3d:63:02,c0:62:6b:b6:2b:02,c0:62:6b:b6:2b:00,34:a8:4e:91:cf:91,88:75:56:e6:13:f0,34:a8:4e:fc:b5:71,88:75:56:e6:13:f1,88:75:56:ef:bc:af,5c:fc:66:cf:ac:62,e0:d1:73:64:87:c2,20:3a:07:46:f5:11,20:3a:07:46:f5:10,cc:d5:39:bf:82:52,cc:d5:39:9f:83:80,1c:e6:c7:78:65:22,24:01:c7:9b:0e:40,34:db:fd:2e:66:70
1454964634720,,,,,,,,-86,,-87,,,-78,,,,,,,,,-81,,-68,,,-78,-68,,-71,,,,-86,,,,-86,,-79,,-59,-59,-80,-58,-63,,-63,,-50,-59,,,-61,-73,-61,,,,-59,,,-50,-53,,,,,,,,-79,,-54,,,-51,,,,,,,,,-68,-67,,,-57,-70,-83,,-73,-84,,,,,,,,-77,,,,,-79,-74,,-90,,,,,,,,,,,-78,,,,,,,,,,,,,-69,,,,-70,,-76,-77,,,,,,,,,,,,,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,,,,,,,,,,,,,,,-80,,,,,-80,,,,,,
1454964637895,,,,,,,,-86,,-87,,,-81,,,,,,,,,,,-69,,,-78,-70,,-75,,,,-86,,,,-86,,-82,,-48,-48,-84,-65,-63,,-63,,-57,-59,,,-58,-74,-59,,,,-43,,,-59,-48,,,,,,,,-79,,-47,-80,,-51,,,,,,,,,-75,-67,,,,-60,-83,,-73,-78,,,,,,,,-73,,-84,-83,,-73,-74,,-90,,,-88,,,,,,,,-75,,,,,,,,,,,,,-63,,,,-70,,-83,-77,,-82,,-79,,,,,,,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,,,,,,,,,,,,,,,-81,,,,,,-82,,,,,
1454964641085,,,,,,,,,,-87,,,-81,,,,,,,,,,,-64,,,,-64,,-75,,,,,,,,,,-82,,-46,-46,-84,-73,-61,,-60,,-58,-69,,,-57,-75,-57,,,,-43,,,-58,-48,,,,,,,,,,-45,-80,,-38,,,,,,,,,-76,-58,,,,-59,,,,-76,,,,,,,,-65,,-84,-82,,-73,-65,,,,,-88,,,,,,,,-78,,,,,,,,,,,,,-75,,,,-76,,-83,-89,,-82,,-78,,,,,,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,,,,,-82,,,,,
1454964644257,,,,,,,,,,-85,,,,,,,,,,,,,,-65,,,,-65,,-76,,,,,,,,,,-86,,-34,-35,-87,-65,-58,,-57,,-58,-69,,,-50,-74,-50,,,,-33,,,-64,-50,,,,,,,,-82,,-48,-81,,-35,,,,,,,,,-77,-64,,,,-59,,,,-78,,,,,,,,-64,,-84,-83,,-76,-65,,,,,,,,,,,,,-77,,,,,,,,,,,,,-82,,,,-76,,,-89,,,,-80,,,,,-77,,,,,,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964647472,,,,,,,,-86,,-84,,,,,,,,,,,,,,-69,,,,-68,,-76,,,,-88,,,,-86,,-86,,-40,-40,-82,-65,-59,,-59,,-66,-70,,,-54,-76,-54,,,,-33,,,-64,-50,,,,,,,,-82,,-47,-81,,-40,,,,,,,,,-77,-64,,,-89,-64,,,,-78,,,,,,,,-65,,-74,-75,,-66,-64,,,,,,,,,,,,,-74,,,,,,,,,,,,,-82,,,,-83,,,,,,,-70,,,,,-82,,,,,,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964650655,,,,,,,,-88,,-84,,,,,,,,,,,,,,-69,,,,-69,,,,,,-87,,,,-87,,,,-49,-49,-85,-72,-51,,-51,,-74,-72,,,-57,-79,-57,,,,-45,,,-71,-44,,,,,,,,,,-47,,,-40,,,,,,,,,-85,-64,,,-83,-57,,,,,,,,,,,,-56,,-64,-64,,-67,-64,,,,,,,,,,,,,-67,,,,,,,,,,,,,,,,,-83,,,,,-79,,-70,,,,,-82,,,,,,-77,,,,,,,,,,,,-81,,,,-81,,,,,,,,,,,,,,,,,,-75,-79,,,,,,,,,,,,,,,,,-80,,,,,,,,,,,
1454964653883,,,,,,,,-88,,-85,,,,,,,,,,,,,-78,-71,,,,-71,,,,,,-87,,,,-87,,-86,,-45,-45,-85,-71,-50,,-50,,-71,-70,,,-50,-79,-50,,,,-44,,,-75,-45,,,,,,,,,,-45,,,-43,,,,,,,,,-88,-57,,,-83,-57,,,,,,,,,,,,-54,,-70,-70,,-67,-54,,,,,,,,,,,,,-71,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,-81,,,,-81,,,,,,,,,,,,,,,,,,-74,-73,-81,,,,,,,,,,,,,,,-81,-80,-79,,,,,,,,,,
1454964657049,,,,,,,,-89,,-87,,,,,,,,,,,,,-81,-71,,,,-70,,-74,,,,,,,,,,-80,,-55,-55,,-66,-48,,-48,,-73,-67,,,-55,,-55,,,,-42,,,-72,-42,,,,,,,,,,-42,,,-42,,,,,,,,,-91,-58,,,,-58,,,,,,,,,,,,-56,-88,-64,-64,,,-56,,,,,,,-88,,,,,,-68,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-74,-78,-81,,,,,,,,,,,,,,,-81,,-79,,,,,,,,,,
1454964660229,,,,,,,,-89,,-88,,,,,,,,,,,,,-81,-72,,,,-72,,-74,,,,,,,,,,-80,,-53,-53,-90,-72,-44,,-44,,-73,-70,,,-51,,-51,,,,-52,,,-72,-39,,,,,,,,,,-41,,,-51,,,,,,,,,-91,-55,,,,-55,,,,,,,,,,,,-56,-88,-71,-71,,-65,-55,,-83,,,,,-88,,,,,,-65,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-72,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964663409,,,,,,,,,,-88,,,,,,,,,,,,,,-74,,,,-74,,,,,,,,,,,,,,-56,-57,-90,-72,-44,,-44,,-73,-74,,,-50,,-50,,,,-52,,,-71,-39,,,,,,,,,,-25,,,-51,,,,,,,,,,-58,,,-89,-58,,,,,,,,,,,,-56,-79,-80,-82,,-59,-62,,-80,,,,,,,,,,,-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-73,-72,,,,,,,,,,,,,,,,-80,,,,,,,,,,,,
1454964666624,,,,,,,,,,,,,,,,,,,,,,,-78,-89,,,-79,-85,,-76,,,,,,,,,,-85,,-54,-54,-90,-70,-29,,-28,,-68,-71,,,-64,-75,-63,,,,-50,,,-71,-27,,,,,,,,,,-27,,,-50,,,,,,,,,,-52,,,-89,-51,,,,,,,,,,,,-62,-79,-83,-83,,-67,-62,,-88,,,,,,,,,,,-59,,-84,,,,,,,,,,,,,,,,,,,,-80,,-77,,-77,,,-81,-77,,,,,,,,-87,,,,,-80,,-80,,,,,,,,,,,,,,,,,,,,,,,-87,-77,-76,,,,,,,,,,,,,,,,-80,,,,,,,,,,,,
1454964669835,,,,,,,,,,,,,,,,,,,,,,,-78,-89,,,-79,-85,,-76,,,,,,,,,,-85,,-73,-74,,-70,-46,,-46,,-68,-71,,,-69,-75,-69,,,,-68,,,,-27,,,,,,,,,,-34,,,-50,,,,,,,,,,-62,,,,-65,,,,,,,,,,,,-73,,-87,-83,,-70,-72,,-88,,,,,,,,,,,-69,,-84,,,,,,,,,,,,,,-74,,,,,,-80,,-73,,-77,,,-79,-77,,,,,-75,,,-79,,-79,,,-80,,-80,,,,,,,,,,,,,,,,,,,,,,,,-77,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964673084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,-77,,,-54,,-54,,,,,,-75,,-74,,,,-71,,,,-44,,,,,,,,,,-44,,,-71,,,,,,,,,,-62,,,,-69,,,,,,,,,,,,-73,,-87,,,-74,-80,,,,,,,,,,-69,,,-74,,-86,,,,,,-87,,,,,,,,-70,,,,,,-65,,-73,,-71,,,-83,-73,,,,,-81,,,-83,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964676286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,-74,,,-53,,-52,,,,,,-73,,-73,,,,-71,,,,-44,,,,,,,,,,-43,,,-71,,,,,,,,,,-69,,,,-69,,,,,,,,,,,,,,,,,-75,-75,,,,,,,,,,-69,,,-75,,-87,,,,,,-88,,,,,,,,-70,,,,,,-73,,-74,,-77,,,-79,-78,,,,,-79,,,-77,,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964679448,,,,,,,,,,,,,,,,,,,,,,,,-76,,,,-75,,,,,,,,,,,,,,-61,-60,,,-39,,-39,,,,,,-50,,-50,,,,-69,,,-82,-35,,,,,,,,,,-34,,,-63,,,,,,,,,,-72,,,,-69,,,,,,,,,,,,-77,-81,,-86,,-75,-75,,-84,,,,,-89,,,,,,-70,,-87,,,,,,-88,,,,,,,,-74,,,,,,-70,,-69,,-77,,,-85,-78,,,,,-88,,,-77,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964682662,,,,,,,,,,,,,,,,,,,,,,,,-72,,,,-72,,-79,,,,,,,,,,,,-57,-57,-87,,-48,,-48,,,-77,,,-46,-76,-46,,,,-69,,,-82,-35,,,,,,,,,,-32,,,-54,,,,,,,,,,-72,,,,-56,,,,,,,,,,,,-77,-76,-83,-86,,-55,-73,,-76,,,,,-89,,,,,,-55,,,,,,,,,,,,,,,,-74,,,,,,-70,,-69,,,,,-85,-78,,,,,-87,,,,,-87,,,,,,,,,,-87,,,-88,,,,,,,,,,,,,,,-86,,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964685847,,,,,,,,,,,,,,,,,,,,,,,,-72,,,,-72,,-79,,,,,,,,,,-87,,-57,-57,-87,-76,-44,,-44,,,-77,,,-44,-76,-44,,,,,,,-74,-42,,,,,,,,,,-40,,,-57,,,,,,,,,,-52,,,,-56,,,,,,,,,,,,-73,-70,-83,,,-57,-73,,-70,,,,,,,,,,,-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,,,,-87,,,,,-80,-86,-75,,,-86,-77,,-88,,,,,,,,,,,,,,,,,-80,,,,,,,,,-89,,,,,,,,,,,,,,,,,,,
1454964689102,,,,,,,,,,-87,,,,,,,,,,,,,,-77,,,,-72,,,,,,,,,,,,-84,,-59,-59,-87,-80,-53,,-53,,-78,,,,-42,,-40,,,,-59,,,-80,-44,,,,,,,,,,-45,,,-59,,,,,,,,,,-45,,,,-47,,,,,,,,,,,,-81,-64,-86,-87,,-57,-78,,-67,,,,,,,,,,,-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,-86,-74,-86,-75,,,-86,-77,,-86,,,,,,,,,,,,,,,,-81,-80,,,,,,,,,-89,,,,,,,,,,,,,,,-85,,,,
1454964692315,,,,,,,,,,-87,,,,,,,,,,,,,,-79,,,,-79,,-79,,,,,,,,,,-90,,-58,-57,,-76,-59,,-59,,-78,-77,,,-36,-79,-36,,,,-57,,,-80,-48,,,,,,,,,,-47,,,-57,,,,,,,,,,-37,,,,-36,,,,,,,,,,,,-79,-68,-88,-87,,-47,-73,,-67,,,,,,,,,,,-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,-86,-73,-88,-69,,,,-69,,-86,,,,,,,,,,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,-85,,,,
1454964695529,,,,,,,,,,,,,,,,,,,,,,,,-79,,,,-79,,-83,,,,,,,,,,-90,,-62,-62,,-73,-56,,-56,,-78,-76,,,-25,-79,-25,,,,-61,,,,-48,,,,,,,,,,-51,,,-59,,,,,,,,,,-36,,,,-35,,,,,,,,,,,,-82,-67,-88,,,-47,-81,,-67,,,,,,,,,,,-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,,-71,-88,-69,,,-78,-66,,-77,,,,,,,,,,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964698726,,,,,,,,,,,,,,,,,,,,,,,,-79,,,,-79,,-78,,,,,,,,,,-84,,-67,-67,-87,-73,-54,,-54,,,-78,,,-38,-78,-37,,,,-61,,,,-48,,,,,,,,,,-51,,,-59,,,,,,,,,,-36,,,,-37,,,,,,,,,,,,-82,-77,,,,-51,-80,,-73,,,,,,,,,,,-51,,,,,,,,,,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,,-71,,-61,,,-72,-61,,-72,,,,,,,,,,,,,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,,,,,,
1454964701891,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,,-78,,,,,,,,,,-84,,-68,-68,-87,-80,-61,,-61,,,-80,,,-53,-78,-53,,,,-64,,,-76,-53,,,,,,,,,,-54,,,-66,,,,,,,,,,-45,,,,-49,,,,,,,,,,,,,-81,,,,-57,-80,,-79,,,,,,,,,,-68,-51,,,,,,,,,,-70,-85,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,,-75,,-48,,,-59,-47,,-59,,,,,,,,,,,,,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,,,,,,
1454964705083,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,-68,-84,,-80,-84,,-88,,,-80,,,-57,,-57,,,,-76,,,-76,-64,,,,,,,,,,-54,,,-66,,,,,,,,,,-45,,,,-56,,,,,,,,,,,,,-81,,,,-65,,,-85,,,,,,,,,,-68,-62,,,,,,,,,,-64,-85,-88,,,,,,,,,,,,,,-81,,,,,,,,,,,,,,-88,,,-80,,-75,,-46,,,-54,-47,,-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964708603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-86,,,-84,,-82,,,,,,-52,,-52,,,,-81,,,,-69,,,,,,,,,,-74,,,-83,,,,,,,,,,-53,,,,-55,,,,,,,,,,,,,-88,,,,-61,,,-85,,,,,,,,,,-65,-62,,,,,,,,,,-64,,,,,,,,,,,,,,,,-81,,,,,,,,,,,,,,-88,,,-84,,-82,,-50,-83,,-64,-47,,-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964711867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-81,,,-80,,-81,,,,,,-54,,-54,,,,-77,,,,-69,,,,,,,,,,-74,,,-79,,,,,,,,,,-50,,,,-49,,,,,,,,,,,,,-82,,,,-61,,,,,,,,,,,,,-65,-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,-76,,-76,,-50,-83,,-57,-49,,-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964715049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,-72,,,-80,,-80,,-83,,,,-56,,-56,,,,-64,,,,-69,,,,,,,,,,-56,,,-64,,,,,,,,,,-47,,,,-46,,,,,,,,,,,,,-77,,,,-56,,,-78,,,,,,,,,,-68,-64,,,,,,,,,,-68,-83,-87,,,,,,,,,,,,,,-79,,,,-82,,,,,,,,,,,,-81,-78,,-76,,-48,-83,,-57,-49,,-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,,,
1454964718215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,-83,,,-84,,-84,,-83,,,,-61,,-61,,,,-76,,,,-66,,,,,,,,,,-56,,,-64,,,,,,,,,,-49,,,,-48,,,,,,,,,,,,,-77,,,,-67,,,-84,,,,,,,,,,-68,-67,,,,,,,,,,-60,-83,-87,,,,,,,,,,,,,,-76,,,,-82,,,,,,,,,,,,,-82,,-81,,-44,-84,,-55,-44,,-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,,,
1454964721432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,-83,,,-84,,-81,,,,,,-69,,-69,,,,-76,,,,-66,,,,,,,,,,-71,,,,,,,,,,,,,-54,,,,-54,,,,,,,,,,,,,,,,,-65,,,-84,,,,,,,,,,-59,-67,,,,,,,,,,-60,,,,,,,,,,,,,,,,-75,,,,-75,,,,,,,,,,,,-78,-82,,-81,,-44,-84,,-51,-41,,-51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964724750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,,,,-41,,-81,,,,,,-76,,-76,,,,,,,,-80,,,,,,,,,,-79,,,,,,,,,,,,,-54,,,,-62,,,,,,,,,,,,,,,,,-72,,,,,,,,,,,,,-59,-74,,,,,,,,,,,,,,,,,,,,,,,,,,-75,,,,-75,,,,,,,,,,,,-78,,,,,-48,,,-59,-48,,-59,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964728006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-41,,,,,,,,-73,,-73,,,,,,,,-82,,,,,,,,,,-79,,,,,,,,,,,,,-70,,,,-62,,,,,,,,,,,,,,,,,-72,,,,,,,,,,,,,-72,-85,,,,,,,,,,,-86,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,,,-66,-53,,-66,,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964731261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,-78,,,,,,,,-79,,,,,,,,,,,,,,,,,,,,,,,-70,,,,-68,,,,,,,,,,,,,,,,,-81,,,,,,,,,,,,,-72,-85,,,,,,,,,,-70,-86,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,,,-58,-53,,-58,-79,-80,,,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-83,,
1454964734470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,,-84,,,,,,,,-79,,,,,,,,,,,,,,,,,,,,,,,-72,,,,-72,,,,,,,,,,,,,,,,,-81,,,,,,,,,,,,,-68,-81,,,,,,,,,,-71,-76,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,-46,-82,,-64,-46,,-64,-80,-79,,,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-83,,
1454964737671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,,,,-72,,,,,,,,,,,,,-84,,,,-69,,,,,,,,,,,,,-64,-69,,,,,,,,,,-66,-77,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,,,,,-58,-73,,-64,-56,,-63,-80,-81,,,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964740881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,,,,-80,,,,,,,,,,,,,-84,,,,-72,,,-85,,,,,,,,,,-63,-73,,,,,,,,,,-64,-77,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,,,,,-52,-76,,-68,-56,-81,-68,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964744081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,-80,,,,,,,,,,,,,-88,,,,-71,,,-84,,,,,,,,,,-69,-71,,,,,,,,,,-64,-79,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,,,-52,-73,-85,-63,-55,-86,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964747293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,,,-80,,,,,,,,,,,,,-88,,,,-71,,,-84,,,,,,,,,,-62,-73,,,,,,,,,,,-78,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67,,,,-91,-61,-67,-72,-77,-60,-72,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
