TimeStamp,88:75:56:8f:3d:d0,20:3a:07:42:45:12,88:75:56:8f:3d:d2,20:3a:07:f9:39:c0,20:3a:07:42:45:1f,20:3a:07:42:45:1d,20:3a:07:42:45:10,0c:d9:96:ca:15:40,0c:d9:96:ca:15:4f,20:3a:07:f9:39:c2,0c:d9:96:ca:15:42,20:3a:07:f9:39:cf,0c:d9:96:ca:15:4d,20:3a:07:f9:39:cd,34:a8:4e:cc:26:f0,34:a8:4e:cc:26:f2,c0:62:6b:86:c4:30,c0:62:6b:86:c4:32,f0:25:72:a2:eb:e0,f0:25:72:a2:eb:e2,a0:cf:5b:44:84:50,c0:62:6b:86:c4:3f,f0:25:72:a2:eb:ed,88:75:56:6b:6a:5d,c0:62:6b:86:c4:3d,34:a8:4e:cc:26:ff,34:a8:4e:cc:26:fd,88:75:56:6b:6a:52,88:75:56:6b:6a:50,88:75:56:6b:6a:5f,a0:cf:5b:44:84:52,f0:25:72:a2:eb:ef,a0:cf:5b:44:84:5d,a0:cf:5b:44:84:5f,e0:d1:73:5b:cd:d0,e0:d1:73:5b:cd:d2,e0:d1:73:5b:cd:df,e0:d1:73:5b:cd:dd,7c:95:f3:17:0f:4f,7c:95:f3:17:0f:4d,64:d8:14:60:de:40,64:d8:14:60:de:42,7c:95:f3:17:0f:42,7c:95:f3:17:0f:40,64:d8:14:60:de:4f,64:d8:14:60:de:4d,64:d8:14:32:64:df,64:d8:14:32:64:dd,64:d8:14:c0:60:0d,64:d8:14:32:64:d0,34:a8:4e:ab:ce:a0,64:d8:14:ad:ad:00,64:d8:14:c0:60:0f,64:d8:14:ad:ad:0d,64:d8:14:32:64:d2,34:a8:4e:ab:ce:a2,64:d8:14:ad:ad:02,64:d8:14:c0:60:00,64:d8:14:c0:60:02,64:d8:14:ad:ad:0f,34:a8:4e:ab:ce:af,34:a8:4e:ab:ce:ad,88:75:56:8f:3d:df
1454508826744,,,,,,,,-79,,,,,,,,,-54,-55,-64,-69,-74,-62,-64,,-62,,,,,,-72,-65,-76,-76,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508829990,,,,,,,,,-79,,,,-83,,,,-44,-55,-50,-52,-73,-54,-55,,-54,,,,,,-72,-54,-83,-80,-71,-71,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508833240,,,,,,,,-81,-79,,-76,,-81,,,,-37,,-56,-59,-74,-54,-56,,-54,,,,,,,-56,-77,-77,-66,-65,-84,-82,,,,,,,,,,,,,,,,,,,,,,,,,
1454508836492,,,,,,,,-81,,,-74,,-84,,,,-48,-49,-50,-48,-74,-60,-58,,-60,,,,,,-74,-58,-79,-79,-71,-74,-84,-82,,,,,,,,,,,,,,,,,,,,,,,,,
1454508839728,,,,,,,,,,,-74,,-84,,,,-47,-48,-56,-56,-74,-55,-63,,-56,,,,,,-74,-62,-78,-79,-70,-70,-82,-83,,,,,,,,,,,,,,,,,,,,,,,,,
1454508842975,,,,,,,,-79,,,-78,,,,,,-46,-47,-57,-56,-77,-62,-65,,-56,,,,,,-77,-65,-81,-82,-65,-68,-79,-80,,,,,,,,,,,,,,,,,,,,,,,,,
1454508846229,,,,,,,,-79,,,-78,,,,,,-51,-54,-60,-58,-64,-57,-64,,-57,,,,,,-64,-63,-72,-72,-61,-60,-83,-83,,,,,,,,,,,,,,,,,,,,,,,,,
1454508849668,,,,,,,,,,,,,,,,,-58,-54,-60,-65,-64,-61,-68,,-59,,,,,,-73,-68,-79,-82,-61,-67,-79,-78,,,,,,,,,,,,,,,,,,,,,,,,,
1454508853136,,,,,,,,,,,,,,,,,-53,-52,-61,-64,-77,-63,-69,,-62,,,,,,-76,-68,-79,-82,,-60,-79,-79,,,,,,,,,,,,,,,,,,,,,,,,,
1454508856402,,,,,,,,,,,,,,,,,-53,-59,-64,-64,-77,-63,-71,,-66,,,,,,-76,-71,,,-62,-60,-78,-80,,,,,,,,,,,,,,,,,,,,,,,,,
1454508859667,,,,,,,,,,,,,,,,,-66,-60,-65,-68,,,-69,,-68,,,,,,,-69,,,-59,-58,-76,-76,,,,,,,,,,,,,,,,,,,,,,,,,
1454508862919,,,,,,,,,,,,,,,,,-62,-63,-71,-71,,-69,-76,,-69,,,,,,,-79,,,-57,-58,-79,-80,,,,,,,,,,,,,,,,,,,,,,,,,
1454508866160,,,,,,,,,,,,,,,,,-66,-65,-64,-64,,-65,-72,,-67,,,,,,,-71,,,-56,-58,-71,-74,-89,-89,,,,,,,,,,,,,,,,,,,,,,,
1454508869390,,,,,,,,,,,,,,,,,-59,-59,-68,-65,,-65,-74,,-63,,,,,,,-74,,,-59,-58,-69,-69,-89,-89,,,,,,,,,,,,,,,,,,,,,,,
1454508872638,,,,,,,,,,,,,,,,,-61,-60,-73,-65,,-69,-75,,-63,,,,,,,-75,,,-53,-54,-72,-74,-84,-84,,,,,,,,,,,,,,,,,,,,,,,
1454508875896,,,,,,,,,,,,,,,,,-67,-66,-72,-71,,-74,-78,,-74,,,,,,,-77,,,-52,-51,-63,-63,-84,-85,-81,-81,,,,,,,,,,,,,,,,,,,,,
1454508879139,,,,,,,,,,,,,,,,,-63,-66,-72,-74,,-76,-78,,-73,,,,,,,-77,,,-52,-51,-63,-62,,-85,-82,-81,-85,,,,,,,,,,,,,,,,,,,,
1454508882379,,,,,,,,,,,,,,,,,-69,-70,,-76,,-71,-78,,-72,,,,,,,-78,,,,-46,-62,-61,,-85,-81,-81,-85,,,,,,,,,,,,,,,,,,,,
1454508885618,,,,,,,,,,,,,,,,,-65,-67,,-74,,-74,-79,,-74,,,,,,,-76,,,-47,-47,-59,-59,,-83,-81,-80,-82,-80,,,,,,,,,,,,,,,,,,,
1454508888864,,,,,,,,,,,,,,,,,-71,-71,,-77,,-78,-78,,-77,,,,,,,-80,,,-45,-46,-55,-55,,-80,-81,-80,-82,-80,,,,,,,,,,,,,,,,,,,
1454508892117,,,,,,,,,,,,,,,,,-71,-70,,-77,,-80,-77,,-80,,,,,,,-80,,,-44,-46,-57,-57,,-80,-80,-80,,-85,-88,-88,,,,,,,,,,,,,,,,,
1454508895364,,,,,,,,,,,,,,,,,,-68,-76,,,-76,-79,,-77,,,,,,,,,,-51,-51,-66,-65,-80,,-77,-80,-79,-80,-90,-85,,,,,,,,,,,,,,,,,
1454508898618,,,,,,,,,,,,,,,,,-74,-68,-80,-77,,-75,-79,,-75,,,,,,,-78,,,-50,-49,-64,-64,-73,-73,-68,-68,-81,-80,-90,-84,,,,,,,,,,,,,,,,,
1454508901855,,,,,,,,,,,,,,,,,-69,,-78,-77,,-75,,,-79,,,,,,,-81,,,-55,-49,-71,-70,-77,-76,-68,-68,-75,,,-82,,,,,,,,,,,,,,,,,
1454508905103,,,,,,,,,,,,,,,,,-78,,-81,,,,,,-79,,,,,,,-81,,,-48,-48,-66,-66,-72,-72,,-65,-77,,-74,-74,,,,,,,,,,,,,,,,,
1454508908353,,,,,,,,,,,,,,,,,-74,-76,-77,-78,,-85,,,,,,,,,,,,,-47,-49,-66,-66,-72,-72,,-60,-77,,-60,-60,-83,-85,-85,,,,,,,,,,,,,,
1454508911538,,,,,,,,,,,,,,,,,-74,-76,-77,-78,,-85,,,,,,,,,,,,,-68,-69,-79,-79,,,-50,-60,,,-59,-60,-83,-77,-85,-78,-80,-80,-85,-77,-78,-80,-81,,,,,,
1454508914726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,-69,-88,-79,,,-53,-51,,,-60,-60,,-85,-78,-78,-74,-80,-78,-83,-78,-76,-84,-79,,,,,
1454508917908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,-77,-88,,,,-52,-51,,,-70,-69,,-82,-78,-76,-74,-80,-86,-85,-76,-76,-84,-80,,,,,
1454508921157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,-77,,,,,-58,-62,,,-70,-70,,-83,,-75,,,-86,-85,-76,,-85,-80,,,,,
1454508924408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-78,,,,,-64,-60,,,-78,-77,-75,-75,,-79,,,-85,,,,-85,-79,,,,,
1454508927644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-77,,,,,-72,-68,,,-78,-80,-80,-75,,-79,,,-85,,-71,,,-79,,,,,
1454508930876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,-72,,,,,-70,-69,,,,-87,-87,,,-79,,,,,-78,,,,,,,,
1454508934124,,-81,-82,,-88,-88,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-77,,,,,-80,-73,,,,-85,-87,,,-79,,,,,-78,,,,,,,,
1454508937411,-80,-81,-80,,-88,-88,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,-73,,,,,-80,-72,,,,-85,,,,,,,,,,,,,,,,,
1454508940700,-80,,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,-73,,,,,,-72,,,,,,,,,,,,,,,,,,,,,
1454508980132,,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508983421,-79,-80,,,,,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508986706,-80,-78,-79,,,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,-79,,,-83,-82,,,,,,,,,,,,,,,,,
1454508989953,-80,-78,-79,,,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,,,-68,-79,,,-85,-84,-86,-84,,-79,,,,,-77,,,,,,,,
1454508993205,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,,,,,-69,-71,,,-78,-76,-77,-76,-86,-79,,,,,-69,,,,-81,,,,
1454508996440,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,-73,,,,,-63,-62,,,-77,-77,-68,-67,-85,-68,,,,,-71,,,,-81,,,,
1454508999673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,-70,,,,,-59,-58,,,-68,-67,-68,-81,-86,-68,,,,,-69,,,-73,,,,,
1454509002892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,-70,,,,,-56,-56,,,-61,-61,-80,-81,-82,,-83,,-83,,-73,-83,,-78,,,,,
1454509006096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,-72,,,,,-53,-56,,,-57,-57,-77,-81,-78,-77,-83,,-78,,-75,-83,,-78,,,,,
1454509009279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68,-68,,,,,-53,-47,,,-55,-54,-81,-82,-78,-76,-77,,-78,-77,-71,,,-82,,-78,,,
1454509012491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,-62,,,,,-50,-49,,,-61,-62,-78,-80,,-76,-49,-70,,-82,-72,-75,,-81,,-84,-74,-76,
1454509015743,,,,,,,,,,,,,,,,,,,,,,,-86,,,,,,,,,,,,-61,-59,-78,-77,-72,-72,-52,-49,,,-77,-78,-78,-80,,,-78,-70,,-82,-72,-75,,-81,,-84,-74,-76,
1454509018976,,,,,,,,,,,,,,,,,-73,-72,-80,,,,-83,,,,,,,,,-86,,,-61,-47,-69,-68,-72,-76,-66,,-77,-79,-88,-78,,,,,-78,,,,,,,,,,,,
1454509022227,,,,,,,,,,,,,,,,,-73,-72,-80,-81,,-79,-81,,-81,,,,,,,-80,,,-50,-49,-65,-65,,-79,-76,,-77,-77,-88,,,,,,,,,,,,,,,,,,
1454509025477,,,,,,,,,,,,,,,,,-71,-71,-80,-78,,-80,-79,,-80,,,,,,,-78,,,-50,-48,-60,-60,,-81,-77,-76,-77,-77,-89,,,,,,,,,,,,,,,,,,
1454509028254,,,,,,,,,,,,,,,,,-68,-69,-77,-78,,-80,-79,,-80,,,,,,,-80,,,-46,-47,-62,-63,-80,-81,-77,-74,-76,,-89,,,,,,,,,,,,,,,,,,
1454509031514,,,,,,,,,,,,,,,,,-68,-60,-77,,,-76,-77,,-74,,,,,,,-80,,,-48,-47,-61,-61,-82,-81,-72,-75,-76,,,,,,,,,,,,,,,,,,,,
1454509034745,,,,,,,,,,,,,,,,,,-69,-77,,,-80,-79,,-79,,,,,,,,,,-56,-57,-71,-72,-85,,-72,-75,,,,,,,,,,,,,,,,,,,,,
1454509037981,,,,,,,,,,,,,,,,,,-69,-74,,,-80,-80,,-76,,,,,,,,,,-55,-57,-68,-69,-79,,,-77,-82,-80,,,,,,,,,,,,,,,,,,,
1454509041232,,,,,,,,,,,,,,,,,,-71,-77,,,-76,-80,,-75,,,,,,,,,,-60,,-69,-69,-80,,,-77,-80,-79,,,,,,,,,,,,,,,,,,,
1454509044483,,,,,,,,,,,,,,,,,-74,-74,-77,,,-76,-80,,-75,,,,,,,-79,,,-61,-64,-72,-70,-80,-78,-84,,-78,-77,,,,,,,,,,,,,,,,,,,
1454509047732,,,,,,,,,,,,,,,,,-71,-74,-77,-79,,-76,,,-75,,,,,,,-78,,,-57,-56,-73,-74,-79,-77,-84,,-77,-77,,,,,,,,,,,,,,,,,,,
1454509050986,,,,,,,,,,,,,,,,,-72,-70,-76,-76,,-79,-78,,-79,,,,,,,-80,,,-64,-62,-76,-79,-75,-78,,,-79,,,,,,,,,,,,,,,,,,,,
1454509054292,,,,,,,,,,,,,,,,,-73,-69,-79,-76,,-81,-78,,-79,,,,,,,-80,,,-61,-62,-74,-74,-58,-58,,,-79,-76,,,,,,,,,,,,,,,,,,,
1454509057541,,,,,,,,,,,,,,,,,-78,-69,-79,-76,,-81,,,,,,,,,,-86,,,-67,-68,-83,-82,-68,-68,,,-63,-62,,,,,,,,,,,,,,,,,,,
1454509060779,,,,,,,,,,,,,,,,,-69,,-78,-79,,-77,,,-76,,,,,,,-82,,,-60,-61,-72,-76,-80,-77,,,-73,-62,,,,,,,,,,,,,,,,,,,
1454509064027,,,,,,,,,,,,,,,,,-75,,-76,-79,,-78,,,-77,,,,,,,-83,,,-63,-63,-70,-70,-82,-80,,,-76,,,,,,,,,,,,,,,,,,,,
1454509067277,,,,,,,,,,,,,,,,,-69,-69,-79,,,-79,-83,,-77,,,,,,,-81,,,-63,-65,-76,-77,-84,-84,,,-79,,,,,,,,,,,,,,,,,,,,
1454509070574,,,,,,,,,,,,,,,,,-69,-74,-76,,,-77,-76,,-81,,,,,,,-81,,,-64,-65,-76,-77,-84,-84,,,-79,,,,,,,,,,,,,,,,,,,,
1454509073843,,,,,,,,,,,,,,,,,,-70,-74,,,-77,-77,,-76,,,,,,,,,,-64,,-75,-80,,,,,-81,-83,,,,,,,,,,,,,,,,,,,
1454509077145,,,,,,,,,,,,,,,,,-78,-77,-74,,,,-77,,-76,,,,,,,,,,-69,-68,-77,-77,,,,,-81,-83,,,,,,,,,,,,,,,,,,,
1454509080429,,,,,,,,,,,,,,,,,-78,-77,,,,,,,,,,,,,,,,,-80,-68,-77,-77,-86,-87,,,,,,,,,,,,,,,,,,,,,,,
1454509083765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,,,-87,-87,,,,,,,,,,,,,,,,,,,,,,,
1454509087046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-87,,,,,,,,,,,,,,,,,,,,,,,
1454509090333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91,,,,,,,,,,,,,,,,,,,,,,,
1454509093635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,,,,,,,,,,,,,,,,,,,,,,,
1454509096912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,,,,,,,,,,,,,,,,,,,,,,,
1454509100196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,,,,,,,,,,,,,,,,,,,,,,,
1454509103481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,-85,,,,,,,,,,,,,,,,,,,,,,,
1454509106768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,-85,,,,-83,,,,,,,,,,,,,,,,,,,
1454509110047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-85,,,,-83,,,,,,,,,,,,,,,,,,,
1454509113332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,
1454509116618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,
1454509119901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,,,,,,,,,,,,,,,,,,,,,,
1454509123189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,,,,,,,,,,,,,,,,,,,,,,
1454509146196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509149487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509152790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509156068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509159405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509162687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509165976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509169258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509172542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509175990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509179285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509225356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509228641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509231925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509235211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509238509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509241799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509245081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509248365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509251653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509254940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509258223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509261509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509337030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,
1454509340698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,-83,,,,,,,,,,,,,,,,,,,,,,,
1454509344469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,-82,,,-81,-80,,,,,,,,,,,,,,,,,,,
1454509348449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-82,,,-81,-80,,,,,,,,,,,,,,,,,,,
1454509352221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-86,,-79,,,,-87,,,,,,,,,,,,,,,,,
1454509355868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,,-82,-82,,,-87,,,,,,,,,,,,,,,,,
1454509359386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,-83,,,,,,,,,,,,,,,,,,,,,,,
1454509362670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,-86,,,,,,,,,,,,,,,,,,,,,,,
1454509365961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,-86,,,,,,,,,,,,,,,,,,,,,,,
1454509438893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,,,,,,,,,,,,,,,,,,,,,,,
1454509442175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,,,,,,,,,,,,,,,,,,,,,,,
1454509445460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,,-82,,,,,,,,,,,,,,,,,,,,,
1454509448743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,,-82,,,,,,,,,,,,,,,,,,,,,
1454509452028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,,-82,,,,,,,,,,,,,,,,,,,,,
1454509455314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,,-82,,,,,,,,,,,,,,,,,,,,,
1454509458597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,,,,,,,,,,,,
1454509461882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,,,,,,,,,,,,
1454509465166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,,,,,,,,,,,,
1454509468450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,,,,,,,,,,,,
1454509471734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,,,,,,,,,,,,
1454509475023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,,,,,,,,,,,,
1454509478305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,,,,,,,,,,,,
1454509481586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,,,,,,,,,,,,
1454509484876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,,,,,,,,,,,,
1454509488155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,,,,,,,,,,,,
1454509491441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,,,,,,,,,,,,
1454509494725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,,,,,,,,,,,,
1454509527586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,-91,,,,,,,,,,,,,,,,,,
1454509530872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,-91,,,,,,,,,,,,,,,,,,
1454509534158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-81,,,,,,,,,,,,,,,,,,,,,
1454509538217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,-81,,,-83,-87,,,,-84,,,,,,,,,,,,,
1454509541155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76,-77,,,-81,-83,,,,-84,,,,,,,,,,,,,
1454509544431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,-71,,,-81,-85,,,,,,,,,,,,,,,,,
1454509547729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,-71,,,-87,-85,-85,,,,,,,,,,,,,,,,
1454509551017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,-72,,,-87,-89,-85,,,,,,,,,,,,,,,,
1454509554324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-78,,,,-89,,,,,,,,,,,,,,,,,
1454509557618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-78,,,,,,,,,,,,,,,,,,,,,
1454509560902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-78,,,,,,,,,,,,,,,,,,,,,
1454509564191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-78,,,,,,,,,,,,,,,,,,,,,
1454509567475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-78,,,,,,,,,,,,,,,,,,,,,
1454509570757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-78,,,,,,,,,,,,,,,,,,,,,
1454509574042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-78,,,,,,,,,,,,,,,,,,,,,
1454509577328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-78,,,,,,,,,,,,,,,,,,,,,
1454509580610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-78,,,,,,,,,,,,,,,,,,,,,
1454509583893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-78,,,,,,,,,,,,,,,,,,,,,
1454509587176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-78,,,,,,,,,,,,,,,,,,,,,
1454509590459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-78,,,,,,,,,,,,,,,,,,,,,
1454509725261,,,,,,-88,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509728552,,-78,,,-89,-88,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509731847,,-77,,,-89,,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509735131,,-79,,,,,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
